race_date,race_no,baba_code,finish,post_position,horse_number,horse_name,popularity,win_odds,venue
2025/10/22,12,36,8,3,3,モダスオペランディ,8,226.7,門別
2025/10/21,10,20,1,4,8,カガヤキテンマ,2,,大井
2025/10/21,10,20,2,7,13,シャープムスタング,1,,大井
2025/10/21,10,20,3,8,16,コーラルキング,5,,大井
2025/10/21,10,20,4,4,7,トーケンレナン,8,,大井
2025/10/21,10,20,5,1,2,ヨゾラノムコウニ,4,,大井
2025/10/21,10,20,6,6,12,ドゥーロアバンティ,6,,大井
2025/10/21,10,20,7,1,1,プレストアーサー,3,,大井
2025/10/21,10,20,8,7,14,トーアカラカウア,9,,大井
2025/10/21,10,20,9,2,3,シャークシャイニー,14,,大井
2025/10/21,10,20,10,3,6,カルテメトレス,12,,大井
2025/10/21,10,20,11,5,9,ラバテラリュージュ,15,,大井
2025/10/21,10,20,12,6,11,ムサシエクスプレス,10,,大井
2025/10/21,10,20,13,3,5,フォースチルドレン,11,,大井
2025/10/21,10,20,14,8,15,ティーズアペックス,13,,大井
2025/10/21,10,20,15,2,4,エイシンネクタル,16,,大井
2025/10/21,10,20,16,5,10,ピリー,7,,大井
2025/10/21,11,20,1,8,8,エクセスリターン,1,,大井
2025/10/21,11,20,2,1,1,タイガーチャージ,2,,大井
2025/10/21,11,20,3,5,5,メランポジューム,5,,大井
2025/10/21,11,20,4,6,6,リチャ,3,,大井
2025/10/21,11,20,5,7,7,マイネルサブマリン,4,,大井
2025/10/21,11,20,6,2,2,ヒミノフラッシュ,9,,大井
2025/10/21,11,20,7,8,9,マイネルロッシュ,8,,大井
2025/10/21,11,20,8,3,3,ダイバリオン,7,,大井
2025/10/21,11,20,9,4,4,ウインリブルマン,6,,大井
2025/10/21,12,20,1,8,15,シャインフォール,2,,大井
2025/10/21,12,20,2,4,7,アンフォラ,4,,大井
2025/10/21,12,20,3,6,12,ラインエンジェル,13,,大井
2025/10/21,12,20,4,5,10,サブノコイゴコロ,10,,大井
2025/10/21,12,20,5,6,11,サブノリョウマ,7,,大井
2025/10/21,12,20,6,3,6,オンマガトオル,1,,大井
2025/10/21,12,20,7,2,3,デュアルロンド,3,,大井
2025/10/21,12,20,8,5,9,ティーズエナジー,8,,大井
2025/10/21,12,20,9,1,2,ヘクトプリンセス,15,,大井
2025/10/21,12,20,10,2,4,キタノライアン,12,,大井
2025/10/21,12,20,11,7,14,プラチナムロッド,6,,大井
2025/10/21,12,20,12,4,8,シューボーイ,9,,大井
2025/10/21,12,20,13,1,1,ビリーヴホース,14,,大井
2025/10/21,12,20,14,7,13,ノーブルジーク,11,,大井
2025/10/21,12,20,15,3,5,サウンドクラージュ,5,,大井
2025/10/21,10,36,1,1,1,エメラルドシティー,6,19.0,門別
2025/10/21,10,36,2,8,10,クラウンジュエル,1,2.3,門別
2025/10/21,10,36,3,5,5,コンプリート,2,3.7,門別
2025/10/21,10,36,4,7,9,マジックゲール,3,6.1,門別
2025/10/21,10,36,5,4,4,スペースリーガ,4,7.2,門別
2025/10/21,10,36,6,6,6,アースジェイソンテ,9,130.4,門別
2025/10/21,10,36,7,6,7,ヤマニンラリアンス,5,7.7,門別
2025/10/21,10,36,8,3,3,フルーツワゴン,11,255.0,門別
2025/10/21,10,36,9,8,11,シバノテンテン,10,185.4,門別
2025/10/21,10,36,10,7,8,プレシャスブーケ,7,36.4,門別
2025/10/21,10,36,11,2,2,ブラックモア,8,46.2,門別
2025/10/21,11,36,1,1,1,スティールドリーム,2,3.1,門別
2025/10/21,11,36,2,8,8,シンメルーブス,4,17.3,門別
2025/10/21,11,36,3,7,7,グッドボーイ,3,10.2,門別
2025/10/21,11,36,4,6,6,アジャイルブラック,1,1.3,門別
2025/10/21,11,36,5,2,2,ノッテルーナ,8,161.1,門別
2025/10/21,11,36,6,3,3,フレスコバルディ,6,70.8,門別
2025/10/21,11,36,7,4,4,ナムラゴロフキン,7,70.8,門別
2025/10/21,11,36,8,5,5,スティールマジック,5,48.8,門別
2025/10/21,12,36,1,7,10,パレスゴールド,2,4.2,門別
2025/10/21,12,36,2,7,9,トモノシルバー,5,12.2,門別
2025/10/21,12,36,3,8,12,モーニングショー,3,4.4,門別
2025/10/21,12,36,4,3,3,ジョルジュ,1,2.0,門別
2025/10/21,12,36,5,8,11,オカンモシャチョウ,4,9.1,門別
2025/10/21,12,36,6,5,5,フクノブルジュ,8,99.1,門別
2025/10/21,12,36,7,6,8,モノノフブラック,6,19.1,門別
2025/10/21,12,36,8,1,1,スカーズ,10,157.4,門別
2025/10/21,12,36,9,2,2,サクラルーフェン,11,215.4,門別
2025/10/21,12,36,10,4,4,ヒズライフ,12,457.9,門別
2025/10/21,12,36,11,5,6,トラジロウ,7,32.5,門別
2025/10/21,12,36,12,6,7,エバニスタ,9,128.9,門別
2025/10/20,10,20,1,5,5,タケシ,2,,大井
2025/10/20,10,20,2,2,2,セントラルガバナー,1,,大井
2025/10/20,10,20,3,7,7,アポロリヤム,5,,大井
2025/10/20,10,20,4,1,1,ボディコンシャス,6,,大井
2025/10/20,10,20,5,3,3,ゴールデンヨシノ,8,,大井
2025/10/20,10,20,6,8,8,アイズ,7,,大井
2025/10/20,10,20,7,6,6,シザーハンズ,4,,大井
2025/10/20,10,20,8,8,9,キエティスム,3,,大井
2025/10/20,10,20,9,4,4,ウィンウッド,9,,大井
2025/10/20,11,20,1,5,10,アイビーサムライオ,1,,大井
2025/10/20,11,20,2,7,14,ユーヒナタ,6,,大井
2025/10/20,11,20,3,3,6,トランジェント,2,,大井
2025/10/20,11,20,4,8,15,バズッチ,5,,大井
2025/10/20,11,20,5,6,12,コスモバシレウス,13,,大井
2025/10/20,11,20,6,1,2,クイーンカトリーヌ,12,,大井
2025/10/20,11,20,7,3,5,イチニチショチョウ,9,,大井
2025/10/20,11,20,8,1,1,コーミズアムール,14,,大井
2025/10/20,11,20,9,6,11,ヴァルタリ,11,,大井
2025/10/20,11,20,10,2,4,カラーオブジアース,3,,大井
2025/10/20,11,20,11,8,16,ムサシジェリーナ,15,,大井
2025/10/20,11,20,12,4,7,イモノソーダワリデ,4,,大井
2025/10/20,11,20,13,7,13,フロンタルジェダイ,8,,大井
2025/10/20,11,20,14,4,8,ゲールタクト,10,,大井
2025/10/20,11,20,15,5,9,フォルツァ,7,,大井
2025/10/20,11,20,16,2,3,バンドールロゼ,16,,大井
2025/10/20,12,20,1,8,12,ペイシャコパ,3,,大井
2025/10/20,12,20,2,8,13,セキトバシューズ,1,,大井
2025/10/20,12,20,3,5,6,デュードサンライズ,2,,大井
2025/10/20,12,20,4,7,10,サガノオウマサン,7,,大井
2025/10/20,12,20,5,4,5,ギンノダンガン,6,,大井
2025/10/20,12,20,6,6,9,レヴォリオ,12,,大井
2025/10/20,12,20,7,4,4,マイネルイージス,11,,大井
2025/10/20,12,20,8,2,2,センジュ,8,,大井
2025/10/20,12,20,9,3,3,マルチライセンス,13,,大井
2025/10/20,12,20,10,1,1,カズピレウス,4,,大井
2025/10/20,12,20,11,5,7,タキ,5,,大井
2025/10/20,12,20,12,6,8,カレーウドン,9,,大井
2025/10/20,12,20,13,7,11,ブレストサンダー,10,,大井
2025/10/17,10,21,1,3,3,クレシューズ,1,,川崎
2025/10/17,10,21,2,8,13,サイレントヴォイス,2,,川崎
2025/10/17,10,21,3,7,11,グロリアンズタイム,5,,川崎
2025/10/17,10,21,4,5,8,メイショウクラーク,3,,川崎
2025/10/17,10,21,5,6,9,ナリノヴァニーユ,10,,川崎
2025/10/17,10,21,6,6,10,ライパチ,7,,川崎
2025/10/17,10,21,7,5,7,エスシーヤマト,11,,川崎
2025/10/17,10,21,8,2,2,リグレイアー,13,,川崎
2025/10/17,10,21,9,4,5,エスプリゴンザレス,8,,川崎
2025/10/17,10,21,10,8,14,ショウネンジダイ,9,,川崎
2025/10/17,10,21,11,3,4,ディープグラビティ,6,,川崎
2025/10/17,10,21,12,4,6,スコプルス,14,,川崎
2025/10/17,10,21,13,1,1,アルメールヴェント,12,,川崎
2025/10/17,10,21,14,7,12,スイッチオン,4,,川崎
2025/10/17,11,21,1,8,14,カラリパヤット,1,,川崎
2025/10/17,11,21,2,3,4,ジェントルタッチ,2,,川崎
2025/10/17,11,21,3,3,3,オングライドパス,4,,川崎
2025/10/17,11,21,4,4,5,シントーハナノボス,8,,川崎
2025/10/17,11,21,5,1,1,ルージュブラゾン,6,,川崎
2025/10/17,11,21,6,4,6,ギンユウシジン,3,,川崎
2025/10/17,11,21,7,7,12,キタノトパーズ,5,,川崎
2025/10/17,11,21,8,5,7,カタルシス,10,,川崎
2025/10/17,11,21,9,2,2,ミッキーハッスル,11,,川崎
2025/10/17,11,21,10,8,13,レッドサラマンダー,13,,川崎
2025/10/17,11,21,11,6,10,コスモスミッチー,9,,川崎
2025/10/17,11,21,12,6,9,ゲットアップゲート,7,,川崎
2025/10/17,11,21,13,5,8,クラジャンク,14,,川崎
2025/10/17,11,21,14,7,11,クラサーベル,12,,川崎
2025/10/17,12,21,1,3,3,ラックナシェード,1,,川崎
2025/10/17,12,21,2,2,2,ゴーゴーダンサー,3,,川崎
2025/10/17,12,21,3,5,5,ウロンブランカ,9,,川崎
2025/10/17,12,21,4,1,1,ヒメカグラ,4,,川崎
2025/10/17,12,21,5,5,6,タイトルコール,2,,川崎
2025/10/17,12,21,6,6,8,ヒガシブレーヴ,8,,川崎
2025/10/17,12,21,7,8,11,シェナベスト,10,,川崎
2025/10/17,12,21,8,6,7,オースター,5,,川崎
2025/10/17,12,21,9,7,9,ルージュルージュ,7,,川崎
2025/10/17,12,21,10,4,4,クリノエンジェル,11,,川崎
2025/10/17,12,21,11,7,10,ベアビー,12,,川崎
2025/10/17,12,21,12,8,12,アミーコアイドル,6,,川崎
2025/10/16,10,21,1,8,11,マカゼ,1,,川崎
2025/10/16,10,21,2,2,2,ハローマイラブリー,3,,川崎
2025/10/16,10,21,3,1,1,ソレア,7,,川崎
2025/10/16,10,21,4,4,4,シゲルマッハ,2,,川崎
2025/10/16,10,21,5,3,3,アカザ,5,,川崎
2025/10/16,10,21,6,7,8,ルールメイプル,6,,川崎
2025/10/16,10,21,7,5,5,ソウルストライク,11,,川崎
2025/10/16,10,21,8,8,10,タツノマッハ,9,,川崎
2025/10/16,10,21,9,6,7,ライヴトパーズ,8,,川崎
2025/10/16,10,21,10,6,6,デーレーラプター,4,,川崎
2025/10/16,10,21,11,7,9,サザンレイク,10,,川崎
2025/10/16,11,21,1,4,4,エスカティア,3,,川崎
2025/10/16,11,21,2,6,8,ウィルシャイン,1,,川崎
2025/10/16,11,21,3,6,7,アメストリス,4,,川崎
2025/10/16,11,21,4,3,3,マオノジーニー,7,,川崎
2025/10/16,11,21,5,2,2,チャチャハツゴウ,2,,川崎
2025/10/16,11,21,6,7,9,オリコウデレガンス,5,,川崎
2025/10/16,11,21,7,8,11,ハナノウタゲ,9,,川崎
2025/10/16,11,21,8,5,5,セラード,11,,川崎
2025/10/16,11,21,9,5,6,セレニアサミット,6,,川崎
2025/10/16,11,21,10,7,10,アンジュメロディ,10,,川崎
2025/10/16,11,21,11,8,12,ピッツァナポリ,8,,川崎
2025/10/16,12,21,1,5,6,ナチュラルターン,3,,川崎
2025/10/16,12,21,2,2,2,サウンドバッハ,5,,川崎
2025/10/16,12,21,3,6,7,タイセイフランク,6,,川崎
2025/10/16,12,21,4,1,1,ラムテリオス,2,,川崎
2025/10/16,12,21,5,7,9,コパノマロン,1,,川崎
2025/10/16,12,21,6,6,8,アスタラビスタ,10,,川崎
2025/10/16,12,21,7,8,11,ゴールデンカガヤ,11,,川崎
2025/10/16,12,21,8,5,5,グレイトムーン,12,,川崎
2025/10/16,12,21,9,8,12,ショウナンマンテン,4,,川崎
2025/10/16,12,21,10,3,3,ニシノニューリーフ,9,,川崎
2025/10/16,12,21,11,4,4,エスジースパークル,7,,川崎
2025/10/16,12,21,12,7,10,パワポケウイング,8,,川崎
2025/10/16,10,36,1,6,7,ウィンストラテジー,3,6.9,門別
2025/10/16,10,36,2,4,4,エイイチ,2,2.6,門別
2025/10/16,10,36,3,8,11,ジャズダンス,9,72.0,門別
2025/10/16,10,36,4,7,9,ハニービート,5,12.3,門別
2025/10/16,10,36,5,7,10,ビービーダイゴ,6,14.7,門別
2025/10/16,10,36,6,8,12,イクスクローバー,4,12.0,門別
2025/10/16,10,36,7,3,3,クアトロソバージュ,10,259.6,門別
2025/10/16,10,36,8,5,5,ロアリングフレイム,1,2.2,門別
2025/10/16,10,36,9,6,8,テーオーエジソン,8,53.3,門別
2025/10/16,10,36,10,2,2,マナマカナ,7,40.6,門別
2025/10/16,10,36,11,1,1,クラキンカ,11,451.9,門別
2025/10/16,10,36,12,5,6,クィーンズヒル,12,454.4,門別
2025/10/16,11,36,1,8,12,ビリーヴアンドラン,1,2.4,門別
2025/10/16,11,36,2,5,5,アルファインディ,4,9.9,門別
2025/10/16,11,36,3,1,1,ホウヨウムーン,5,13.0,門別
2025/10/16,11,36,4,6,8,タカオスマイル,2,3.1,門別
2025/10/16,11,36,5,8,11,オンドリータイザン,10,165.5,門別
2025/10/16,11,36,6,6,7,ホウオウプラージュ,6,13.5,門別
2025/10/16,11,36,7,3,3,ヤマトオーザー,3,4.9,門別
2025/10/16,11,36,8,7,10,アニュスノーバス,7,28.5,門別
2025/10/16,11,36,9,7,9,フェッテ,9,133.2,門別
2025/10/16,11,36,10,5,6,シロカーク,8,43.4,門別
2025/10/16,11,36,11,4,4,フォールロワ,11,231.6,門別
2025/10/16,12,36,1,8,10,レイヴオン,3,10.5,門別
2025/10/16,12,36,2,1,1,カツノトキメキ,1,1.4,門別
2025/10/16,12,36,3,7,8,デュアルキャリアー,4,12.0,門別
2025/10/16,12,36,4,6,6,レディパイロ,5,20.3,門別
2025/10/16,12,36,5,7,9,サウンドボス,2,4.7,門別
2025/10/16,12,36,6,5,5,バラライカ,8,146.8,門別
2025/10/16,12,36,7,3,3,ラファエーレ,9,224.8,門別
2025/10/16,12,36,8,6,7,グラストップロード,6,21.4,門別
2025/10/16,12,36,9,4,4,パカラボーイ,7,23.4,門別
2025/10/16,12,36,10,8,11,フークファンタジー,11,479.6,門別
2025/10/16,12,36,11,2,2,ボルゲリ,10,321.2,門別
2025/10/15,10,21,1,3,3,ヤプシ,2,,川崎
2025/10/15,10,21,2,2,2,ピエフォール,1,,川崎
2025/10/15,10,21,3,1,1,シゲルオトコギ,5,,川崎
2025/10/15,10,21,4,3,4,サヨノビッグホープ,3,,川崎
2025/10/15,10,21,5,7,11,カナールショウヘイ,9,,川崎
2025/10/15,10,21,6,6,9,エレファントラン,8,,川崎
2025/10/15,10,21,7,8,13,ガストン,4,,川崎
2025/10/15,10,21,8,4,5,チューウィー,11,,川崎
2025/10/15,10,21,9,7,12,ナイトロ,7,,川崎
2025/10/15,10,21,10,4,6,ゴールデンプラチナ,13,,川崎
2025/10/15,10,21,11,5,8,サウンドノバ,14,,川崎
2025/10/15,10,21,12,6,10,ナイスカプチーノ,6,,川崎
2025/10/15,10,21,13,5,7,モトサン,10,,川崎
2025/10/15,10,21,14,8,14,ハチャトリアン,12,,川崎
2025/10/15,11,21,1,5,5,ベストグリーン,1,,川崎
2025/10/15,11,21,2,3,3,ハンデンドレイク,3,,川崎
2025/10/15,11,21,3,6,6,ゼーロス,5,,川崎
2025/10/15,11,21,4,1,1,ララメテオ,6,,川崎
2025/10/15,11,21,5,7,7,ロードレイジング,2,,川崎
2025/10/15,11,21,6,2,2,スマトラフレイバー,4,,川崎
2025/10/15,11,21,7,8,8,クリムゾンプリンス,7,,川崎
2025/10/15,11,21,8,4,4,トルーカ,8,,川崎
2025/10/15,12,21,1,6,9,ペータース,1,,川崎
2025/10/15,12,21,2,4,6,スターアドミラル,9,,川崎
2025/10/15,12,21,3,1,1,キングフリオーソ,8,,川崎
2025/10/15,12,21,4,4,5,ロードアスタリスク,6,,川崎
2025/10/15,12,21,5,2,2,クレーネ,4,,川崎
2025/10/15,12,21,6,6,10,パンプイット,5,,川崎
2025/10/15,12,21,7,8,14,サンナイアガラ,2,,川崎
2025/10/15,12,21,8,7,11,レディオンステージ,3,,川崎
2025/10/15,12,21,9,5,8,テリオスルナ,10,,川崎
2025/10/15,12,21,10,5,7,コンバットココ,11,,川崎
2025/10/15,12,21,11,8,13,オランジー,13,,川崎
2025/10/15,12,21,12,3,4,サンディビーチ,12,,川崎
2025/10/15,12,21,13,7,12,レーザースペックル,7,,川崎
2025/10/15,12,21,14,3,3,ティーケーメイト,14,,川崎
2025/07/01,10,36,1,6,6,ホワイトマジック,1,2.3,門別
2025/07/01,10,36,2,4,4,ホウヨウムーン,5,7.5,門別
2025/07/01,10,36,3,8,11,メフィスト,3,6.3,門別
2025/07/01,10,36,4,1,1,エースオブハーツ,8,50.5,門別
2025/07/01,10,36,5,7,8,ランスロット,2,3.9,門別
2025/07/01,10,36,6,8,10,フリーパスポート,6,17.3,門別
2025/07/01,10,36,7,6,7,スプリングレター,9,179.8,門別
2025/07/01,10,36,8,2,2,ショットブラスト,7,18.2,門別
2025/07/01,10,36,9,3,3,キタサンヤマブキ,4,7.3,門別
2025/07/01,10,36,10,7,9,ダイメイハマダ,11,455.6,門別
2025/07/01,10,36,11,5,5,フォルトシュリット,10,408.0,門別
2025/07/01,11,36,1,2,2,ケイアイアンタレス,3,5.3,門別
2025/07/01,11,36,2,1,1,アルファインディ,4,5.3,門別
2025/07/01,11,36,3,7,7,リコーニック,5,8.6,門別
2025/07/01,11,36,4,5,5,ヤマトオーザー,7,18.0,門別
2025/07/01,11,36,5,8,9,ゲームアップロード,1,3.2,門別
2025/07/01,11,36,6,7,8,ピンクシャウラ,9,43.2,門別
2025/07/01,11,36,7,3,3,セイウンピカイチ,2,3.8,門別
2025/07/01,11,36,8,4,4,ベラジオソノダヒメ,6,17.4,門別
2025/07/01,11,36,9,8,10,フークアーデル,10,227.3,門別
2025/07/01,11,36,10,6,6,ダバイカンティーク,8,19.1,門別
2025/07/01,12,36,1,4,4,スティールドリーム,1,1.4,門別
2025/07/01,12,36,2,8,8,ディーエスエール,3,4.9,門別
2025/07/01,12,36,3,5,5,フレスコバルディ,7,72.0,門別
2025/07/01,12,36,4,3,3,ワンターゲット,4,16.4,門別
2025/07/01,12,36,5,6,6,バンカブルスター,6,55.1,門別
2025/07/01,12,36,6,2,2,フクノブルジュ,2,4.3,門別
2025/07/01,12,36,7,1,1,ブッシュドノエル,8,200.8,門別
2025/07/01,12,36,8,7,7,センゲントップ,5,19.8,門別
2025/04/17,10,36,1,6,6,メイショウマーブル,1,1.6,門別
2025/04/17,10,36,2,8,8,スズロビンソン,4,8.8,門別
2025/04/17,10,36,3,1,1,ラフト,5,10.5,門別
2025/04/17,10,36,4,2,2,ハナカンザシ,3,5.9,門別
2025/04/17,10,36,5,3,3,フークアーデル,6,19.7,門別
2025/04/17,10,36,6,5,5,スプリングレター,2,4.6,門別
2025/04/17,10,36,7,7,7,ベストカリフ,7,102.4,門別
2025/04/17,10,36,8,4,4,ナムラダニー,8,106.6,門別
2025/04/17,11,36,1,3,3,アサマ,2,2.7,門別
2025/04/17,11,36,2,7,7,レルアバド,3,5.5,門別
2025/04/17,11,36,3,2,2,ステラビアンカ,1,2.1,門別
2025/04/17,11,36,4,1,1,シュネルカガ,6,38.0,門別
2025/04/17,11,36,5,4,4,ポンドエクスプレス,5,13.1,門別
2025/04/17,11,36,6,5,5,シロカーク,4,7.9,門別
2025/04/17,11,36,7,6,6,クリムゾンジュエル,7,65.0,門別
2025/04/17,12,36,1,7,8,シシャモフレンド,1,1.4,門別
2025/04/17,12,36,2,8,10,パカラボーイ,4,9.8,門別
2025/04/17,12,36,3,6,6,シャノンフォールズ,5,17.1,門別
2025/04/17,12,36,4,5,5,ブレイヴァリーボス,3,8.1,門別
2025/04/17,12,36,5,2,2,サヤオンニ,6,21.3,門別
2025/04/17,12,36,6,8,9,ヴァンダービルト,7,24.9,門別
2025/04/17,12,36,7,1,1,ヴィルゲート,10,204.2,門別
2025/04/17,12,36,8,7,7,インクルーデッド,2,5.4,門別
2025/04/17,12,36,9,4,4,ジョルジュ,8,61.6,門別
2025/04/17,12,36,10,3,3,サントレゾール,9,196.1,門別
2025/10/14,10,36,1,6,8,セイルロケット,1,1.1,門別
2025/10/14,10,36,2,7,10,デュジャック,3,15.3,門別
2025/10/14,10,36,3,4,4,マッターホルン,4,20.2,門別
2025/10/14,10,36,4,5,6,パウダースノウ,11,112.9,門別
2025/10/14,10,36,5,5,5,アトニモサキニモ,6,29.2,門別
2025/10/14,10,36,6,3,3,マルティネーテ,10,94.8,門別
2025/10/14,10,36,7,7,9,ベルオーブ,8,87.1,門別
2025/10/14,10,36,8,6,7,ミネノブルー,5,21.7,門別
2025/10/14,10,36,9,8,11,スパイツサージュ,12,191.7,門別
2025/10/14,10,36,10,8,12,スフレ,2,8.6,門別
2025/10/14,10,36,11,2,2,キッスミーアイ,9,92.2,門別
2025/10/14,10,36,12,1,1,ディマリア,7,73.4,門別
2025/10/14,11,36,1,6,6,メイショウクツカケ,1,1.3,門別
2025/10/14,11,36,2,7,7,コンヴァラリア,7,45.0,門別
2025/10/14,11,36,3,5,5,トーケンマコット,4,14.0,門別
2025/10/14,11,36,4,3,3,カナデルエア,5,26.9,門別
2025/10/14,11,36,5,2,2,ヤマニンファロ,8,55.3,門別
2025/10/14,11,36,6,4,4,クインタ,3,7.5,門別
2025/10/14,11,36,7,8,9,サクラキングリー,10,123.1,門別
2025/10/14,11,36,8,7,8,バルトゥール,6,41.8,門別
2025/10/14,11,36,9,8,10,ベラヴィットーリア,2,5.4,門別
2025/10/14,11,36,10,1,1,エデュース,9,58.7,門別
2025/10/14,12,36,1,2,2,マーゴットミニモ,4,13.7,門別
2025/10/14,12,36,2,1,1,ファーマシャイン,3,12.2,門別
2025/10/14,12,36,3,6,8,スリーレジェンド,1,1.5,門別
2025/10/14,12,36,4,3,3,グッデーサイレンス,8,63.1,門別
2025/10/14,12,36,5,4,4,クラウォー,6,30.2,門別
2025/10/14,12,36,6,7,10,ケイアイアンタレス,2,3.5,門別
2025/10/14,12,36,7,7,9,メイショウマーブル,7,43.1,門別
2025/10/14,12,36,8,8,11,アンドゥーラ,11,209.9,門別
2025/10/14,12,36,9,6,7,ミスサラワク,9,82.7,門別
2025/10/14,12,36,10,5,5,ウェルメイド,12,295.9,門別
2025/10/14,12,36,11,8,12,アルマブレイド,10,125.2,門別
2025/10/14,12,36,12,5,6,シュネルカガ,5,16.7,門別
2025/10/13,10,21,1,6,6,サランスク,3,,川崎
2025/10/13,10,21,2,7,9,ティーファイブ,8,,川崎
2025/10/13,10,21,3,8,10,エナジーポコアポコ,6,,川崎
2025/10/13,10,21,4,1,1,オーシンスキャット,1,,川崎
2025/10/13,10,21,5,6,7,ランドマックス,5,,川崎
2025/10/13,10,21,6,2,2,バガリーロータス,10,,川崎
2025/10/13,10,21,7,3,3,メンタイマヨ,2,,川崎
2025/10/13,10,21,8,5,5,リッキーザキング,7,,川崎
2025/10/13,10,21,9,4,4,エメリーナ,4,,川崎
2025/10/13,10,21,10,7,8,ナガタエース,9,,川崎
2025/10/13,10,21,11,8,11,オクトニオン,11,,川崎
2025/10/13,11,21,1,2,2,ツウカイノキズナ,1,,川崎
2025/10/13,11,21,2,6,8,マテリアルガール,2,,川崎
2025/10/13,11,21,3,8,12,ブルグミューラー,7,,川崎
2025/10/13,11,21,4,8,13,タイセイストラーダ,12,,川崎
2025/10/13,11,21,5,1,1,シャンパンファイト,9,,川崎
2025/10/13,11,21,6,7,10,サヨノフィールド,6,,川崎
2025/10/13,11,21,7,7,11,ヒロシゲジャック,10,,川崎
2025/10/13,11,21,8,5,7,キャッスルブレイヴ,8,,川崎
2025/10/13,11,21,9,4,4,ツウカイリアル,5,,川崎
2025/10/13,11,21,10,3,3,スパルタレオニダス,4,,川崎
2025/10/13,11,21,11,6,9,アトランティス,3,,川崎
2025/10/13,11,21,12,4,5,コパノマイアミ,11,,川崎
2025/10/13,11,21,13,5,6,ベネロングポイント,13,,川崎
2025/10/13,12,21,1,3,3,エコロスヴァル,1,,川崎
2025/10/13,12,21,2,7,12,ギャビーズメファ,9,,川崎
2025/10/13,12,21,3,8,14,ダイヤクリスタル,7,,川崎
2025/10/13,12,21,4,2,2,スパローズ,3,,川崎
2025/10/13,12,21,5,4,6,アンティシパル,2,,川崎
2025/10/13,12,21,6,6,10,ジューンサレンダー,12,,川崎
2025/10/13,12,21,7,1,1,ミストラ,4,,川崎
2025/10/13,12,21,8,6,9,ミシェット,11,,川崎
2025/10/13,12,21,9,4,5,セクシーウィドー,6,,川崎
2025/10/13,12,21,10,7,11,シナモンポップ,10,,川崎
2025/10/13,12,21,11,8,13,スコメッサ,5,,川崎
2025/10/13,12,21,12,5,7,カレンアイバーソン,13,,川崎
2025/10/13,12,21,13,3,4,ツワモノ,8,,川崎
2025/10/10,8,20,1,2,2,ウインアイリーン,3,,大井
2025/10/10,8,20,2,8,10,サンスイシサン,2,,大井
2025/10/10,8,20,3,7,8,コスモブライヤー,7,,大井
2025/10/10,8,20,4,6,6,ケイアイマハナ,1,,大井
2025/10/10,8,20,5,7,7,ダンタリオン,4,,大井
2025/10/10,8,20,6,5,5,カズノトレジャー,8,,大井
2025/10/10,8,20,7,4,4,アレゴウドウレモン,5,,大井
2025/10/10,8,20,8,3,3,ダイシンゲキ,10,,大井
2025/10/10,8,20,9,8,9,バーストオブカラー,6,,大井
2025/10/10,8,20,10,1,1,アルピニスト,9,,大井
2025/10/10,9,20,1,6,9,リコールガー,3,,大井
2025/10/10,9,20,2,7,11,サトノテンペスト,1,,大井
2025/10/10,9,20,3,2,2,ウナモンタナアルタ,6,,大井
2025/10/10,9,20,4,1,1,ゼルトザーム,4,,大井
2025/10/10,9,20,5,4,4,ベジャール,9,,大井
2025/10/10,9,20,6,5,6,オーシンロクゼロ,8,,大井
2025/10/10,9,20,7,6,8,ウインドフレイバー,7,,大井
2025/10/10,9,20,8,8,12,ケテンドリーム,2,,大井
2025/10/10,9,20,9,4,5,マザオ,5,,大井
2025/10/10,9,20,10,3,3,カツノナノリ,10,,大井
2025/10/10,9,20,11,7,10,フジラプンツェル,12,,大井
2025/10/10,9,20,12,8,13,マイネルロッシュ,13,,大井
2025/10/10,9,20,13,5,7,オルトスラッガー,11,,大井
2025/10/10,10,20,1,5,5,ミラクルメイキング,2,,大井
2025/10/10,10,20,2,8,10,ユメゴテン,1,,大井
2025/10/10,10,20,3,3,3,ヤンノカステップ,8,,大井
2025/10/10,10,20,4,1,1,シューボーイ,3,,大井
2025/10/10,10,20,5,6,6,ナックブレット,6,,大井
2025/10/10,10,20,6,4,4,フォーモサルビー,7,,大井
2025/10/10,10,20,7,8,9,ロッキンミー,5,,大井
2025/10/10,10,20,8,7,8,マルヨジョーダン,10,,大井
2025/10/10,10,20,9,2,2,サフィールシェール,4,,大井
2025/10/10,10,20,10,7,7,リュウワンカノア,9,,大井
2025/10/09,10,20,1,8,12,フジマサテイオー,3,,大井
2025/10/09,10,20,2,6,9,ブルマリンシェール,1,,大井
2025/10/09,10,20,3,7,11,ハニートースト,6,,大井
2025/10/09,10,20,4,8,13,ポンドボーイ,2,,大井
2025/10/09,10,20,5,6,8,タケノシンセイ,8,,大井
2025/10/09,10,20,6,7,10,ガンモレジェンド,7,,大井
2025/10/09,10,20,7,4,5,ケンマキシム,11,,大井
2025/10/09,10,20,8,5,7,アッティラ,9,,大井
2025/10/09,10,20,9,3,3,スミソニアン,10,,大井
2025/10/09,10,20,10,2,2,ファーガス,4,,大井
2025/10/09,10,20,11,4,4,マイネルボンバー,12,,大井
2025/10/09,10,20,12,1,1,クラウンシューター,5,,大井
