ページ番号,使用するコマ割りテンプレ,漫画作成のプロンプト
64,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、タクヤは添付のタクヤ.pngと100%同一の外見で描画、ひなたは添付のひなた_赤ちゃん期.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / タクヤ: 白い無地のシャツにベージュのチノパン、茶色の革靴 / ひなた: ピンクのロンパース
◆【コマ構成】テンプレ5: 上・中・下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキがClaudeにInstagram発信について相談している画面。ターゲット分析、コンセプト案が表示。 セリフ: ［ミサキ］の吹き出しに「これ…私が考えたみたい」 オノマトペ: なし
2コマ目 (中段): タクヤが笑顔で言う。 セリフ: ［タクヤ］の吹き出しに「出発点はあなたの言葉です」 オノマトペ: なし
3コマ目 (下段): 隣の部屋からひなたの泣き声。ミサキが慌てる。 セリフ: ［ミサキ］の吹き出しに「すみません…！」 オノマトペ: おぎゃあ"
65,テンプレ2,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: タクヤは添付のタクヤ.pngと100%同一の外見で描画、ミサキは添付のミサキ.pngと100%同一の外見で描画、ひなたは添付のひなた_赤ちゃん期.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / タクヤ: 白い無地のシャツにベージュのチノパン、茶色の革靴 / ひなた: ピンクのロンパース
◆【コマ構成】テンプレ2: 上下均等2分割
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): タクヤが優しく声をかけている。 セリフ: ［タクヤ］の吹き出しに「週30分でもいい。止めないこと」 オノマトペ: なし
2コマ目 (下段): ミサキがひなたを膝に乗せて考え込んでいる。AIは日本語で使える。事務職の「伝える力」がAI指示力になる。 セリフ: ［ミサキ（心の声）］の吹き出しに「もしかしたら…」 オノマトペ: なし"
66,テンプレ4,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ひなたは添付のひなた_赤ちゃん期.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / ひなた: ピンクのロンパース
◆【コマ構成】テンプレ4: 上段大→下段小
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段大): 面談後。ミサキがひなたを膝に乗せながらパソコンを見ている。画面にClaudeとの対話。事務職で身についた「わかりやすく伝える力」がそのまま「AIへの指示力」になっていた。光が差す演出。 セリフ: なし オノマトペ: なし
2コマ目 (下段小): ミサキの目が希望に満ちている。初めて前向きな気持ち。 セリフ: ［ミサキ（心の声）］の吹き出しに「事務経験が活きるかも」 オノマトペ: なし"
67,テンプレ3,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ひなたは添付のひなた_赤ちゃん期.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / ひなた: ピンクのロンパース
◆【コマ構成】テンプレ3: 上段小→下段大
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段小): パソコン画面のClaudeとの対話履歴のアップ。日本語でのやり取り。 セリフ: なし オノマトペ: なし
2コマ目 (下段大): ミサキとひなたが一緒にパソコンの前にいる。ミサキの表情に希望が灯っている。AIとの新しい出会い。第5章の締めくくり。 セリフ: なし オノマトペ: なし"
68,テンプレ1,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (ページ全体): 【感情クライマックス】ミサキがパソコンの前で微笑んでいる。画面の光が顔を明るく照らす。「事務しかできない」と思っていた自分から「事務経験が武器になる」と気づいた瞬間。第5章の締めくくり。 セリフ: なし オノマトペ: なし"
69,テキストページ,"◆【テキストページ】このページは画像生成不要。EPUB製本時にテキストとして直接レンダリングする。
◆【コラム原文】
## コラム⑥：テクノロジーは「特別な人」だけのものか？

**——キャリアコンサルタントの視点から**

ミサキがClaudeに初めて触れた場面を振り返りましょう。

彼女には三つの壁がありました。「プログラミングができない」「黒い画面が怖い」「英語ができない」。これは多くの非エンジニアの人が感じるAIへの障壁です。

そして、三つとも壁ではありませんでした。

**「使えない」のではなく「知らなかった」だけ**

テクノロジーに対する苦手意識の多くは、「難しそう」というイメージから来ています。実際にやってみたら簡単だった、ということは珍しくありません。

スマートフォンが登場したとき、「こんなの使いこなせない」と言っていた人たちが、今では毎日LINEでやり取りしています。

AIも同じです。2023年ごろまで、AIを業務に使うには確かに一定の技術知識が必要でした。でも今は違います。日本語で話しかけるだけで使えるAIツールが、デスクトップアプリとして誰でもインストールできる時代になりました。

**民主化という革命**

「民主化」という言葉があります。特定の人だけが使えたものが、誰でも使えるようになること。

印刷技術は「本を読む」を民主化しました。インターネットは「情報を得る」を民主化しました。スマートフォンは「つながる」を民主化しました。

AIは「作る」を民主化しようとしています。

文章を作る。画像を作る。分析する。企画する。プログラムを作る。——これらは以前、それぞれの専門家だけができることでした。

今は、自分の「やりたいこと」を言葉にできれば、誰でもできる時代に変わりつつあります。

**新しいスキルに年齢も前職も関係ない**

「もう若くないから」「文系だから」「主婦だから」——ミサキはこれらの言葉で自分を縛っていました。

でもClaudeは、ミサキの年齢を聞きませんでした。学歴も職歴も聞きませんでした。ミサキの言葉に対して、ただ誠実に応答しました。

AIにとって、「誰が話しかけているか」は関係ありません。**「何を伝えているか」**だけが重要です。

これは、ある意味で究極の公平さです。

もちろん、AIを使いこなすには練習が必要です。最初からうまくいくわけではありません。ミサキもこの先、うまくいかない場面に何度もぶつかります。

でも、「始めること」に対する障壁は、かつてないほど低くなっています。

必要なのは特別な才能ではなく、「やってみよう」という決意だけです。

ミサキはその決意をしました。次の話から、その決意が試されることになります。"
70,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ5: 上・中・下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキがノートに「言語化力」「情報整理力」「段取り力」と書き出している。自分のスキルの棚卸し。 セリフ: なし オノマトペ: カリカリ
2コマ目 (中段): Claudeとの対話画面。「育児中ママ向けInstagram戦略」の回答が表示されている。 セリフ: なし オノマトペ: なし
3コマ目 (下段): ミサキが前を向いた表情。新しい章への橋渡し。 セリフ: ［ミサキ（心の声）］の吹き出しに「やれることがある」 オノマトペ: なし"
71,テンプレ1,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (ページ全体): 【第6章タイトル】「第6章：毎日投稿という戦い」のタイトルページ。ミサキがパソコンの前でInstagramの投稿画面を開いている。「@misaki_wanope_mama」のプロフィール画面。Canvaのデザインテンプレートも映る。 セリフ: なし オノマトペ: なし"
72,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ピンクのスウェットトレーナーにグレーのルームパンツ、裸足（部屋着） / タクヤ: 白い無地のシャツにベージュのチノパン、茶色の革靴
◆【コマ構成】テンプレ5: 上・中・下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキがClaudeと一緒にInstagramのプロフィールを作っている。パソコン画面にプロフィール文。 セリフ: なし オノマトペ: カタカタ
2コマ目 (中段): Canvaでテンプレートを作成中。初投稿「夜泣きを乗り越えた5つの方法」。 セリフ: ［ミサキ］の吹き出しに「初投稿、ドキドキする」 オノマトペ: ドキドキ
3コマ目 (下段): 1時間後。いいねは3。うち2つはタクヤ。がっかりした表情のミサキ。 セリフ: ［ミサキ（心の声）］の吹き出しに「いいね…3…」 オノマトペ: シーン"
73,テンプレ7,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ7: 上段左右2コマ + 下段1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段右): 一週間後。平均いいね4.2、フォロワー12人の画面。半分はスパムアカウント。 セリフ: なし オノマトペ: なし
2コマ目 (上段左): ミサキが自分の投稿を見返している。「つまらない。どこかで見た投稿だ」と気づく。 セリフ: ［ミサキ（心の声）］の吹き出しに「どこかで見た投稿…」 オノマトペ: なし
3コマ目 (下段): AIへの指示画面のアップ。「育児中のママ向けの投稿を作って」という曖昧な指示。 セリフ: ［ミサキ（心の声）］の吹き出しに「指示が曖昧だったんだ」 オノマトペ: ハッ"
74,テンプレ6,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ピンクのスウェットトレーナーにグレーのルームパンツ、裸足（部屋着） / タクヤ: 白い無地のシャツにベージュのチノパン、茶色の革靴
◆【コマ構成】テンプレ6: 上段1コマ + 下段左右2コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): タクヤにZoomで相談するミサキ。 セリフ: ［タクヤ］の吹き出しに「佐藤さんらしさがない」 オノマトペ: なし
2コマ目 (下段右): タクヤが具体的な指示の例を見せる。「今朝3時に夜泣きで起きて…」という実体験ベースの指示。 セリフ: ［ミサキ］の吹き出しに「こんなに具体的に？」 オノマトペ: なし
3コマ目 (下段左): タクヤが教える。 セリフ: ［タクヤ］の吹き出しに「AIは鏡。具体的に伝えれば」 オノマトペ: なし"
75,テンプレ2,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ひなたは添付のひなた_赤ちゃん期.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / ひなた: ピンクのロンパース
◆【コマ構成】テンプレ2: 上下均等2分割
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキが自分の感情、失敗、本音をClaudeに具体的に伝えている。画面に長い入力文。出てくる文章がまったく変わった。 セリフ: ［ミサキ（心の声）］の吹き出しに「私の言葉になった！」 オノマトペ: キラッ
2コマ目 (下段): しかし翌日、ひなたが38度5分の熱。体温計のアップ。ミサキが慌てている。 セリフ: ［ミサキ］の吹き出しに「ひなた、熱が…！」 オノマトペ: なし"
76,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / タクヤ: 白い無地のシャツにベージュのチノパン、茶色の革靴
◆【コマ構成】テンプレ5: 上・中・下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 3日間、看病に専念するミサキ。パソコンは閉じたまま。 セリフ: なし オノマトペ: なし
2コマ目 (中段): 3日ぶりにInstagramを開く。フォロワーが3人減。落胆した表情。 セリフ: ［ミサキ（心の声）］の吹き出しに「やっぱり無理なのかな」 オノマトペ: ガクッ
3コマ目 (下段): タクヤに相談。タクヤが温かく答える。 セリフ: ［タクヤ］の吹き出しに「止めないことが大事です」 オノマトペ: なし"
77,テンプレ4,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ4: 上段大→下段小
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段大): 4日ぶりの投稿。テーマは「子供が熱を出して3日間何もできなかった話」。Instagramの投稿画面。 セリフ: なし オノマトペ: ポチッ
2コマ目 (下段小): コメントが来た。「私もブログ3回やめました」「完璧じゃなくていいって嬉しい」。ミサキの目に涙。 セリフ: ［ミサキ（心の声）］の吹き出しに「完璧じゃない方が届く」 オノマトペ: ぽろ…"
78,テンプレ3,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ3: 上段小→下段大
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段小): Instagramのコメント欄のアップ。温かいコメントが並んでいる。 セリフ: なし オノマトペ: なし
2コマ目 (下段大): ミサキが翌日も投稿している。前向きな表情。完璧じゃなくても続ける決意。第6章の締めくくり。 セリフ: ［ミサキ（心の声）］の吹き出しに「止めなければいい」 オノマトペ: なし"
79,テンプレ1,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (ページ全体): 【感情クライマックス】ミサキがパソコンの前で投稿を続けている。完璧じゃなくても止めない。画面に温かいコメントが並ぶ。第6章の締めくくり。 セリフ: なし オノマトペ: なし"
80,テキストページ,"◆【テキストページ】このページは画像生成不要。EPUB製本時にテキストとして直接レンダリングする。
◆【コラム原文】
## コラム⑦：「続ける」というキャリア戦略

**——キャリアコンサルタントの視点から**

この話のタイトルは「毎日投稿という戦い」です。でも本当のテーマは、**「中断と再開」**です。

育児中のキャリア構築で、最も多い失敗パターンは何か。それは「始めないこと」ではありません。**「一度止まったら、そのまま終わること」**です。

**「完璧」は、育児と相性が悪い**

毎日投稿。毎日勉強。毎日作業。——これらは、育児をしていない人にとっても大変なことです。育児中なら、なおさら不可能に近い。

子供は熱を出す。夜泣きで寝不足になる。予防接種の日程が狂う。イヤイヤ期が始まる。

コントロールできない変数が多すぎるのです。

そんな環境で「完璧な継続」を目指すと、最初の中断で心が折れます。「やっぱり私には無理だった」と。

でも、それは能力の問題ではなく、**目標設定の問題**です。

**「細く長く」が最強の戦略**

キャリアコンサルティングの現場では、育児中の方に対して「太く短く」より「細く長く」を勧めます。

週に5日作業するのではなく、週に2日。1日3時間ではなく、1日30分。

物足りなく感じるかもしれません。でも、30分×週2日を1年続ければ、約100時間になります。100時間あれば、何かが形になります。

一方、1日3時間×毎日を2週間で燃え尽きたら、合計42時間で終わりです。

「細く長く」のほうが、結果的に多くの時間を投資できる。

**中断しても再開できる仕組み**

ミサキがやっていたこと——投稿テーマの週間計画、テンプレートの用意、AIとの事前相談——は、「中断しても再開しやすい仕組み」です。

3日休んでも、計画表を見ればどこまでやったかわかる。テンプレートがあるから、ゼロから作り直す必要がない。AIに相談すれば、すぐにアイデアが出てくる。

仕組みがあれば、再開のハードルが下がります。再開のハードルが下がれば、止まっても怖くなくなります。

**ミサキが学んだこと**

ミサキはこの話で、二つのことを学びました。

一つ目は、「自分の失敗を含めた体験のほうが、人に届く」ということ。完璧な育児アドバイスより、不完全な本音のほうが共感を生む。

二つ目は、「止まってもいいから、やめない」ということ。3日の空白は、終わりではなく一時停止に過ぎない。

この二つの学びは、Instagramの運営だけでなく、ミサキのこれからのキャリア全体に通じる原則です。

完璧でなくていい。止まってもいい。でも、やめない。

それが、育児中のキャリア戦略の核心です。"
81,テンプレ1,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (ページ全体): 【第7章タイトル】「第7章：フォロワー100人の夜」のタイトルページ。ミサキがパソコン画面を見つめている。Instagramのフォロワー数が98、99、100と増えていくアニメーション的演出。目に涙が光っている。 セリフ: なし オノマトペ: なし"
