"ページ番号","使用するコマ割りテンプレ","漫画作成のプロンプト"
"58","テンプレ1","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (ページ全体): 【コラム背景イラスト】テキストオーバーレイ用の背景画像。キャラクターは描画しない。人物なし。画面全体に階段を上るシルエットのイラストを美しく描く。上部30%にタイトル用の余白、中央〜下部にテキスト用の余白を確保。背景は淡い色調でテキストが読みやすいよう明度を抑える。 セリフ: なし オノマトペ: なし
◆【テキストオーバーレイ情報（EPUB製本時に使用）】タイトル: コラム：キャリアの再定義 / 本文: 再就職だけがキャリアではない。フリーランス、副業、個人事業。「何をやりたいか」が先、手段は後から見つかる。9万円はスキルへの投資ではなく「自分は変われる」という仮説への投資"
"59","テンプレ1","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (ページ全体): 【コラム背景イラスト】テキストオーバーレイ用の背景画像。キャラクターは描画しない。人物なし。画面全体に種から芽が出るイラストを美しく描く。上部30%にタイトル用の余白、中央〜下部にテキスト用の余白を確保。背景は淡い色調でテキストが読みやすいよう明度を抑える。 セリフ: なし オノマトペ: なし
◆【テキストオーバーレイ情報（EPUB製本時に使用）】タイトル: コラム：投資としての学び / 本文: 自己投資は金額ではなく覚悟の大きさで測る。高額セミナーに注意しつつも、学びへの投資は未来の自分への種まき。大事なのは「何を学ぶか」より「学んだ後に行動するか」"
"60","テンプレ1","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / タクヤ: 白い無地のシャツにベージュのチノパン、茶色の革靴
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (ページ全体): 【第5章タイトル】「第5章：はじめてのClaude」のタイトルページ。ミサキがノートパソコンの前に座り、画面にClaudeの対話画面が映っている。タクヤがZoomで笑顔で見守っている。明るい光が差す昼下がり。 セリフ: なし オノマトペ: なし"
"61","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / タクヤ: 白い無地のシャツにベージュのチノパン、茶色の革靴
◆【コマ構成】テンプレ5: 上・中・下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): プログラム初日。ミサキがノートパソコンの前に座る。Zoom画面にタクヤ。 セリフ: ［タクヤ］の吹き出しに「本当の動機を教えて下さい」 オノマトペ: なし
2コマ目 (中段): ミサキがうつむきながら答える。 セリフ: ［ミサキ］の吹き出しに「事務しかできなくて…」 オノマトペ: なし
3コマ目 (下段): タクヤが笑顔で言う。ミサキが驚いた表情。 セリフ: ［タクヤ］の吹き出しに「事務経験はかなりの強みです」 オノマトペ: ！"
"62","テンプレ7","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: タクヤは添付のタクヤ.pngと100%同一の外見で描画、ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / タクヤ: 白い無地のシャツにベージュのチノパン、茶色の革靴
◆【コマ構成】テンプレ7: 上段左右2コマ + 下段1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段右): タクヤがClaudeを紹介。パソコン画面にClaudeのインターフェース。 セリフ: ［タクヤ］の吹き出しに「日本語で話しかけるだけです」 オノマトペ: なし
2コマ目 (上段左): ミサキの不安そうな顔。「プログラミングできないと…」と思っている。 セリフ: ［ミサキ］の吹き出しに「英語全然ダメなんです」 オノマトペ: なし
3コマ目 (下段): タクヤが穏やかに答える。画面に日本語の対話が映る。 セリフ: ［タクヤ］の吹き出しに「日本語で聞けば日本語で返る」 オノマトペ: なし"
"63","テンプレ6","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / タクヤ: 白い無地のシャツにベージュのチノパン、茶色の革靴
◆【コマ構成】テンプレ6: 上段1コマ + 下段左右2コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキが恐る恐るキーボードを打つ。「冷蔵庫にキャベツと豚肉と卵があるんですけど…」と入力。 セリフ: なし オノマトペ: カタカタ…
2コマ目 (下段右): 画面にClaudeからの日本語レシピが返ってくる。ミサキの目が輝く。 セリフ: ［ミサキ］の吹き出しに「すごい…会話してるみたい」 オノマトペ: キラッ
3コマ目 (下段左): タクヤがZoom画面で嬉しそうに指摘する。 セリフ: ［タクヤ］の吹き出しに「その指示、めちゃくちゃ良い」 オノマトペ: なし"
"64","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、タクヤは添付のタクヤ.pngと100%同一の外見で描画、ひなたは添付のひなた_赤ちゃん期.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / タクヤ: 白い無地のシャツにベージュのチノパン、茶色の革靴 / ひなた: ピンクのロンパース
◆【コマ構成】テンプレ5: 上・中・下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキがClaudeにInstagram発信について相談している画面。ターゲット分析、コンセプト案が表示。 セリフ: ［ミサキ］の吹き出しに「これ…私が考えたみたい」 オノマトペ: なし
2コマ目 (中段): タクヤが笑顔で言う。 セリフ: ［タクヤ］の吹き出しに「出発点はあなたの言葉です」 オノマトペ: なし
3コマ目 (下段): 隣の部屋からひなたの泣き声。ミサキが慌てる。 セリフ: ［ミサキ］の吹き出しに「すみません…！」 オノマトペ: おぎゃあ"
"65","テンプレ2","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: タクヤは添付のタクヤ.pngと100%同一の外見で描画、ミサキは添付のミサキ.pngと100%同一の外見で描画、ひなたは添付のひなた_赤ちゃん期.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / タクヤ: 白い無地のシャツにベージュのチノパン、茶色の革靴 / ひなた: ピンクのロンパース
◆【コマ構成】テンプレ2: 上下均等2分割
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): タクヤが優しく声をかけている。 セリフ: ［タクヤ］の吹き出しに「週30分でもいい。止めないこと」 オノマトペ: なし
2コマ目 (下段): ミサキがひなたを膝に乗せて考え込んでいる。AIは日本語で使える。事務職の「伝える力」がAI指示力になる。 セリフ: ［ミサキ（心の声）］の吹き出しに「もしかしたら…」 オノマトペ: なし"
"66","テンプレ4","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ひなたは添付のひなた_赤ちゃん期.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / ひなた: ピンクのロンパース
◆【コマ構成】テンプレ4: 上段大→下段小
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段大): 面談後。ミサキがひなたを膝に乗せながらパソコンを見ている。画面にClaudeとの対話。事務職で身についた「わかりやすく伝える力」がそのまま「AIへの指示力」になっていた。光が差す演出。 セリフ: なし オノマトペ: なし
2コマ目 (下段小): ミサキの目が希望に満ちている。初めて前向きな気持ち。 セリフ: ［ミサキ（心の声）］の吹き出しに「事務経験が活きるかも」 オノマトペ: なし"
"67","テンプレ3","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ひなたは添付のひなた_赤ちゃん期.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / ひなた: ピンクのロンパース
◆【コマ構成】テンプレ3: 上段小→下段大
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段小): パソコン画面のClaudeとの対話履歴のアップ。日本語でのやり取り。 セリフ: なし オノマトペ: なし
2コマ目 (下段大): ミサキとひなたが一緒にパソコンの前にいる。ミサキの表情に希望が灯っている。AIとの新しい出会い。第5章の締めくくり。 セリフ: なし オノマトペ: なし"
"68","テンプレ1","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (ページ全体): 【感情クライマックス】ミサキがパソコンの前で微笑んでいる。画面の光が顔を明るく照らす。「事務しかできない」と思っていた自分から「事務経験が武器になる」と気づいた瞬間。第5章の締めくくり。 セリフ: なし オノマトペ: なし"
"69","テンプレ1","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (ページ全体): 【コラム背景イラスト】テキストオーバーレイ用の背景画像。キャラクターは描画しない。人物なし。画面全体にパソコンと多様な人々のイラストを美しく描く。上部30%にタイトル用の余白、中央〜下部にテキスト用の余白を確保。背景は淡い色調でテキストが読みやすいよう明度を抑える。 セリフ: なし オノマトペ: なし
◆【テキストオーバーレイ情報（EPUB製本時に使用）】タイトル: コラム：テクノロジーの民主化 / 本文: AIは「作る」を民主化した。新しいスキルに年齢も前職も関係ない。Claudeはミサキの年齢も学歴も聞かなかった。「誰が話しかけているか」ではなく「何を伝えているか」だけが重要"
"70","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ5: 上・中・下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキがノートに「言語化力」「情報整理力」「段取り力」と書き出している。自分のスキルの棚卸し。 セリフ: なし オノマトペ: カリカリ
2コマ目 (中段): Claudeとの対話画面。「育児中ママ向けInstagram戦略」の回答が表示されている。 セリフ: なし オノマトペ: なし
3コマ目 (下段): ミサキが前を向いた表情。新しい章への橋渡し。 セリフ: ［ミサキ（心の声）］の吹き出しに「やれることがある」 オノマトペ: なし"
"71","テンプレ1","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (ページ全体): 【第6章タイトル】「第6章：毎日投稿という戦い」のタイトルページ。ミサキがパソコンの前でInstagramの投稿画面を開いている。「@misaki_wanope_mama」のプロフィール画面。Canvaのデザインテンプレートも映る。 セリフ: なし オノマトペ: なし"
"72","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ピンクのスウェットトレーナーにグレーのルームパンツ、裸足（部屋着） / タクヤ: 白い無地のシャツにベージュのチノパン、茶色の革靴
◆【コマ構成】テンプレ5: 上・中・下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキがClaudeと一緒にInstagramのプロフィールを作っている。パソコン画面にプロフィール文。 セリフ: なし オノマトペ: カタカタ
2コマ目 (中段): Canvaでテンプレートを作成中。初投稿「夜泣きを乗り越えた5つの方法」。 セリフ: ［ミサキ］の吹き出しに「初投稿、ドキドキする」 オノマトペ: ドキドキ
3コマ目 (下段): 1時間後。いいねは3。うち2つはタクヤ。がっかりした表情のミサキ。 セリフ: ［ミサキ（心の声）］の吹き出しに「いいね…3…」 オノマトペ: シーン"
"73","テンプレ7","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ7: 上段左右2コマ + 下段1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段右): 一週間後。平均いいね4.2、フォロワー12人の画面。半分はスパムアカウント。 セリフ: なし オノマトペ: なし
2コマ目 (上段左): ミサキが自分の投稿を見返している。「つまらない。どこかで見た投稿だ」と気づく。 セリフ: ［ミサキ（心の声）］の吹き出しに「どこかで見た投稿…」 オノマトペ: なし
3コマ目 (下段): AIへの指示画面のアップ。「育児中のママ向けの投稿を作って」という曖昧な指示。 セリフ: ［ミサキ（心の声）］の吹き出しに「指示が曖昧だったんだ」 オノマトペ: ハッ"
"74","テンプレ6","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ピンクのスウェットトレーナーにグレーのルームパンツ、裸足（部屋着） / タクヤ: 白い無地のシャツにベージュのチノパン、茶色の革靴
◆【コマ構成】テンプレ6: 上段1コマ + 下段左右2コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): タクヤにZoomで相談するミサキ。 セリフ: ［タクヤ］の吹き出しに「佐藤さんらしさがない」 オノマトペ: なし
2コマ目 (下段右): タクヤが具体的な指示の例を見せる。「今朝3時に夜泣きで起きて…」という実体験ベースの指示。 セリフ: ［ミサキ］の吹き出しに「こんなに具体的に？」 オノマトペ: なし
3コマ目 (下段左): タクヤが教える。 セリフ: ［タクヤ］の吹き出しに「AIは鏡。具体的に伝えれば」 オノマトペ: なし"
"75","テンプレ2","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ひなたは添付のひなた_赤ちゃん期.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / ひなた: ピンクのロンパース
◆【コマ構成】テンプレ2: 上下均等2分割
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキが自分の感情、失敗、本音をClaudeに具体的に伝えている。画面に長い入力文。出てくる文章がまったく変わった。 セリフ: ［ミサキ（心の声）］の吹き出しに「私の言葉になった！」 オノマトペ: キラッ
2コマ目 (下段): しかし翌日、ひなたが38度5分の熱。体温計のアップ。ミサキが慌てている。 セリフ: ［ミサキ］の吹き出しに「ひなた、熱が…！」 オノマトペ: なし"
