ページ番号,使用するコマ割りテンプレ,漫画作成のプロンプト,コマ別テキストJSON,outfit_id
49,テンプレ2,"◆【注意】【】で囲まれた語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【医療安全】ソマチッドを診断法・治療法として推奨しない。標準医療の中止や受診遅れを促さない。健康行動は専門家相談を前提に描く。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白。吹き出しと文字枠は読みやすく、文字量を詰め込みすぎない。
◆【絶対最優先】キャラクター外見: 美奈は添付の美奈.pngと100%同一の外見で描画（35歳女性、肩につく黒髪、淡いブルーのブラウス、ネイビーのロングスカート。健康情報に不安と好奇心を持つ読者代表。）
◆【補足情報】服装: mina_casual
◆【コマ構成】テンプレ2: 右上 / 左上 / 下段
◆【作画】ジャンル: 教養漫画に最適化した統一スタイル / 作画スタイル: 落ち着いた日本のアニメ・マンガ調、清潔な線画、フルカラー / 色調: 白・淡い青・深緑・暖かい橙をバランスよく使う / 演出: 不安を煽らず、図解・ノート・ホワイトボードを活用する
◆【ストーリー】
1コマ目 (右上): 窓際。状況が伝わる引きの絵。 セリフ: なし ナレーション: ［四角枠］次は日常での距離感へ。 オノマトペ: なし
2コマ目 (左上): 第5巻への橋渡し。 巻のまとめに向けて、読者にも使える形へ整理する。 セリフ: 美奈「結論を急がない読み方が少しわかりました。」 ナレーション: なし オノマトペ: なし
3コマ目 (下段): ノートや図解で要点を整理する。 セリフ: なし ナレーション: ［四角枠］主張・根拠・行動を分けて読む。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""次は日常での距離感へ。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""美奈"", ""text"": ""結論を急がない読み方が少しわかりました。""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""主張・根拠・行動を分けて読む。""}]",mina_casual
50,テンプレ4,"◆【注意】【】で囲まれた語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【医療安全】ソマチッドを診断法・治療法として推奨しない。標準医療の中止や受診遅れを促さない。健康行動は専門家相談を前提に描く。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白。吹き出しと文字枠は読みやすく、文字量を詰め込みすぎない。
◆【絶対最優先】キャラクター外見: 佐伯は添付の佐伯.pngと100%同一の外見で描画（48歳男性、短い黒髪に少し白髪、薄い縁の眼鏡、白シャツと深緑のカーディガン。科学コミュニケーター。）
◆【補足情報】服装: saeki_default
◆【コマ構成】テンプレ4: 上段 / 中段 / 下段
◆【作画】ジャンル: 教養漫画に最適化した統一スタイル / 作画スタイル: 落ち着いた日本のアニメ・マンガ調、清潔な線画、フルカラー / 色調: 白・淡い青・深緑・暖かい橙をバランスよく使う / 演出: 不安を煽らず、図解・ノート・ホワイトボードを活用する
◆【ストーリー】
1コマ目 (上段): 講座室。状況が伝わる引きの絵。 セリフ: なし ナレーション: ［四角枠］一度の発見だけで決めない。 オノマトペ: なし
2コマ目 (中段): 佐伯が再現性の紙を配る。 巻のまとめに向けて、読者にも使える形へ整理する。 セリフ: 佐伯「科学は他者が確認できる手続きを重視します。」 ナレーション: なし オノマトペ: なし
3コマ目 (下段): ノートや図解で要点を整理する。 セリフ: なし ナレーション: ［四角枠］主張・根拠・行動を分けて読む。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""一度の発見だけで決めない。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""佐伯"", ""text"": ""科学は他者が確認できる手続きを重視します。""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""主張・根拠・行動を分けて読む。""}]",saeki_default
51,テンプレ6,"◆【注意】【】で囲まれた語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【医療安全】ソマチッドを診断法・治療法として推奨しない。標準医療の中止や受診遅れを促さない。健康行動は専門家相談を前提に描く。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白。吹き出しと文字枠は読みやすく、文字量を詰め込みすぎない。
◆【絶対最優先】キャラクター外見: 陽斗は添付の陽斗.pngと100%同一の外見で描画（18歳男性、短めの黒髪、ライトグレーのパーカー、黒いパンツ。SNSや動画に詳しい若者。）
◆【補足情報】服装: haruto_casual
◆【コマ構成】テンプレ6: 右上 / 左上 / 右下 / 左下
◆【作画】ジャンル: 教養漫画に最適化した統一スタイル / 作画スタイル: 落ち着いた日本のアニメ・マンガ調、清潔な線画、フルカラー / 色調: 白・淡い青・深緑・暖かい橙をバランスよく使う / 演出: 不安を煽らず、図解・ノート・ホワイトボードを活用する
◆【ストーリー】
1コマ目 (右上): 実験台。状況が伝わる引きの絵。 セリフ: なし ナレーション: ［四角枠］観察は条件に左右される。 オノマトペ: なし
2コマ目 (左上): 同じ試料でも見え方が変わる例を見る。 巻のまとめに向けて、読者にも使える形へ整理する。 セリフ: 陽斗「光だけでこんなに違うんだ。」 ナレーション: なし オノマトペ: なし
3コマ目 (右下): ノートや図解で要点を整理する。 セリフ: なし ナレーション: ［四角枠］主張・根拠・行動を分けて読む。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""観察は条件に左右される。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""陽斗"", ""text"": ""光だけでこんなに違うんだ。""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""主張・根拠・行動を分けて読む。""}]",haruto_casual
52,テンプレ5,"◆【注意】【】で囲まれた語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【医療安全】ソマチッドを診断法・治療法として推奨しない。標準医療の中止や受診遅れを促さない。健康行動は専門家相談を前提に描く。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白。吹き出しと文字枠は読みやすく、文字量を詰め込みすぎない。
◆【絶対最優先】キャラクター外見: 美奈は添付の美奈.pngと100%同一の外見で描画（35歳女性、肩につく黒髪、淡いブルーのブラウス、ネイビーのロングスカート。健康情報に不安と好奇心を持つ読者代表。）
◆【補足情報】服装: mina_casual
◆【コマ構成】テンプレ5: 上段 / 中段 / 下段
◆【作画】ジャンル: 教養漫画に最適化した統一スタイル / 作画スタイル: 落ち着いた日本のアニメ・マンガ調、清潔な線画、フルカラー / 色調: 白・淡い青・深緑・暖かい橙をバランスよく使う / 演出: 不安を煽らず、図解・ノート・ホワイトボードを活用する
◆【ストーリー】
1コマ目 (上段): 顕微鏡前。状況が伝わる引きの絵。 セリフ: なし ナレーション: ［四角枠］見え方と説明を分ける。 オノマトペ: なし
2コマ目 (中段): 美奈が動く粒の映像を思い出す。 巻のまとめに向けて、読者にも使える形へ整理する。 セリフ: 美奈「動いて見えることにも理由があるんですね。」 ナレーション: なし オノマトペ: なし
3コマ目 (下段): ノートや図解で要点を整理する。 セリフ: なし ナレーション: ［四角枠］主張・根拠・行動を分けて読む。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""見え方と説明を分ける。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""美奈"", ""text"": ""動いて見えることにも理由があるんですね。""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""主張・根拠・行動を分けて読む。""}]",mina_casual
53,テンプレ3,"◆【注意】【】で囲まれた語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【医療安全】ソマチッドを診断法・治療法として推奨しない。標準医療の中止や受診遅れを促さない。健康行動は専門家相談を前提に描く。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白。吹き出しと文字枠は読みやすく、文字量を詰め込みすぎない。
◆【絶対最優先】キャラクター外見: 佐伯は添付の佐伯.pngと100%同一の外見で描画（48歳男性、短い黒髪に少し白髪、薄い縁の眼鏡、白シャツと深緑のカーディガン。科学コミュニケーター。）
◆【補足情報】服装: saeki_default
◆【コマ構成】テンプレ3: 上・小 / 下・大
◆【作画】ジャンル: 教養漫画に最適化した統一スタイル / 作画スタイル: 落ち着いた日本のアニメ・マンガ調、清潔な線画、フルカラー / 色調: 白・淡い青・深緑・暖かい橙をバランスよく使う / 演出: 不安を煽らず、図解・ノート・ホワイトボードを活用する
◆【ストーリー】
1コマ目 (上・小): ホワイトボードの全景。乾燥・ピント・倍率・時間を並べる。 巻のまとめに向けて、読者にも使える形へ整理する。 セリフ: なし ナレーション: ［四角枠］条件の記録が検証を支える。 オノマトペ: なし
2コマ目 (下・大): 佐伯の表情を大きく描く。 セリフ: 佐伯「条件を書かない観察は再確認が難しい。」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""条件の記録が検証を支える。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""佐伯"", ""text"": ""条件を書かない観察は再確認が難しい。""}]",saeki_default
54,テンプレ3,"◆【注意】【】で囲まれた語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【医療安全】ソマチッドを診断法・治療法として推奨しない。標準医療の中止や受診遅れを促さない。健康行動は専門家相談を前提に描く。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白。吹き出しと文字枠は読みやすく、文字量を詰め込みすぎない。
◆【絶対最優先】キャラクター外見: 佐伯は添付の佐伯.pngと100%同一の外見で描画（48歳男性、短い黒髪に少し白髪、薄い縁の眼鏡、白シャツと深緑のカーディガン。科学コミュニケーター。）
◆【補足情報】服装: saeki_default
◆【コマ構成】テンプレ3: 上・小 / 下・大
◆【作画】ジャンル: 教養漫画に最適化した統一スタイル / 作画スタイル: 落ち着いた日本のアニメ・マンガ調、清潔な線画、フルカラー / 色調: 白・淡い青・深緑・暖かい橙をバランスよく使う / 演出: 不安を煽らず、図解・ノート・ホワイトボードを活用する
◆【ストーリー】
1コマ目 (上・小): 論文棚の全景。査読論文の説明に入る。 巻のまとめに向けて、読者にも使える形へ整理する。 セリフ: なし ナレーション: ［四角枠］専門家の検討を通る意味。 オノマトペ: なし
2コマ目 (下・大): 佐伯の表情を大きく描く。 セリフ: 佐伯「査読は完璧ではないが、大切な通過点です。」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""専門家の検討を通る意味。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""佐伯"", ""text"": ""査読は完璧ではないが、大切な通過点です。""}]",saeki_default
55,テンプレ5,"◆【注意】【】で囲まれた語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【医療安全】ソマチッドを診断法・治療法として推奨しない。標準医療の中止や受診遅れを促さない。健康行動は専門家相談を前提に描く。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白。吹き出しと文字枠は読みやすく、文字量を詰め込みすぎない。
◆【絶対最優先】キャラクター外見: 陽斗は添付の陽斗.pngと100%同一の外見で描画（18歳男性、短めの黒髪、ライトグレーのパーカー、黒いパンツ。SNSや動画に詳しい若者。） / 佐伯は添付の佐伯.pngと100%同一の外見で描画（48歳男性、短い黒髪に少し白髪、薄い縁の眼鏡、白シャツと深緑のカーディガン。科学コミュニケーター。）
◆【補足情報】服装: haruto_casual
◆【コマ構成】テンプレ5: 上段 / 中段 / 下段
◆【作画】ジャンル: 教養漫画に最適化した統一スタイル / 作画スタイル: 落ち着いた日本のアニメ・マンガ調、清潔な線画、フルカラー / 色調: 白・淡い青・深緑・暖かい橙をバランスよく使う / 演出: 不安を煽らず、図解・ノート・ホワイトボードを活用する
◆【ストーリー】
1コマ目 (上段): 図書館。状況が伝わる引きの絵。 セリフ: なし ナレーション: ［四角枠］ダメではなく、慎重に読む情報。 オノマトペ: なし
2コマ目 (中段): 陽斗が査読なし情報の扱いを聞く。 巻のまとめに向けて、読者にも使える形へ整理する。 セリフ: 陽斗「査読がないなら全部ダメ？」 ナレーション: なし オノマトペ: なし
3コマ目 (下段): ノートや図解で要点を整理する。 セリフ: なし ナレーション: ［四角枠］主張・根拠・行動を分けて読む。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""ダメではなく、慎重に読む情報。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""陽斗"", ""text"": ""査読がないなら全部ダメ？""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""主張・根拠・行動を分けて読む。""}]",haruto_casual
56,テンプレ2,"◆【注意】【】で囲まれた語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【医療安全】ソマチッドを診断法・治療法として推奨しない。標準医療の中止や受診遅れを促さない。健康行動は専門家相談を前提に描く。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白。吹き出しと文字枠は読みやすく、文字量を詰め込みすぎない。
◆【絶対最優先】キャラクター外見: 美奈は添付の美奈.pngと100%同一の外見で描画（35歳女性、肩につく黒髪、淡いブルーのブラウス、ネイビーのロングスカート。健康情報に不安と好奇心を持つ読者代表。）
◆【補足情報】服装: mina_casual
◆【コマ構成】テンプレ2: 右上 / 左上 / 下段
◆【作画】ジャンル: 教養漫画に最適化した統一スタイル / 作画スタイル: 落ち着いた日本のアニメ・マンガ調、清潔な線画、フルカラー / 色調: 白・淡い青・深緑・暖かい橙をバランスよく使う / 演出: 不安を煽らず、図解・ノート・ホワイトボードを活用する
◆【ストーリー】
1コマ目 (右上): 公的機関サイト。状況が伝わる引きの絵。 セリフ: なし ナレーション: ［四角枠］公的情報は断定を避けて書かれる。 オノマトペ: なし
2コマ目 (左上): 公的情報を画面で確認する。 巻のまとめに向けて、読者にも使える形へ整理する。 セリフ: 美奈「地味だけど、落ち着いて読めます。」 ナレーション: なし オノマトペ: なし
3コマ目 (下段): ノートや図解で要点を整理する。 セリフ: なし ナレーション: ［四角枠］主張・根拠・行動を分けて読む。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""公的情報は断定を避けて書かれる。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""美奈"", ""text"": ""地味だけど、落ち着いて読めます。""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""主張・根拠・行動を分けて読む。""}]",mina_casual
57,テンプレ4,"◆【注意】【】で囲まれた語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【医療安全】ソマチッドを診断法・治療法として推奨しない。標準医療の中止や受診遅れを促さない。健康行動は専門家相談を前提に描く。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白。吹き出しと文字枠は読みやすく、文字量を詰め込みすぎない。
◆【絶対最優先】キャラクター外見: 佐伯は添付の佐伯.pngと100%同一の外見で描画（48歳男性、短い黒髪に少し白髪、薄い縁の眼鏡、白シャツと深緑のカーディガン。科学コミュニケーター。）
◆【補足情報】服装: saeki_default
◆【コマ構成】テンプレ4: 上段 / 中段 / 下段
◆【作画】ジャンル: 教養漫画に最適化した統一スタイル / 作画スタイル: 落ち着いた日本のアニメ・マンガ調、清潔な線画、フルカラー / 色調: 白・淡い青・深緑・暖かい橙をバランスよく使う / 演出: 不安を煽らず、図解・ノート・ホワイトボードを活用する
◆【ストーリー】
1コマ目 (上段): 講座室。状況が伝わる引きの絵。 セリフ: なし ナレーション: ［四角枠］証拠には強さの差がある。 オノマトペ: なし
2コマ目 (中段): 佐伯が証拠の階段を描く。 巻のまとめに向けて、読者にも使える形へ整理する。 セリフ: 佐伯「感想、症例、観察研究、介入研究、レビュー。」 ナレーション: なし オノマトペ: なし
3コマ目 (下段): ノートや図解で要点を整理する。 セリフ: なし ナレーション: ［四角枠］主張・根拠・行動を分けて読む。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""証拠には強さの差がある。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""佐伯"", ""text"": ""感想、症例、観察研究、介入研究、レビュー。""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""主張・根拠・行動を分けて読む。""}]",saeki_default
58,テンプレ6,"◆【注意】【】で囲まれた語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【医療安全】ソマチッドを診断法・治療法として推奨しない。標準医療の中止や受診遅れを促さない。健康行動は専門家相談を前提に描く。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白。吹き出しと文字枠は読みやすく、文字量を詰め込みすぎない。
◆【絶対最優先】キャラクター外見: 陽斗は添付の陽斗.pngと100%同一の外見で描画（18歳男性、短めの黒髪、ライトグレーのパーカー、黒いパンツ。SNSや動画に詳しい若者。）
◆【補足情報】服装: haruto_casual
◆【コマ構成】テンプレ6: 右上 / 左上 / 右下 / 左下
◆【作画】ジャンル: 教養漫画に最適化した統一スタイル / 作画スタイル: 落ち着いた日本のアニメ・マンガ調、清潔な線画、フルカラー / 色調: 白・淡い青・深緑・暖かい橙をバランスよく使う / 演出: 不安を煽らず、図解・ノート・ホワイトボードを活用する
◆【ストーリー】
1コマ目 (右上): 階段図。状況が伝わる引きの絵。 セリフ: なし ナレーション: ［四角枠］感想は問いの入口になる。 オノマトペ: なし
2コマ目 (左上): 感想の位置づけを話す。 巻のまとめに向けて、読者にも使える形へ整理する。 セリフ: 陽斗「弱いなら意味がないの？」 ナレーション: なし オノマトペ: なし
3コマ目 (右下): ノートや図解で要点を整理する。 セリフ: なし ナレーション: ［四角枠］主張・根拠・行動を分けて読む。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""感想は問いの入口になる。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""陽斗"", ""text"": ""弱いなら意味がないの？""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""主張・根拠・行動を分けて読む。""}]",haruto_casual
59,テンプレ5,"◆【注意】【】で囲まれた語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【医療安全】ソマチッドを診断法・治療法として推奨しない。標準医療の中止や受診遅れを促さない。健康行動は専門家相談を前提に描く。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白。吹き出しと文字枠は読みやすく、文字量を詰め込みすぎない。
◆【絶対最優先】キャラクター外見: 美奈は添付の美奈.pngと100%同一の外見で描画（35歳女性、肩につく黒髪、淡いブルーのブラウス、ネイビーのロングスカート。健康情報に不安と好奇心を持つ読者代表。）
◆【補足情報】服装: mina_casual
◆【コマ構成】テンプレ5: 上段 / 中段 / 下段
◆【作画】ジャンル: 教養漫画に最適化した統一スタイル / 作画スタイル: 落ち着いた日本のアニメ・マンガ調、清潔な線画、フルカラー / 色調: 白・淡い青・深緑・暖かい橙をバランスよく使う / 演出: 不安を煽らず、図解・ノート・ホワイトボードを活用する
◆【ストーリー】
1コマ目 (上段): ノート。状況が伝わる引きの絵。 セリフ: なし ナレーション: ［四角枠］読むことと実行することを分ける。 オノマトペ: なし
2コマ目 (中段): 美奈が医療判断に使う根拠を考える。 巻のまとめに向けて、読者にも使える形へ整理する。 セリフ: 美奈「行動を変えるなら、もっと強い根拠が必要。」 ナレーション: なし オノマトペ: なし
3コマ目 (下段): ノートや図解で要点を整理する。 セリフ: なし ナレーション: ［四角枠］主張・根拠・行動を分けて読む。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""読むことと実行することを分ける。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""美奈"", ""text"": ""行動を変えるなら、もっと強い根拠が必要。""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""主張・根拠・行動を分けて読む。""}]",mina_casual
60,テンプレ3,"◆【注意】【】で囲まれた語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【医療安全】ソマチッドを診断法・治療法として推奨しない。標準医療の中止や受診遅れを促さない。健康行動は専門家相談を前提に描く。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白。吹き出しと文字枠は読みやすく、文字量を詰め込みすぎない。
◆【絶対最優先】キャラクター外見: 佐伯は添付の佐伯.pngと100%同一の外見で描画（48歳男性、短い黒髪に少し白髪、薄い縁の眼鏡、白シャツと深緑のカーディガン。科学コミュニケーター。）
◆【補足情報】服装: saeki_default
◆【コマ構成】テンプレ3: 上・小 / 下・大
◆【作画】ジャンル: 教養漫画に最適化した統一スタイル / 作画スタイル: 落ち着いた日本のアニメ・マンガ調、清潔な線画、フルカラー / 色調: 白・淡い青・深緑・暖かい橙をバランスよく使う / 演出: 不安を煽らず、図解・ノート・ホワイトボードを活用する
◆【ストーリー】
1コマ目 (上・小): ホワイトボードの全景。未知と証明済みを二列に分ける。 巻のまとめに向けて、読者にも使える形へ整理する。 セリフ: なし ナレーション: ［四角枠］未解明と証明済みを混ぜない。 オノマトペ: なし
2コマ目 (下・大): 佐伯の表情を大きく描く。 セリフ: 佐伯「未知があることは、特定の主張の証明ではありません。」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""未解明と証明済みを混ぜない。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""佐伯"", ""text"": ""未知があることは、特定の主張の証明ではありません。""}]",saeki_default
61,テンプレ3,"◆【注意】【】で囲まれた語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【医療安全】ソマチッドを診断法・治療法として推奨しない。標準医療の中止や受診遅れを促さない。健康行動は専門家相談を前提に描く。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白。吹き出しと文字枠は読みやすく、文字量を詰め込みすぎない。
◆【絶対最優先】キャラクター外見: 陽斗は添付の陽斗.pngと100%同一の外見で描画（18歳男性、短めの黒髪、ライトグレーのパーカー、黒いパンツ。SNSや動画に詳しい若者。） / 佐伯は添付の佐伯.pngと100%同一の外見で描画（48歳男性、短い黒髪に少し白髪、薄い縁の眼鏡、白シャツと深緑のカーディガン。科学コミュニケーター。）
◆【補足情報】服装: haruto_casual
◆【コマ構成】テンプレ3: 上・小 / 下・大
◆【作画】ジャンル: 教養漫画に最適化した統一スタイル / 作画スタイル: 落ち着いた日本のアニメ・マンガ調、清潔な線画、フルカラー / 色調: 白・淡い青・深緑・暖かい橙をバランスよく使う / 演出: 不安を煽らず、図解・ノート・ホワイトボードを活用する
◆【ストーリー】
1コマ目 (上・小): 図書館の全景。陽斗が科学への不信感を言葉にする。 巻のまとめに向けて、読者にも使える形へ整理する。 セリフ: なし ナレーション: ［四角枠］だからこそ確認手続きが必要。 オノマトペ: なし
2コマ目 (下・大): 陽斗の表情を大きく描く。 セリフ: 陽斗「科学も全部知っているわけじゃないよね。」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""だからこそ確認手続きが必要。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""陽斗"", ""text"": ""科学も全部知っているわけじゃないよね。""}]",haruto_casual
62,テンプレ5,"◆【注意】【】で囲まれた語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【医療安全】ソマチッドを診断法・治療法として推奨しない。標準医療の中止や受診遅れを促さない。健康行動は専門家相談を前提に描く。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白。吹き出しと文字枠は読みやすく、文字量を詰め込みすぎない。
◆【絶対最優先】キャラクター外見: 美奈は添付の美奈.pngと100%同一の外見で描画（35歳女性、肩につく黒髪、淡いブルーのブラウス、ネイビーのロングスカート。健康情報に不安と好奇心を持つ読者代表。） / 佐伯は添付の佐伯.pngと100%同一の外見で描画（48歳男性、短い黒髪に少し白髪、薄い縁の眼鏡、白シャツと深緑のカーディガン。科学コミュニケーター。）
◆【補足情報】服装: mina_casual
◆【コマ構成】テンプレ5: 上段 / 中段 / 下段
◆【作画】ジャンル: 教養漫画に最適化した統一スタイル / 作画スタイル: 落ち着いた日本のアニメ・マンガ調、清潔な線画、フルカラー / 色調: 白・淡い青・深緑・暖かい橙をバランスよく使う / 演出: 不安を煽らず、図解・ノート・ホワイトボードを活用する
◆【ストーリー】
1コマ目 (上段): 講座室。状況が伝わる引きの絵。 セリフ: なし ナレーション: ［四角枠］好奇心と安全を両立する。 オノマトペ: なし
2コマ目 (中段): 美奈が調べる自由と行動の慎重さを両立する。 巻のまとめに向けて、読者にも使える形へ整理する。 セリフ: 美奈「興味は持つ。でも身体のことは相談する。」 ナレーション: なし オノマトペ: なし
3コマ目 (下段): ノートや図解で要点を整理する。 セリフ: なし ナレーション: ［四角枠］主張・根拠・行動を分けて読む。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""好奇心と安全を両立する。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""美奈"", ""text"": ""興味は持つ。でも身体のことは相談する。""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""主張・根拠・行動を分けて読む。""}]",mina_casual
