"ページ番号","使用するコマ割りテンプレ","漫画作成のプロンプト","コマ別テキストJSON"
"42","テンプレ3","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: 薄いピンクのパジャマ
◆【コマ構成】テンプレ3: 上小下大（上1コマ小＋下1コマ大）
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・小): ブログページが表示されたスマホ画面。シンプルなデザイン。 セリフ: なし ナレーション: ［四角枠］リンク先は、個人のブログだった。派手なデザインではない。文章が淡々と並んでいる。 オノマトペ: なし
2コマ目 (下・大): ブログの自己紹介文が画面に映る。ミサキがじっと読んでいる。 セリフ: なし ナレーション: ［四角枠］「自己紹介。佐々木拓也、42歳。元・中堅メーカーの営業職。15年間、ルート営業をやっていました」「38歳で会社が早期退職を募集。手を挙げました。次のあてはありませんでした」 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""リンク先は、個人のブログだった。派手なデザインではない。文章が淡々と並んでいる。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""「自己紹介。佐々木拓也、42歳。元・中堅メーカーの営業職。15年間、ルート営業をやっていました」「38歳で会社が早期退職を募集。手を挙げました。次のあてはありませんでした」""}]"
"43","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: 薄いピンクのパジャマ
◆【コマ構成】テンプレ5: 上中下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ブログ画面。「WordとExcelしか使えない40手前のおっさんが、なぜ独立できたのか」の見出し。 セリフ: なし ナレーション: ［四角枠］「WordとExcelしか使えない40手前のおっさんが、なぜ独立できたのか」ミサキは読み進めた。文章は素朴だった。淡々と、自分が何をしてきたかを書いている。 オノマトペ: なし
2コマ目 (中段): ブログのChatGPTに関する記述部分。 セリフ: なし ナレーション: ［四角枠］「最初にやったのは、ChatGPTに『営業メールのテンプレートを作って』とお願いすることでした」「返ってきた文章を見て、衝撃を受けました。自分が1時間かけて書くメールを、30秒で作ってくれた」 オノマトペ: なし
3コマ目 (下段): ブログの核心部分。 セリフ: なし ナレーション: ［四角枠］「でも、一番の衝撃はそこじゃなかった。『自分の仕事の半分は、AIに任せられる』と気づいたことです」 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""「WordとExcelしか使えない40手前のおっさんが、なぜ独立できたのか」ミサキは読み進めた。文章は素朴だった。淡々と、自分が何をしてきたかを書いている。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""「最初にやったのは、ChatGPTに『営業メールのテンプレートを作って』とお願いすることでした」「返ってきた文章を見て、衝撃を受けました。自分が1時間かけて書くメールを、30秒で作ってくれた」""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""「でも、一番の衝撃はそこじゃなかった。『自分の仕事の半分は、AIに任せられる』と気づいたことです」""}]"
"44","テンプレ4","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: 薄いピンクのパジャマ
◆【コマ構成】テンプレ4: 上大下小（上1コマ大＋下1コマ小）
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・大): ブログの文章。月と宇宙のイメージがオーバーラップする演出。 セリフ: なし ナレーション: ［四角枠］「営業職の僕にとって、プログラミングは月の裏側みたいなものでした。存在は知ってるけど、一生行くことはないと思ってた」「でもAIは、月の裏側まで連れて行ってくれた。日本語で話しかけるだけで」 オノマトペ: なし
2コマ目 (下・小): ミサキが画面に見入っている。目が大きく開いている。 セリフ: なし ナレーション: ［四角枠］ミサキは画面に見入っていた。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""「営業職の僕にとって、プログラミングは月の裏側みたいなものでした。存在は知ってるけど、一生行くことはないと思ってた」「でもAIは、月の裏側まで連れて行ってくれた。日本語で話しかけるだけで」""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""ミサキは画面に見入っていた。""}]"
"45","テンプレ6","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: 薄いピンクのパジャマ
◆【コマ構成】テンプレ6: 上1コマ＋下左右2コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上): ブログの末尾。ウェビナー案内バナー。「AIを使った副業入門——非エンジニアのためのはじめの一歩」。 セリフ: なし ナレーション: ［四角枠］記事の最後に、無料ウェビナーの案内があった。「AIを使った副業入門——非エンジニアのためのはじめの一歩」参加費無料。所要時間60分。次回開催は、3日後の夜9時。 オノマトペ: なし
2コマ目 (下左): ミサキがスマホを布団の上に置く。 セリフ: なし ナレーション: ［四角枠］ミサキは一度スマホを置いた。——怪しい。やっぱり怪しい。 オノマトペ: なし
3コマ目 (下右): ミサキの思考イメージ。高額スクール、分割払い、返金保証の文字が浮かぶ。 セリフ: なし ナレーション: ［四角枠］無料で釣って、最後に高額商品を売りつけるパターンだ。何十万円もするオンラインスクール。分割払い可。返金保証あり（でも条件が厳しくて実質返金されない）。そういうのは、ネットニュースで何度も見てきた。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""記事の最後に、無料ウェビナーの案内があった。「AIを使った副業入門——非エンジニアのためのはじめの一歩」参加費無料。所要時間60分。次回開催は、3日後の夜9時。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""ミサキは一度スマホを置いた。——怪しい。やっぱり怪しい。""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""無料で釣って、最後に高額商品を売りつけるパターンだ。何十万円もするオンラインスクール。分割払い可。返金保証あり（でも条件が厳しくて実質返金されない）。そういうのは、ネットニュースで何度も見てきた。""}]"
"46","テンプレ2","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: 薄いピンクのパジャマ
◆【コマ構成】テンプレ2: 上下2分割
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上): ミサキの記憶の中にブログの一行「WordとExcelしか使えない」がリフレインする演出。 セリフ: なし ナレーション: ［四角枠］でも——。「WordとExcelしか使えない」この一行が、頭から離れなかった。 オノマトペ: なし
2コマ目 (下): ミサキの横顔。ブログの文章と自分の言葉が重なるイメージ。 セリフ: なし ナレーション: ［四角枠］「事務しかやったことない私に、何ができるの」ミサキ自身の言葉と、重なった。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""でも——。「WordとExcelしか使えない」この一行が、頭から離れなかった。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""「事務しかやったことない私に、何ができるの」ミサキ自身の言葉と、重なった。""}]"
"47","テンプレ3","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【絶対最優先】キャラクター外見: ひなたは添付のひなた_2歳期.pngと100%同一の外見で描画（2歳女の子、短い黒髪のおかっぱ、ピンクのTシャツに白いズボン）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ3: 上小下大（上1コマ小＋下1コマ大）
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・小): 翌日の昼間。支援センターでひなたと遊ぶミサキ。普段通りの一日。 セリフ: なし ナレーション: ［四角枠］翌日。日中は普段通りの一日だった。ひなたと支援センターに行き、帰ってきて昼寝をさせ、洗濯物を取り込み、夕飯を作った。 オノマトペ: なし
2コマ目 (下・大): 夜、ひなたを寝かしつけた後、もう一度スマホを開くミサキ。 セリフ: なし ナレーション: ［四角枠］でも、頭の片隅にあの広告がずっと残っていた。夜、ひなたを寝かしつけた後、もう一度ブログを開いた。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""翌日。日中は普段通りの一日だった。ひなたと支援センターに行き、帰ってきて昼寝をさせ、洗濯物を取り込み、夕飯を作った。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""でも、頭の片隅にあの広告がずっと残っていた。夜、ひなたを寝かしつけた後、もう一度ブログを開いた。""}]"
"48","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ5: 上中下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): スマホでプロフィールページを隅々まで読んでいるミサキ。SNSアカウントも表示。 セリフ: なし ナレーション: ［四角枠］プロフィールページを隅々まで読んだ。SNSのアカウントも見た。投稿は数ヶ月分ある。内容は一貫している。「AIを使って個人で稼ぐ方法」を発信し続けている。 オノマトペ: なし
2コマ目 (中段): ミサキが探偵のように画面を精査している。 セリフ: なし ナレーション: ［四角枠］怪しい点を探した。高級時計の写真もない。「月収100万!」みたいな煽りもない。「限定○名! 今すぐ申し込まないと損!」という焦らせ方もない。 オノマトペ: なし
3コマ目 (下段): コメント欄のクローズアップ。「参加してよかった」の投稿がいくつか。 セリフ: なし ナレーション: ［四角枠］コメント欄に「参加してよかった」という投稿がいくつかある。サクラかもしれない。でも、文面は自然だった。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""プロフィールページを隅々まで読んだ。SNSのアカウントも見た。投稿は数ヶ月分ある。内容は一貫している。「AIを使って個人で稼ぐ方法」を発信し続けている。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""怪しい点を探した。高級時計の写真もない。「月収100万!」みたいな煽りもない。「限定○名! 今すぐ申し込まないと損!」という焦らせ方もない。""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""コメント欄に「参加してよかった」という投稿がいくつかある。サクラかもしれない。でも、文面は自然だった。""}]"
"49","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ5: 上中下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキの思考吹き出し。自分を説得している。 セリフ: なし ナレーション: ［四角枠］——無料なら、損はしない。——60分なら、ひなたを寝かしつけた後で間に合う。——もし怪しかったら、途中で閉じればいい。 オノマトペ: なし
2コマ目 (中段): 申し込みフォームにメールアドレスを入力しているミサキの手元。 セリフ: なし ナレーション: ［四角枠］ミサキは申し込みフォームに名前とメールアドレスを入力した。指が一瞬、止まった。 オノマトペ: カタカタ
3コマ目 (下段): 「参加の動機」欄のクローズアップ。カーソルが点滅している。 セリフ: なし ナレーション: ［四角枠］「参加の動機」という欄があった。何を書けばいいかわからなかった。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""——無料なら、損はしない。——60分なら、ひなたを寝かしつけた後で間に合う。——もし怪しかったら、途中で閉じればいい。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""ミサキは申し込みフォームに名前とメールアドレスを入力した。指が一瞬、止まった。""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""「参加の動機」という欄があった。何を書けばいいかわからなかった。""}]"
"50","テンプレ6","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ6: 上1コマ＋下左右2コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上): ミサキが文字を入力して消している様子。最初の文面が薄く見える。 セリフ: なし ナレーション: ［四角枠］「育児中で働けないので、在宅で稼ぐ方法を探しています」書いてから、消した。なんだか惨めに見えた。 オノマトペ: なし
2コマ目 (下左): 書き直された動機欄。「AIに興味があります」の文字。 セリフ: なし ナレーション: ［四角枠］「AIに興味があります」書き直した。嘘ではないが、本音でもない。 オノマトペ: なし
3コマ目 (下右): 送信ボタンを押すミサキの指。 セリフ: なし ナレーション: ［四角枠］送信ボタンを押した。 オノマトペ: ポチッ","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""「育児中で働けないので、在宅で稼ぐ方法を探しています」書いてから、消した。なんだか惨めに見えた。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""「AIに興味があります」書き直した。嘘ではないが、本音でもない。""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""送信ボタンを押した。""}]"
"51","テンプレ4","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ4: 上大下小（上1コマ大＋下1コマ小）
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・大): スマホ画面に「ご参加ありがとうございます。当日のZoomリンクはこちらです」の確認メール。 セリフ: なし ナレーション: ［四角枠］確認メールが届いた。「ご参加ありがとうございます。当日のZoomリンクはこちらです」 オノマトペ: なし
2コマ目 (下・小): ミサキの表情。後悔と期待が混ざった複雑な顔。 セリフ: なし ナレーション: ［四角枠］——やっちゃった。後悔とも期待ともつかない感情が、胸の真ん中でもやもやしていた。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""確認メールが届いた。「ご参加ありがとうございます。当日のZoomリンクはこちらです」""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""——やっちゃった。後悔とも期待ともつかない感情が、胸の真ん中でもやもやしていた。""}]"
"52","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【絶対最優先】キャラクター外見: ひなたは添付のひなた_2歳期.pngと100%同一の外見で描画（2歳女の子、短い黒髪のおかっぱ、ピンクのTシャツに白いズボン）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ5: 上中下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): カレンダーに「3日後」の印。時計は午後8時45分。 セリフ: なし ナレーション: ［四角枠］3日後。午後8時45分。ひなたの寝かしつけが長引いた。なかなか寝てくれない。 オノマトペ: なし
2コマ目 (中段): ミサキが絵本を読み聞かせている。ひなたがまだ目を開けている。 セリフ: なし ナレーション: ［四角枠］絵本を3冊読み、子守唄を歌い、背中をトントンし続けた。 オノマトペ: トントン
3コマ目 (下段): 時計が8時55分。ひなたがようやく寝息を立て始めた。 セリフ: なし ナレーション: ［四角枠］8時55分。ようやく寝息を立て始めた。 オノマトペ: すぅ…","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""3日後。午後8時45分。ひなたの寝かしつけが長引いた。なかなか寝てくれない。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""絵本を3冊読み、子守唄を歌い、背中をトントンし続けた。""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""8時55分。ようやく寝息を立て始めた。""}]"
"53","テンプレ6","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ6: 上1コマ＋下左右2コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上): ミサキがそっと子供部屋を出る。足音を立てないように。 セリフ: なし ナレーション: ［四角枠］そっと部屋を出る。ダイニングのテーブルにノートパソコンを開いた。ケンタはまだ帰っていない。 オノマトペ: なし
2コマ目 (下左): ノートパソコンの画面。Zoomの待機画面。 セリフ: なし ナレーション: ［四角枠］Zoomリンクをクリックする。画面が変わる。参加者は30人ほどいた。ほとんどがカメラオフ。ミサキもカメラをオフにした。 オノマトペ: なし
3コマ目 (下右): 画面に男性（タクヤ）が映る。普通の部屋、普通の服、背景に本棚。 セリフ: なし ナレーション: ［四角枠］9時ちょうど。画面に男性が映った。——あの人だ。ブログの写真と同じ顔。ただし、写真よりも少しくたびれて見える。普通の部屋。普通の服。背景に本棚が見える。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""そっと部屋を出る。ダイニングのテーブルにノートパソコンを開いた。ケンタはまだ帰っていない。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""Zoomリンクをクリックする。画面が変わる。参加者は30人ほどいた。ほとんどがカメラオフ。ミサキもカメラをオフにした。""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""9時ちょうど。画面に男性が映った。——あの人だ。ブログの写真と同じ顔。ただし、写真よりも少しくたびれて見える。普通の部屋。普通の服。背景に本棚が見える。""}]"
"54","テンプレ2","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【絶対最優先】キャラクター外見: タクヤは添付のタクヤ.pngと100%同一の外見で描画（42歳男性、短髪の黒髪、黒縁メガネ）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / タクヤ: 白い無地のシャツにベージュのチノパン
◆【コマ構成】テンプレ2: 上下2分割
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上): ノートパソコン画面のタクヤ。落ち着いた表情で話し始める。 セリフ: ［タクヤ］の吹き出しに「こんばんは。佐々木拓也です。今日は参加いただき、ありがとうございます」 ナレーション: ［四角枠］声は落ち着いていた。テレビ通販のような張りのある声ではない。ゆっくり、丁寧に話す人だった。 オノマトペ: なし
2コマ目 (下): タクヤが自己紹介を続けている。 セリフ: ［タクヤ］の吹き出しに「まず自己紹介をさせてください。僕は42歳で、元・営業マンです。15年間ルート営業をやっていました。プログラミングの経験はゼロ。デザインもやったことがない。WordとExcelが使えるだけの、普通のサラリーマンでした」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""こんばんは。佐々木拓也です。今日は参加いただき、ありがとうございます""}, {""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""声は落ち着いていた。テレビ通販のような張りのある声ではない。ゆっくり、丁寧に話す人だった。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""まず自己紹介をさせてください。僕は42歳で、元・営業マンです。15年間ルート営業をやっていました。プログラミングの経験はゼロ。デザインもやったことがない。WordとExcelが使えるだけの、普通のサラリーマンでした""}]"
