ページ番号,使用するコマ割りテンプレ,漫画作成のプロンプト
54,テンプレ6,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画、タクヤは添付のタクヤ_20260329_224437.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー。タクヤは白い無地シャツにベージュチノパン
◆【コマ構成】テンプレ6: 上1コマ+下左右2コマの3コマ構成（読み順: 上→下右→下左）
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上): ミサキが目を見開いてハッとした表情。両手を胸の前で握りしめている。気づきの電球マークが頭上に。 セリフ: ［ミサキ］の吹き出しに「使う私が変わらないと…？」 オノマトペ: ハッ！
2コマ目 (下右): タクヤが優しく微笑みながら、上を指さしている。「ステップアップ」のイメージで階段の図が背景にある。 セリフ: ［タクヤ］の吹き出しに「次のステージへ行きましょう」 オノマトペ: なし
3コマ目 (下左): ミサキの横顔アップ。目に炎が灯り、決意に満ちた表情。背景に赤とオレンジのグラデーション。集中線。 セリフ: ［ミサキ］の吹き出しに「やります！」 オノマトペ: ゴォォ"
55,テンプレ4,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画、タクヤは添付のタクヤ_20260329_224437.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー。タクヤは白い無地シャツにベージュチノパン
◆【コマ構成】テンプレ4: 上大・下小の2コマ構成
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・大): ミサキがノートに「やること」「やらないこと」の二列を書いている。「やらないこと」の列に「ハンドメイド」「ライティング」とバツ印で消している。決断の表情。 セリフ: ［ミサキ］の吹き出しに「ハンドメイドとライティングはやめます」 オノマトペ: スパッ！
2コマ目 (下・小): タクヤが満足そうに頷いている。親指を立ててグッドサイン。 セリフ: ［タクヤ］の吹き出しに「何をやらないか決めるのも社長の仕事」 オノマトペ: なし"
56,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: タクヤは添付のタクヤ_20260329_224437.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: タクヤは白い無地シャツにベージュチノパン
◆【コマ構成】テンプレ5: 上中下3段の3コマ構成
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): タクヤが「鉄則1」と書かれたボードを指さしている。ボードには「役割を明確にする」と大きく書かれ、組織図で各部署に名前が入っているイラスト。 セリフ: ［タクヤ］の吹き出しに「鉄則①役割を明確にする」 オノマトペ: なし
2コマ目 (中段): タクヤが「鉄則2」のボードを示している。ノートとペンのアイコン、引き継ぎ書類が矢印でつながるイメージ図。 セリフ: ［タクヤ］の吹き出しに「鉄則②進捗を記録して引き継ぐ」 オノマトペ: なし
3コマ目 (下段): タクヤが「鉄則3」のボードを示している。社長の椅子に座る人と、作業する人が別に描かれたイラスト。社長がPCに向かっているイメージにバツ印。 セリフ: ［タクヤ］の吹き出しに「鉄則③自分で作業しない」 オノマトペ: ドドン！"
57,テンプレ7,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: タクヤは添付のタクヤ_20260329_224437.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: タクヤは白い無地シャツにベージュチノパン
◆【コマ構成】テンプレ7: 上左右2コマ+下1コマの3コマ構成（読み順: 上右→上左→下）
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上右): タクヤが真剣な表情で説明。図解で「社長が作業を始めたら→ただの作業員」と矢印で示されている。社長椅子からデスクワーカーへ変わるイメージ。 セリフ: ［タクヤ］の吹き出しに「社長が作業したら作業員です」 オノマトペ: なし
2コマ目 (上左): ルール設定の概念図。PC画面にClaude Codeへの指示テンプレートが表示されている。「ルール」「役割定義」「自動実行」のキーワードが並ぶ。 セリフ: ［タクヤ］の吹き出しに「ルールを設定して任せる」 オノマトペ: なし
3コマ目 (下): 自律実行の概念図。中央に「社長（あなた）」がいて、周囲にAI部下たちが自律的に動いている様子。矢印が社長から各部署に伸び、各部署から成果物が戻ってくる循環図。明るく活気のある配色。 セリフ: ［タクヤ］の吹き出しに「指示だけで回る仕組みを作る」 オノマトペ: グルグル"
58,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ5: 上中下3段の3コマ構成
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキがPCでClaude Codeに「仮想会社を作りたい」と入力している。ドキドキしながらも前向きな表情。キーボードに手を置いている。 セリフ: ［ミサキ］の吹き出しに「仮想会社を作りたい」 オノマトペ: カタカタ
2コマ目 (中段): PC画面にClaude Codeが生成した組織図がパッと表示される。CEO、秘書、マーケティング部、コンテンツ部、分析部のボックスが線でつながっている。画面が光り輝いている。 セリフ: なし オノマトペ: パァッ！
3コマ目 (下段): 続けて役割定義が次々と表示されている画面。「秘書: TODO管理、スケジュール」「マーケ部: SNS投稿計画」などのテキストが並ぶ。ミサキが画面に釘付けで目を輝かせている。 セリフ: ［ミサキ］の吹き出しに「役割まで決めてくれた！」 オノマトペ: ズラズラッ"
59,テンプレ6,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ6: 上1コマ+下左右2コマの3コマ構成（読み順: 上→下右→下左）
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上): ミサキがPC画面でClaude Codeの秘書にTODOをまとめさせている。画面に「本日のTODO」リストが整理されて表示されている。ミサキが驚きの表情。 セリフ: ［ミサキ］の吹き出しに「秘書にTODOを頼んだら…」 オノマトペ: なし
2コマ目 (下右): PC画面にきれいに整理されたTODOリストが表示されている。チェックボックス付きのタスク一覧。ミサキがガッツポーズ。 セリフ: ［ミサキ］の吹き出しに「動いた！」 オノマトペ: パッ！
3コマ目 (下左): 続けてマーケ部に投稿計画を頼む。画面に1週間分のSNS投稿カレンダーが表示されている。ミサキが両手を口に当てて感動。 セリフ: ［ミサキ］の吹き出しに「投稿計画もできた！」 オノマトペ: すごい…！"
60,テンプレ1,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (全面): ミサキが両手を胸の前で組み、目をキラキラと輝かせている。頬がほんのり赤く、感動と興奮が入り混じった表情。背景一面にキラキラのスターエフェクトと光の粒子が舞っている。PCモニターに組織図がうっすら映り込み、ミサキの周囲にAI部下たちのシルエットが浮かんでいる。 セリフ: ［ミサキ］の吹き出しに「私…社長になった？」 オノマトペ: キラキラキラ"
61,テンプレ1,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画、ケンタは添付のケンタ_20260329_224440.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー。ケンタはグレーTシャツにネイビースウェットパンツ
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (全面): タイトルページ。夜のリビング、PCに向かって楽しそうに作業しているミサキ。背後に帰宅したケンタが驚いた顔で立っている。ミサキは振り返り満面の笑みで「会社つくった」と言っている。◆【絶対最優先】画面上部に大きく装飾文字で「第7話」、その下に「夫の反応と日常の変化」のタイトル文字を必ず描画してください。タイトルは画像内で最も目立つ要素にしてください。 セリフ: ［ミサキ］の吹き出しに「会社つくった」、［ケンタ］の吹き出しに「は？」 オノマトペ: ドーン！"
62,テンプレ2,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画、ケンタは添付のケンタ_20260329_224440.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー。ケンタはグレーTシャツにネイビースウェットパンツ
◆【コマ構成】テンプレ2: 上下均等2分割の2コマ構成
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上): ケンタがソファに座りながら頭をかいて苦笑している。隣にミサキが嬉しそうにPCの画面を見せている。画面にはAI会社の組織図。 セリフ: ［ケンタ］の吹き出しに「よくわかんないけど楽しそう」 オノマトペ: なし
2コマ目 (下): ミサキが心からの笑顔で笑っている。目が三日月型に細まり、口は大きく開いて笑っている。ケンタも釣られて笑顔。暖かいリビングの照明。背景に温かいオレンジの光と花のエフェクト。幸せな家族の雰囲気。 セリフ: なし オノマトペ: あはは！"
63,テンプレ1,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ1: ページ全体を使った1コマ
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (全面): 朝のリビング。柔らかな朝日が窓から差し込む中、ミサキがソファに座り、片腕で赤ちゃんのユウくんを抱えてミルクをあげながら、もう片手でスマホを見ている。スマホ画面には秘書からのブリーフィング通知が表示されている。穏やかで温かい朝の光に包まれた空間。テーブルの上にはコーヒーカップ。 セリフ: ［ミサキ］の吹き出しに「おはよう、今日のタスクは…」 オノマトペ: なし"
64,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ5: 上・中・下の3段構成、読み順は上→中→下
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキのスマホ画面のクローズアップ。秘書AIからのブリーフィングメッセージが表示されている。「おはようございます。本日のタスク3件です」という通知。画面は明るく見やすいUI。 セリフ: なし オノマトペ: なし
2コマ目 (中段): スマホ画面にタスク一覧が表示されている。チェックリスト形式で「Instagram投稿チェック」「ブログ下書きレビュー」「ライティング案件対応」と並ぶ。ミサキの指がスクロールしている。 セリフ: ［ミサキ］の吹き出しに「3つだけ？楽勝じゃん」 オノマトペ: なし
3コマ目 (下段): スマホ画面にフォロワー数の推移グラフが表示されている。右肩上がりの折れ線グラフ。数字は4,800人を示す。ミサキが嬉しそうに目を細める。 セリフ: ［ミサキ］の吹き出しに「順調に伸びてる！」 オノマトペ: なし"
65,テンプレ6,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ6: 上段1コマ＋下段左右2コマ、読み順は上段→下段右側→下段左側
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキがスマホでInstagramの投稿プレビューを確認している。画面にはリール動画のサムネイルが並んでいる。真剣な表情で内容をチェック。 セリフ: ［ミサキ］の吹き出しに「この画像、差し替えて」 オノマトペ: なし
2コマ目 (下段右): スマホのチャット画面。秘書AIに「3枚目の画像を明るめに修正」と指示を送信している様子。指がタップしている。 セリフ: なし オノマトペ: ポチッ
3コマ目 (下段左): 修正完了の通知が届き、ミサキが満足げにうなずく。スマホ画面に「修正完了しました」の表示。時計が3分だけ経過している演出。 セリフ: ［ミサキ］の吹き出しに「承認完了、3分」 オノマトペ: なし"
66,テンプレ2,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ2: 上下均等2分割、読み順は上→下
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキがダイニングテーブルでノートPCを開き、ブログの下書きを読んでいる。画面にはブログ記事のプレビューが映っている。赤ちゃんのユウくんはバウンサーでご機嫌。 セリフ: ［ミサキ］の吹き出しに「構成はいい感じ」 オノマトペ: なし
2コマ目 (下段): ミサキがキーボードを打ち、自分の体験談を一文追加している。画面に「私が実際にやってみたら…」と入力中の文字が見える。満足げな笑顔で承認ボタンを押す。 セリフ: ［ミサキ］の吹き出しに「体験談を足して、承認！」 オノマトペ: カタカタ"
67,テンプレ7,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ7: 上段左右2コマ＋下段1コマ、読み順は上段右→上段左→下段
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段右): ミサキがベビーカーを押して公園の並木道を歩いている。木漏れ日が差し込み、爽やかな緑の風景。ミサキは穏やかな笑顔。 セリフ: なし オノマトペ: なし
2コマ目 (上段左): 公園のベンチに座ったミサキがスマホをチェックしている。ベビーカーの中でユウくんが眠っている。木陰の下で涼しげな雰囲気。 セリフ: ［ミサキ］の吹き出しに「ちょっと確認…」 オノマトペ: なし
3コマ目 (下段): スマホ画面のクローズアップ。秘書AIから「全タスク進行中です。承認待ちはありません」というメッセージ。ミサキが安心した表情でスマホをポケットにしまう。 セリフ: ［ミサキ］の吹き出しに「よし、お散歩続行！」 オノマトペ: なし"
68,テンプレ4,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ4: 上大・下小の2コマ構成、読み順は上→下
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・大): 公園の広い芝生で、ユウくんがハイハイして遊んでいる。ミサキがベンチから優しく見守っている。午後の穏やかな日差し、周りには他の親子連れもいる。緑豊かで温かい雰囲気。ミサキの表情は穏やかで幸せそう。 セリフ: なし オノマトペ: なし
2コマ目 (下・小): ミサキのバストアップ。胸に手を当て、静かに感動している表情。背景にキラキラとした光のエフェクト。 セリフ: ［ミサキ］の吹き出しに「育児しながら会社回ってる…」 オノマトペ: なし"
69,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画、タクヤは添付のタクヤ_20260329_224437.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー。タクヤは白い無地シャツにベージュチノパン
◆【コマ構成】テンプレ5: 上・中・下の3段構成、読み順は上→中→下
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ノートPC越しのオンラインミーティング画面。タクヤが画面の中から穏やかに話しかけている。ミサキはPC前に座っている。 セリフ: ［タクヤ］の吹き出しに「社長の仕事は判断すること」 オノマトペ: なし
2コマ目 (中段): タクヤが指を立てて強調する表情のクローズアップ。背景に集中線。力強い目線。 セリフ: ［タクヤ］の吹き出しに「作業始めたら作業員だよ」 オノマトペ: なし
3コマ目 (下段): ミサキがハッとした表情で目を見開いている。背景にひらめきのエフェクト（電球マーク）。今までの自分の動き方を振り返っているような表情。 セリフ: ［ミサキ］の吹き出しに「私、判断だけしてた…！」 オノマトペ: なし"
70,テンプレ3,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ3: 上小・下大の2コマ構成、読み順は上→下
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・小): ミサキがユウくんのお昼寝で作業中断。スマホに「引き継ぎ保存しました」と秘書AIからの通知が表示されている。時計は14時を指す。 セリフ: なし オノマトペ: なし
2コマ目 (下・大): 16時。ユウくんが起きた後、ミサキがスマホを開くと「前回の続きから再開します」と表示されている。タスクの進捗バーが途中から再スタートしている図解。ミサキが感心した表情。 セリフ: ［ミサキ］の吹き出しに「便利すぎる…」 オノマトペ: なし"
