"ページ番号","使用するコマ割りテンプレ","漫画作成のプロンプト","コマ別テキストJSON"
"58","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ5: 上・中・下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキの想像——会社員時代、有給で休んでも同僚がカバーしてくれる場面（明るいトーン）。 セリフ: なし ナレーション: ［四角枠］会社員なら、有給を取って休める。代わりにやってくれる人がいる オノマトペ: なし
2コマ目 (中段): 現実のミサキ。一人でダイニングテーブルに座っている。パソコンは閉じたまま。暗いトーン。 セリフ: なし ナレーション: ［四角枠］一人でやっている場合、代わりはいない。休んだ分は、そのまま止まる オノマトペ: なし
3コマ目 (下段): 窓の外を見つめるミサキの横顔。 セリフ: なし ナレーション: ［四角枠］子供の体調不良は予告なく来る。計画通りに進むことのほうが少ない オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""会社員なら、有給を取って休める。代わりにやってくれる人がいる""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""一人でやっている場合、代わりはいない。休んだ分は、そのまま止まる""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""子供の体調不良は予告なく来る。計画通りに進むことのほうが少ない""}]"
"59","テンプレ6","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / タクヤ: 白い無地のシャツにベージュのチノパン、茶色の革靴
◆【コマ構成】テンプレ6: 上段1コマ + 下段左右2コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): オンライン面談。ミサキが報告している。 セリフ: ［ミサキ］の吹き出しに「3日間、投稿できませんでした。子供が熱を出して」 ナレーション: なし オノマトペ: なし
2コマ目 (下段左): タクヤが優しく聞いている。 セリフ: ［タクヤ］の吹き出しに「それは大変でしたね。ひなたちゃんは元気になりましたか？」 ナレーション: なし オノマトペ: なし
3コマ目 (下段右): ミサキが少し落ち込んだ顔。 セリフ: ［ミサキ］の吹き出しに「フォロワーも減って。やっぱり毎日投稿しないとダメなのかなって」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""3日間、投稿できませんでした。子供が熱を出して""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""それは大変でしたね。ひなたちゃんは元気になりましたか？""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""フォロワーも減って。やっぱり毎日投稿しないとダメなのかなって""}]"
"60","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / タクヤ: 白い無地のシャツにベージュのチノパン、茶色の革靴
◆【コマ構成】テンプレ5: 上・中・下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): タクヤが少し黙ってから真剣な表情で。 セリフ: ［タクヤ］の吹き出しに「僕が""毎日投稿しましょう""って言ったの、覚えてますか？」 ナレーション: なし オノマトペ: なし
2コマ目 (中段): ミサキが頷く。 セリフ: ［ミサキ］の吹き出しに「はい」 ナレーション: なし オノマトペ: なし
3コマ目 (下段): タクヤが意外なことを言う。ミサキが驚いている。 セリフ: ［タクヤ］の吹き出しに「あれ、半分嘘です」 ［ミサキ］の吹き出しに「え？」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""僕が\""毎日投稿しましょう\""って言ったの、覚えてますか？""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""はい""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""あれ、半分嘘です""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""え？""}]"
"61","テンプレ1","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: タクヤ: 白い無地のシャツにベージュのチノパン、茶色の革靴
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (ページ全体): タクヤが画面越しに真剣に語りかけている。背景に「止めないこと」の文字が大きく浮かんでいる。温かい光に包まれた画面。 セリフ: ［タクヤ］の吹き出しに「本当に大事なのは""毎日やること""じゃなくて、""止めないこと""です」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""本当に大事なのは\""毎日やること\""じゃなくて、\""止めないこと\""です""}]"
"62","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / タクヤ: 白い無地のシャツにベージュのチノパン、茶色の革靴
◆【コマ構成】テンプレ5: 上・中・下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): タクヤが穏やかに説明。 セリフ: ［タクヤ］の吹き出しに「3日休んだ。で、4日目にまた投稿した。それでいいんです」 ナレーション: なし オノマトペ: なし
2コマ目 (中段): ミサキが反論しかけている。 セリフ: ［ミサキ］の吹き出しに「でも、フォロワーが——」 ナレーション: なし オノマトペ: なし
3コマ目 (下段): タクヤが力強く。 セリフ: ［タクヤ］の吹き出しに「減ります。でも残っている人は、佐藤さんの言葉に共感している人です。そっちのほうが大事でしょう？」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""3日休んだ。で、4日目にまた投稿した。それでいいんです""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""でも、フォロワーが——""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""減ります。でも残っている人は、佐藤さんの言葉に共感している人です。そっちのほうが大事でしょう？""}]"
"63","テンプレ7","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / タクヤ: 白い無地のシャツにベージュのチノパン、茶色の革靴
◆【コマ構成】テンプレ7: 上段左右2コマ + 下段1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段左): タクヤが話している。 セリフ: ［タクヤ］の吹き出しに「完璧を目指すと折れます。特に育児中は。子供は計画通りにいかない」 ナレーション: なし オノマトペ: なし
2コマ目 (上段右): ミサキが聞いている。 セリフ: ［ミサキ］の吹き出しに「前提に……」 ナレーション: なし オノマトペ: なし
3コマ目 (下段): タクヤが力強い表情で最後の言葉。 セリフ: ［タクヤ］の吹き出しに「止まってもいい。でも、やめない。それが、育児しながら何かを続ける唯一の方法です」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""完璧を目指すと折れます。特に育児中は。子供は計画通りにいかない""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""前提に……""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""止まってもいい。でも、やめない。それが、育児しながら何かを続ける唯一の方法です""}]"
"64","テンプレ6","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ6: 上段1コマ + 下段左右2コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 面談の翌日。ミサキがパソコンに向かっている。決意の表情。 セリフ: なし ナレーション: ［四角枠］面談の翌日。ミサキは4日ぶりの投稿を作った オノマトペ: なし
2コマ目 (下段左): パソコン画面。Claudeへの指示文「ひなたが風邪で3日間投稿できなかった。""止まってもいいから、やめない""という言葉に救われた。この体験を正直に書きたい」 セリフ: なし ナレーション: ［四角枠］テーマは「子供が熱を出して3日間何もできなかった話」 オノマトペ: カタカタ
3コマ目 (下段右): ミサキが画面を読んで、目がうるんでいる。 セリフ: なし ナレーション: ［四角枠］出来上がった投稿を読んで、ミサキ自身がちょっと泣きそうになった オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""面談の翌日。ミサキは4日ぶりの投稿を作った""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""テーマは「子供が熱を出して3日間何もできなかった話」""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""出来上がった投稿を読んで、ミサキ自身がちょっと泣きそうになった""}]"
"65","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ5: 上・中・下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキがスマホを見ている。いつもより通知が多い。 セリフ: なし ナレーション: ［四角枠］投稿した。反応は、いつもより多かった。コメントが2件 オノマトペ: なし
2コマ目 (中段): スマホ画面のコメント欄アップ。「私もブログ3回やめました。でもこの投稿見て、また書いてみようと思いました」 セリフ: なし ナレーション: なし オノマトペ: なし
3コマ目 (下段): もう一つのコメント。「完璧じゃなくていいって、言ってもらえると嬉しい。ありがとう」 セリフ: なし ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""投稿した。反応は、いつもより多かった。コメントが2件""}]"
"66","テンプレ4","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ4: 上段大→下段小
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段大): ミサキがスマホ画面を見つめている。目が潤んでいる。2件のコメントの光が画面から漏れている。 セリフ: なし ナレーション: ［四角枠］2件のコメント。数字としては小さい。でも、自分の経験——失敗を含めた経験——に対する、本物の反応だった オノマトペ: なし
2コマ目 (下段小): ミサキの微笑み。涙をこらえている。 セリフ: なし ナレーション: ［四角枠］「きれいごと」じゃない投稿のほうが、届く。完璧じゃないからこそ、共感される オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""2件のコメント。数字としては小さい。でも、自分の経験——失敗を含めた経験——に対する、本物の反応だった""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""「きれいごと」じゃない投稿のほうが、届く。完璧じゃないからこそ、共感される""}]"
"67","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ5: 上・中・下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 翌日、パソコンに向かうミサキ。明るい表情。 セリフ: なし ナレーション: ［四角枠］ミサキは翌日も投稿した。その翌日も オノマトペ: カタカタ
2コマ目 (中段): カレンダーに投稿マークが続いている。途中に空白の日がある。でもまた再開。 セリフ: なし ナレーション: ［四角枠］3日休んでも、また始めた。それだけのことだった オノマトペ: なし
3コマ目 (下段): ミサキの横顔。穏やかだけど強い眼差し。 セリフ: なし ナレーション: ［四角枠］でも「それだけのこと」が、一番難しくて、一番大事だった オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""ミサキは翌日も投稿した。その翌日も""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""3日休んでも、また始めた。それだけのことだった""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""でも「それだけのこと」が、一番難しくて、一番大事だった""}]"
"68","テンプレ7","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ7: 上段左右2コマ + 下段1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段左): ミサキの手帳に新しい投稿計画。「実体験ベース」の投稿と「ハウツー」の比率が書かれている。 セリフ: なし ナレーション: ［四角枠］再開後、投稿のスタイルが変わり始めた。体験ベースの投稿が増えた オノマトペ: なし
2コマ目 (上段右): パソコンでClaudeに相談しているミサキ。具体的な体験を入力している。 セリフ: なし ナレーション: ［四角枠］AIへの指示は、いつも自分の体験から始める オノマトペ: カタカタ
3コマ目 (下段): スマホのInstagram画面。少しずつ「いいね」が増えてきている。 セリフ: なし ナレーション: ［四角枠］少しずつだけど、反応が変わり始めた オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""再開後、投稿のスタイルが変わり始めた。体験ベースの投稿が増えた""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""AIへの指示は、いつも自分の体験から始める""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""少しずつだけど、反応が変わり始めた""}]"
"69","テンプレ6","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ6: 上段1コマ + 下段左右2コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキが「今日は正直に書こう」と決意してパソコンに向かう。 セリフ: なし ナレーション: ［四角枠］完璧な育児アドバイスより、不完全な本音のほうが共感を生む——それがわかり始めた オノマトペ: なし
2コマ目 (下段左): スマホの投稿にコメントがついている画面。 セリフ: なし ナレーション: ［四角枠］正直に書いた投稿にだけ、コメントがつく オノマトペ: なし
3コマ目 (下段右): ミサキが嬉しそうにスマホを見ている。 セリフ: ［ミサキ］の吹き出しに「読んでくれてる人がいる」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""完璧な育児アドバイスより、不完全な本音のほうが共感を生む——それがわかり始めた""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""正直に書いた投稿にだけ、コメントがつく""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""読んでくれてる人がいる""}]"
"70","テンプレ2","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, ひなたは添付のひなた.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / ひなた: ピンクのTシャツに白いズボン
◆【コマ構成】テンプレ2: 上下均等2分割
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 昼。ひなたが昼寝している間にパソコンに向かうミサキ。時計が13:00を示している。 セリフ: なし ナレーション: ［四角枠］ひなたの昼寝が投稿の時間。毎日のルーティンになっていた オノマトペ: すやすや
2コマ目 (下段): 夜。ひなたを寝かしつけた後、ダイニングテーブルでパソコンに向かうミサキ。時計は22:00。 セリフ: なし ナレーション: ［四角枠］夜は仕上げの時間。昼に書いた下書きを、Claudeと一緒にブラッシュアップする オノマトペ: カタカタ","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""ひなたの昼寝が投稿の時間。毎日のルーティンになっていた""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""夜は仕上げの時間。昼に書いた下書きを、Claudeと一緒にブラッシュアップする""}]"
"71","テンプレ3","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ3: 上段小→下段大
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段小): スマホのフォロワー数推移のイメージ。12→15→20→27→30と少しずつ増えている。 セリフ: なし ナレーション: ［四角枠］フォロワーは少しずつ増えていた。爆発的ではないけれど、確実に オノマトペ: なし
2コマ目 (下段大): ミサキが満足そうにスマホを見ている。穏やかな笑顔。 セリフ: ［ミサキ］の吹き出しに「一人ずつ、ちゃんと増えてる」 ナレーション: ［四角枠］数字よりも嬉しかったのは、コメントの中身が変わってきたこと オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""フォロワーは少しずつ増えていた。爆発的ではないけれど、確実に""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""一人ずつ、ちゃんと増えてる""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""数字よりも嬉しかったのは、コメントの中身が変わってきたこと""}]"
