"ページ番号","使用するコマ割りテンプレ","漫画作成のプロンプト","コマ別テキストJSON"
"105","テンプレ6","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, ケンタは添付のケンタ.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / ケンタ: グレーのTシャツにネイビーのスウェットパンツ
◆【コマ構成】テンプレ6: 上段1コマ + 下段左右2コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ケンタが帰宅してきた。 セリフ: ケンタ「ひなたは元気になった？」
2コマ目 (下段左): ミサキが嬉しそうにスマホを見せる。 セリフ: ミサキ「見て、フォロワー増えてきてるの」
3コマ目 (下段右): ケンタが驚いた表情。 セリフ: ケンタ「すごいじゃん！」","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""ケンタ"",""text"":""ひなたは元気になった？""},{""panel_id"":2,""type"":""dialogue"",""speaker"":""ミサキ"",""text"":""見て、フォロワー増えてきてるの""},{""panel_id"":3,""type"":""dialogue"",""speaker"":""ケンタ"",""text"":""すごいじゃん！""}]"
"106","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, ケンタは添付のケンタ.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / ケンタ: グレーのTシャツにネイビーのスウェットパンツ
◆【コマ構成】テンプレ5: 上・中・下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキが続ける。 セリフ: ミサキ「熱で3日休んだけど、また再開したの」
2コマ目 (中段): ケンタが感心している。 セリフ: ケンタ「えらいな。続けてるんだ」
3コマ目 (下段): ミサキが嬉しそうに言う。 セリフ: ミサキ「完璧じゃない投稿のほうが届くって気づいたんだ」","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""ミサキ"",""text"":""熱で3日休んだけど、また再開したの""},{""panel_id"":2,""type"":""dialogue"",""speaker"":""ケンタ"",""text"":""えらいな。続けてるんだ""},{""panel_id"":3,""type"":""dialogue"",""speaker"":""ミサキ"",""text"":""完璧じゃない投稿のほうが届くって気づいたんだ""}]"
"107","テンプレ3","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, ケンタは添付のケンタ.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / ケンタ: グレーのTシャツにネイビーのスウェットパンツ
◆【コマ構成】テンプレ3: 上段小→下段大
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段小): ケンタが少し驚いた表情。 セリフ: ケンタ「完璧じゃなくていいのか」
2コマ目 (下段大): 二人が並んでスマホを見ている。温かい家族の光景。 ナレーション: ケンタが隣に来て、一緒に画面を見た","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""ケンタ"",""text"":""完璧じゃなくていいのか""},{""panel_id"":2,""type"":""narration"",""speaker"":null,""text"":""ケンタが隣に来て、一緒に画面を見た""}]"
"108","テンプレ2","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, ケンタは添付のケンタ.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / ケンタ: グレーのTシャツにネイビーのスウェットパンツ
◆【コマ構成】テンプレ2: 上下均等2分割
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ケンタが真剣な顔で画面を読んでいる。 ナレーション: ケンタが全部の投稿を読んでくれていた
2コマ目 (下段): ケンタがミサキの肩に手を置く。 セリフ: ケンタ「応援してるよ」","[{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""ケンタが全部の投稿を読んでくれていた""},{""panel_id"":2,""type"":""dialogue"",""speaker"":""ケンタ"",""text"":""応援してるよ""}]"
"109","テンプレ4","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: 薄いピンクのパジャマ
◆【コマ構成】テンプレ4: 上段大→下段小
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段大): 夜のベッド。ミサキが布団の中で天井を見つめている。ひなたの寝息が聞こえる。 ナレーション: ひなたの寝息を聞きながら、ミサキは考えていた
2コマ目 (下段小): ミサキの内心のイメージ。フォロワー増加と、まだ解決していない家計の問題のイメージが交錯。 ナレーション: フォロワーは増えた。でも収入にはなっていない","[{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""ひなたの寝息を聞きながら、ミサキは考えていた""},{""panel_id"":2,""type"":""narration"",""speaker"":null,""text"":""フォロワーは増えた。でも収入にはなっていない""}]"
"110","テンプレ2","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: 薄いピンクのパジャマ
◆【コマ構成】テンプレ2: 上下均等2分割
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキの回想。タクヤの顔が思い浮かぶ。 ナレーション: タクヤが言っていた——「100人は通過点です」
2コマ目 (下段): ミサキが静かに微笑んでいる。 ナレーション: 「ここからが本番ですよ」","[{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""タクヤが言っていた——「100人は通過点です」""},{""panel_id"":2,""type"":""narration"",""speaker"":null,""text"":""「ここからが本番ですよ」""}]"
"111","テンプレ2","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: 薄いピンクのパジャマ
◆【コマ構成】テンプレ2: 上下均等2分割
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 2ヶ月前のミサキ（暗いトーン）「何もわからない」が恐怖だった。 ナレーション: 2ヶ月前は「何もわからない」が恐怖だった
2コマ目 (下段): 現在のミサキ（明るいトーン）穏やかな表情。 ナレーション: 今は「わからないけど、やってみよう」に変わっている","[{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""2ヶ月前は「何もわからない」が恐怖だった""},{""panel_id"":2,""type"":""narration"",""speaker"":null,""text"":""今は「わからないけど、やってみよう」に変わっている""}]"
"112","テンプレ1","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: 薄いピンクのパジャマ
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (ページ全体): 夜のベッド。ミサキが目を閉じて微笑んでいる。布団の中。隣にひなたが寝ている。窓から月明かりが差し込む。穏やかで前向きな表情。 ナレーション: 明日も投稿する。止まるかもしれない。でも、やめない。「もっとやりたい」——この気持ちがある限り、ミサキは止まらない","[{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""明日も投稿する。止まるかもしれない。でも、やめない。「もっとやりたい」——この気持ちがある限り、ミサキは止まらない""}]"
"113","テキストページ","◆【テキストページ】このページは画像生成不要。EPUB製本時にテキストとして直接レンダリングする。
◆【コラム原文】
コラム⑦：「続ける」というキャリア戦略——育児中に無理なく続けるための考え方（前編）

——キャリアコンサルタントの視点から

「完璧を目指すと折れます」——タクヤの言葉は、キャリア支援の現場で最も大切にしていることの一つです。

育児中の継続が難しい理由

育児中に何かを続けることが難しい理由は、単純に「時間がない」だけではありません。予測不能性の問題があります。子供の体調、夜泣きのタイミング、夫の帰宅時間——育児生活は計画通りに進まないことがほとんどです。「今日は2時間作業する」と決めても、ひなたが熱を出せば当然できません。

この「予測不能性」が、多くのママを「自分はダメだ」という自己批判に追い込みます。

完璧な継続を目指す罠

「毎日投稿する」と決める。守れない日が来る。「また失敗した」と感じる。モチベーションが下がる。また失敗する。やめる——この悪循環はSNS運用でよく見られます。

ミサキも最初はこの罠にはまりかけました。3日間投稿できなかっただけで「育児しながらは無理なのかな」と思ってしまった。でも、本当に「無理」だったでしょうか。","[]"
"114","テキストページ","◆【テキストページ】このページは画像生成不要。EPUB製本時にテキストとして直接レンダリングする。
◆【コラム原文】
コラム⑦：「続ける」というキャリア戦略——育児中に無理なく続けるための考え方（後編）

「止めないこと」と「毎日やること」は違う

タクヤが言った「大事なのは止めないこと」は、「毎日やること」とは全く異なります。

止めないこと＝再開できること、です。3日休んだ。でも4日目に再開した。これは「止めていない」のです。「完璧な継続」ではなく「再開できる継続」——この発想の転換が、育児中の継続を可能にします。

細く長く：最強のキャリア戦略

30分×週2日を1年続けると、約52時間。2年続けると104時間——専門性を身につけるのに十分な時間です。

「今週は3日できた」「先週は1日しかできなかった」——その週の比較ではなく、1年・2年単位で見ること。短期の失敗に一喜一憂せず、長期の継続を目指す。

これは育児の「大変な時期」が必ず終わることを前提にした戦略でもあります。ひなたが3歳になれば、2歳の今より少しだけ時間ができます。4歳になれば、さらに少し。焦らなくていい。止めなければ、前に進んでいます。

中断しても再開できる仕組みを作ること——それが育児中のキャリア戦略の核心です。","[]"
"115","テンプレ6","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, ケンタは添付のケンタ.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / ケンタ: グレーのTシャツにネイビーのスウェットパンツ
◆【コマ構成】テンプレ6: 上段1コマ + 下段左右2コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ケンタが帰宅。ミサキが緊張した様子でソファに座っている。 セリフ: ケンタ「どうしたの？元気ないね」
2コマ目 (下段左): ミサキが打ち明ける。 セリフ: ミサキ「明日、初回の面談があって……」
3コマ目 (下段右): ケンタが優しく言う。 セリフ: ケンタ「大丈夫だよ。行ってみたら案外平気だから」","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""ケンタ"",""text"":""どうしたの？元気ないね""},{""panel_id"":2,""type"":""dialogue"",""speaker"":""ミサキ"",""text"":""明日、初回の面談があって……""},{""panel_id"":3,""type"":""dialogue"",""speaker"":""ケンタ"",""text"":""大丈夫だよ。行ってみたら案外平気だから""}]"
"116","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, ケンタは添付のケンタ.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / ケンタ: グレーのTシャツにネイビーのスウェットパンツ
◆【コマ構成】テンプレ5: 上・中・下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキが続ける。 セリフ: ミサキ「プログラミングとか英語とか……全然わからないのに」
2コマ目 (中段): ケンタが真剣な顔で聞いている。 セリフ: ケンタ「でも申し込んだんだろ？」
3コマ目 (下段): ミサキが小さく頷く。 ナレーション: 申し込んだ。それだけは確かだ","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""ミサキ"",""text"":""プログラミングとか英語とか……全然わからないのに""},{""panel_id"":2,""type"":""dialogue"",""speaker"":""ケンタ"",""text"":""でも申し込んだんだろ？""},{""panel_id"":3,""type"":""narration"",""speaker"":null,""text"":""申し込んだ。それだけは確かだ""}]"
"117","テンプレ2","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, ケンタは添付のケンタ.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / ケンタ: グレーのTシャツにネイビーのスウェットパンツ
◆【コマ構成】テンプレ2: 上下均等2分割
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ケンタが穏やかに言う。 セリフ: ケンタ「やってみて、ダメだったらそのとき考えよう」
2コマ目 (下段): ミサキがケンタを見て微笑んでいる。 ナレーション: この人がいるから、踏み出せる","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""ケンタ"",""text"":""やってみて、ダメだったらそのとき考えよう""},{""panel_id"":2,""type"":""narration"",""speaker"":null,""text"":""この人がいるから、踏み出せる""}]"
"118","テンプレ3","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, ひなた（2歳期）は添付のひなた_2歳期.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / ひなた: ピンクのTシャツに白いズボン
◆【コマ構成】テンプレ3: 上段小→下段大
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段小): ミサキがひなたの布団を整えている。ひなたがすやすや眠っている。 オノマトペ: すやすや
2コマ目 (下段大): ミサキがひなたの顔を見ながら思っている。 ナレーション: この子のためにも、やってみよう","[{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""""},{""panel_id"":2,""type"":""narration"",""speaker"":null,""text"":""この子のためにも、やってみよう""}]"
"119","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, ひなた（2歳期）は添付のひなた_2歳期.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / ひなた: ピンクのTシャツに白いズボン
◆【コマ構成】テンプレ5: 上・中・下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 朝のダイニング。ミサキがひなたにご飯を食べさせている。 セリフ: ひなた「まま、あーん」
2コマ目 (中段): ミサキがスプーンでひなたにご飯を食べさせながら、頭の中でZoom面談のことを考えている。 ナレーション: 今夜、面談がある
3コマ目 (下段): ひなたが「あ！」と笑顔で手を叩いている。 セリフ: ひなた「あー！」 ナレーション: ひなたがいると不思議と落ち着く","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""ひなた"",""text"":""まま、あーん""},{""panel_id"":2,""type"":""narration"",""speaker"":null,""text"":""今夜、面談がある""},{""panel_id"":3,""type"":""dialogue"",""speaker"":""ひなた"",""text"":""あー！""},{""panel_id"":3,""type"":""narration"",""speaker"":null,""text"":""ひなたがいると不思議と落ち着く""}]"
"120","テンプレ4","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ4: 上段大→下段小
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段大): ミサキがノートに「聞きたいこと」を書き出している。「プログラミングは？」「英語は？」「時間がなくてもできる？」などのメモ。 ナレーション: 面談前、ミサキは質問をまとめておいた
2コマ目 (下段小): ミサキがそのノートを閉じる。 ナレーション: 何も聞けなくてもいい。でも準備くらいはしておきたかった","[{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""面談前、ミサキは質問をまとめておいた""},{""panel_id"":2,""type"":""narration"",""speaker"":null,""text"":""何も聞けなくてもいい。でも準備くらいはしておきたかった""}]"
"121","テンプレ6","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / タクヤ: 白い無地のシャツにベージュのチノパン、茶色の革靴
◆【コマ構成】テンプレ6: 上段1コマ + 下段左右2コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 画面に回鍋肉のレシピが表示されている。ミサキが食い入るように読んでいる。 ナレーション: 回鍋肉。材料、手順、時間——全部日本語で書いてある
2コマ目 (下段左): タクヤが「詳しく聞いてみてください」と促す。 セリフ: タクヤ「詳しく聞いてみてください」
3コマ目 (下段右): ミサキが追加で質問を入力している。 セリフ: ミサキ「ひなたも食べられる辛さにしたい、とも聞いていいですか？」","[{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""回鍋肉。材料、手順、時間——全部日本語で書いてある""},{""panel_id"":2,""type"":""dialogue"",""speaker"":""タクヤ"",""text"":""詳しく聞いてみてください""},{""panel_id"":3,""type"":""dialogue"",""speaker"":""ミサキ"",""text"":""ひなたも食べられる辛さにしたい、とも聞いていいですか？""}]"
"122","テンプレ3","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / タクヤ: 白い無地のシャツにベージュのチノパン、茶色の革靴
◆【コマ構成】テンプレ3: 上段小→下段大
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段小): ミサキが追加質問を入力している。 オノマトペ: カタカタ
2コマ目 (下段大): 画面に「2歳の子供も食べられる甘口バージョン」のレシピが表示されている。ミサキが目を丸くしている。 セリフ: ミサキ「ひなたのことまで考えてくれた……！」","[{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""""},{""panel_id"":2,""type"":""dialogue"",""speaker"":""ミサキ"",""text"":""ひなたのことまで考えてくれた……！""}]"
