ページ番号,使用するコマ割りテンプレ,漫画作成のプロンプト,コマ別テキストJSON,outfit_id
22,テンプレ4,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】現代ビジネス成長マンガ。日本のアニメ・マンガ調、クリーンな線画、明るいデジタル彩色、表情豊か、ビジネス書の読みやすさ、白と青と緑を基調にした清潔な画面。ステップ図解は禁止。
◆【絶対最優先】キャラクター外見: 高橋ミナは添付の高橋ミナ.pngと100%同一の外見、佐伯レンは添付の佐伯レン.pngと100%同一の外見、真田ユイは添付の真田ユイ.pngと100%同一の外見で描画。
◆【補足情報】服装: ren_mentor
◆【コマ構成】テンプレ4
◆【ストーリー】
1コマ目: レンがカレンダーを指さし、1か月前の吹き出しを示す。 セリフ: ［レン］の吹き出しに「1か月前なら、Claudeだけでいいと言っていたかもしれない。」 ナレーション: ［四角枠］AIの勢力図は、それほど速く変わる。 オノマトペ: なし","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""レン"",""text"":""1か月前なら、Claudeだけでいいと言っていたかもしれない。""},{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""AIの勢力図は、それほど速く変わる。""}]",ren_mentor
23,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】現代ビジネス成長マンガ。日本のアニメ・マンガ調、クリーンな線画、明るいデジタル彩色、表情豊か、ビジネス書の読みやすさ、白と青と緑を基調にした清潔な画面。ステップ図解は禁止。
◆【絶対最優先】キャラクター外見: 高橋ミナは添付の高橋ミナ.pngと100%同一の外見、佐伯レンは添付の佐伯レン.pngと100%同一の外見、真田ユイは添付の真田ユイ.pngと100%同一の外見で描画。
◆【補足情報】服装: mina_work
◆【コマ構成】テンプレ5
◆【ストーリー】
1コマ目: ミナが驚きつつ、今日の結論と未来の余白をノートに書く。 セリフ: ［ミナ］の吹き出しに「強く決める。でも固定しない。」 ナレーション: ［四角枠］今日の結論は、未来を縛る鎖ではない。 オノマトペ: なし","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""ミナ"",""text"":""強く決める。でも固定しない。""},{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""今日の結論は、未来を縛る鎖ではない。""}]",mina_work
24,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】現代ビジネス成長マンガ。日本のアニメ・マンガ調、クリーンな線画、明るいデジタル彩色、表情豊か、ビジネス書の読みやすさ、白と青と緑を基調にした清潔な画面。ステップ図解は禁止。
◆【絶対最優先】キャラクター外見: 高橋ミナは添付の高橋ミナ.pngと100%同一の外見、佐伯レンは添付の佐伯レン.pngと100%同一の外見、真田ユイは添付の真田ユイ.pngと100%同一の外見で描画。
◆【補足情報】服装: ren_mentor
◆【コマ構成】テンプレ5
◆【ストーリー】
1コマ目: 第4章の扉。ミナが編集長のようにAI作業チームを指揮する。 セリフ: ［レン］の吹き出しに「AIに丸投げしない。人間が編集長になる。」 ナレーション: ［四角枠］第4章 ChatGPT中心の実務ワークフロー。 オノマトペ: なし","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""レン"",""text"":""AIに丸投げしない。人間が編集長になる。""},{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""第4章 ChatGPT中心の実務ワークフロー。""}]",ren_mentor
25,テンプレ6,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】現代ビジネス成長マンガ。日本のアニメ・マンガ調、クリーンな線画、明るいデジタル彩色、表情豊か、ビジネス書の読みやすさ、白と青と緑を基調にした清潔な画面。ステップ図解は禁止。
◆【絶対最優先】キャラクター外見: 高橋ミナは添付の高橋ミナ.pngと100%同一の外見、佐伯レンは添付の佐伯レン.pngと100%同一の外見、真田ユイは添付の真田ユイ.pngと100%同一の外見で描画。
◆【補足情報】服装: mina_work
◆【コマ構成】テンプレ6
◆【ストーリー】
1コマ目: ミナが目的、読者、成果物をカードに分ける。 セリフ: ［ミナ］の吹き出しに「まず目的。次に読者。最後に成果物。」 ナレーション: ［四角枠］順番を決めると、AIへの依頼が具体的になる。 オノマトペ: なし","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""ミナ"",""text"":""まず目的。次に読者。最後に成果物。""},{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""順番を決めると、AIへの依頼が具体的になる。""}]",mina_work
26,テンプレ7,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】現代ビジネス成長マンガ。日本のアニメ・マンガ調、クリーンな線画、明るいデジタル彩色、表情豊か、ビジネス書の読みやすさ、白と青と緑を基調にした清潔な画面。ステップ図解は禁止。
◆【絶対最優先】キャラクター外見: 高橋ミナは添付の高橋ミナ.pngと100%同一の外見、佐伯レンは添付の佐伯レン.pngと100%同一の外見、真田ユイは添付の真田ユイ.pngと100%同一の外見で描画。
◆【補足情報】服装: yui_office
◆【コマ構成】テンプレ7
◆【ストーリー】
1コマ目: ChatGPT画面から企画、原稿、スライド構成が流れるように出る。 セリフ: ［ユイ］の吹き出しに「一つの相談から全部つながっていく！」 ナレーション: ［四角枠］作業は点ではなく、流れで進める。 オノマトペ: なし","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""ユイ"",""text"":""一つの相談から全部つながっていく！""},{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""作業は点ではなく、流れで進める。""}]",yui_office
27,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】現代ビジネス成長マンガ。日本のアニメ・マンガ調、クリーンな線画、明るいデジタル彩色、表情豊か、ビジネス書の読みやすさ、白と青と緑を基調にした清潔な画面。ステップ図解は禁止。
◆【絶対最優先】キャラクター外見: 高橋ミナは添付の高橋ミナ.pngと100%同一の外見、佐伯レンは添付の佐伯レン.pngと100%同一の外見、真田ユイは添付の真田ユイ.pngと100%同一の外見で描画。
◆【補足情報】服装: ren_mentor
◆【コマ構成】テンプレ5
◆【ストーリー】
1コマ目: レンが赤ペンで出力を評価し、ミナが修正条件を足す。 セリフ: ［レン］の吹き出しに「最初の答えを完成品と思わない。」 ナレーション: ［四角枠］評価して、条件を足し、もう一度出す。 オノマトペ: なし","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""レン"",""text"":""最初の答えを完成品と思わない。""},{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""評価して、条件を足し、もう一度出す。""}]",ren_mentor
28,テンプレ4,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】現代ビジネス成長マンガ。日本のアニメ・マンガ調、クリーンな線画、明るいデジタル彩色、表情豊か、ビジネス書の読みやすさ、白と青と緑を基調にした清潔な画面。ステップ図解は禁止。
◆【絶対最優先】キャラクター外見: 高橋ミナは添付の高橋ミナ.pngと100%同一の外見、佐伯レンは添付の佐伯レン.pngと100%同一の外見、真田ユイは添付の真田ユイ.pngと100%同一の外見で描画。
◆【補足情報】服装: mina_work
◆【コマ構成】テンプレ4
◆【ストーリー】
1コマ目: ミナがプロンプトを磨き、画面の出力が整っていく。 セリフ: ［ミナ］の吹き出しに「プロンプトは育てるものなんですね。」 ナレーション: ［四角枠］AI活用は、一回の命令ではなく改善ループである。 オノマトペ: なし","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""ミナ"",""text"":""プロンプトは育てるものなんですね。""},{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""AI活用は、一回の命令ではなく改善ループである。""}]",mina_work
29,テンプレ6,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】現代ビジネス成長マンガ。日本のアニメ・マンガ調、クリーンな線画、明るいデジタル彩色、表情豊か、ビジネス書の読みやすさ、白と青と緑を基調にした清潔な画面。ステップ図解は禁止。
◆【絶対最優先】キャラクター外見: 高橋ミナは添付の高橋ミナ.pngと100%同一の外見、佐伯レンは添付の佐伯レン.pngと100%同一の外見、真田ユイは添付の真田ユイ.pngと100%同一の外見で描画。
◆【補足情報】服装: yui_office
◆【コマ構成】テンプレ6
◆【ストーリー】
1コマ目: ユイが品質チェック表を見ながら笑顔で確認する。 セリフ: ［ユイ］の吹き出しに「これなら仕事として使えます。」 ナレーション: ［四角枠］作る、評価する、直す。この流れが品質を生む。 オノマトペ: なし","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""ユイ"",""text"":""これなら仕事として使えます。""},{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""作る、評価する、直す。この流れが品質を生む。""}]",yui_office
30,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】現代ビジネス成長マンガ。日本のアニメ・マンガ調、クリーンな線画、明るいデジタル彩色、表情豊か、ビジネス書の読みやすさ、白と青と緑を基調にした清潔な画面。ステップ図解は禁止。
◆【絶対最優先】キャラクター外見: 高橋ミナは添付の高橋ミナ.pngと100%同一の外見、佐伯レンは添付の佐伯レン.pngと100%同一の外見、真田ユイは添付の真田ユイ.pngと100%同一の外見で描画。
◆【補足情報】服装: mina_work
◆【コマ構成】テンプレ5
◆【ストーリー】
1コマ目: 第5章の扉。未来のAIシルエットとアンテナ、カレンダー。 セリフ: ［ミナ］の吹き出しに「でも、来月また主役が変わったら？」 ナレーション: ［四角枠］第5章 固定せず、乗り遅れないためのAI戦略。 オノマトペ: なし","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""ミナ"",""text"":""でも、来月また主役が変わったら？""},{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""第5章 固定せず、乗り遅れないためのAI戦略。""}]",mina_work
31,テンプレ6,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】現代ビジネス成長マンガ。日本のアニメ・マンガ調、クリーンな線画、明るいデジタル彩色、表情豊か、ビジネス書の読みやすさ、白と青と緑を基調にした清潔な画面。ステップ図解は禁止。
◆【絶対最優先】キャラクター外見: 高橋ミナは添付の高橋ミナ.pngと100%同一の外見、佐伯レンは添付の佐伯レン.pngと100%同一の外見、真田ユイは添付の真田ユイ.pngと100%同一の外見で描画。
◆【補足情報】服装: ren_mentor
◆【コマ構成】テンプレ6
◆【ストーリー】
1コマ目: レンがファイル棚を示し、AIの外にデータを保存する絵。 セリフ: ［レン］の吹き出しに「データを一つのAIの中だけに閉じ込めない。」 ナレーション: ［四角枠］乗り換えやすさは、保存の仕方で決まる。 オノマトペ: なし","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""レン"",""text"":""データを一つのAIの中だけに閉じ込めない。""},{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""乗り換えやすさは、保存の仕方で決まる。""}]",ren_mentor
32,テンプレ7,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】現代ビジネス成長マンガ。日本のアニメ・マンガ調、クリーンな線画、明るいデジタル彩色、表情豊か、ビジネス書の読みやすさ、白と青と緑を基調にした清潔な画面。ステップ図解は禁止。
◆【絶対最優先】キャラクター外見: 高橋ミナは添付の高橋ミナ.pngと100%同一の外見、佐伯レンは添付の佐伯レン.pngと100%同一の外見、真田ユイは添付の真田ユイ.pngと100%同一の外見で描画。
◆【補足情報】服装: ren_mentor
◆【コマ構成】テンプレ7
◆【ストーリー】
1コマ目: 同じ仕事をChatGPT、Claude、Geminiに投げる3つの小画面。 セリフ: ［レン］の吹き出しに「3か月ごとに同じ作業で比べればいい。」 ナレーション: ［四角枠］毎日迷わず、定期的に見直す。 オノマトペ: なし","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""レン"",""text"":""3か月ごとに同じ作業で比べればいい。""},{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""毎日迷わず、定期的に見直す。""}]",ren_mentor
33,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】現代ビジネス成長マンガ。日本のアニメ・マンガ調、クリーンな線画、明るいデジタル彩色、表情豊か、ビジネス書の読みやすさ、白と青と緑を基調にした清潔な画面。ステップ図解は禁止。
◆【絶対最優先】キャラクター外見: 高橋ミナは添付の高橋ミナ.pngと100%同一の外見、佐伯レンは添付の佐伯レン.pngと100%同一の外見、真田ユイは添付の真田ユイ.pngと100%同一の外見で描画。
◆【補足情報】服装: yui_office
◆【コマ構成】テンプレ5
◆【ストーリー】
1コマ目: ユイがニュース、公式情報、実務メモをアンテナで拾うイメージ。 セリフ: ［ユイ］の吹き出しに「最新情報を拾うアンテナも必要ですね。」 ナレーション: ［四角枠］変化は速い。だから仕組みで追う。 オノマトペ: なし","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""ユイ"",""text"":""最新情報を拾うアンテナも必要ですね。""},{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""変化は速い。だから仕組みで追う。""}]",yui_office
34,テンプレ4,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】現代ビジネス成長マンガ。日本のアニメ・マンガ調、クリーンな線画、明るいデジタル彩色、表情豊か、ビジネス書の読みやすさ、白と青と緑を基調にした清潔な画面。ステップ図解は禁止。
◆【絶対最優先】キャラクター外見: 高橋ミナは添付の高橋ミナ.pngと100%同一の外見、佐伯レンは添付の佐伯レン.pngと100%同一の外見、真田ユイは添付の真田ユイ.pngと100%同一の外見で描画。
◆【補足情報】服装: mina_work
◆【コマ構成】テンプレ4
◆【ストーリー】
1コマ目: ミナが今日の中心と未来の候補をノートに分ける。 セリフ: ［ミナ］の吹き出しに「ChatGPTしか使えない人にはならない。」 ナレーション: ［四角枠］中心を持つことと、固定しないことは両立する。 オノマトペ: なし","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""ミナ"",""text"":""ChatGPTしか使えない人にはならない。""},{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""中心を持つことと、固定しないことは両立する。""}]",mina_work
35,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】現代ビジネス成長マンガ。日本のアニメ・マンガ調、クリーンな線画、明るいデジタル彩色、表情豊か、ビジネス書の読みやすさ、白と青と緑を基調にした清潔な画面。ステップ図解は禁止。
◆【絶対最優先】キャラクター外見: 高橋ミナは添付の高橋ミナ.pngと100%同一の外見、佐伯レンは添付の佐伯レン.pngと100%同一の外見、真田ユイは添付の真田ユイ.pngと100%同一の外見で描画。
◆【補足情報】服装: mina_work
◆【コマ構成】テンプレ5
◆【ストーリー】
1コマ目: エピローグ。朝の机でミナがChatGPTを開き、ユイが隣で準備する。 セリフ: ［ミナ］の吹き出しに「今日の仕事は、まずChatGPTから始める。」 ナレーション: ［四角枠］迷いは消え、作る時間が戻ってきた。 オノマトペ: なし","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""ミナ"",""text"":""今日の仕事は、まずChatGPTから始める。""},{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""迷いは消え、作る時間が戻ってきた。""}]",mina_work
36,テンプレ6,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】現代ビジネス成長マンガ。日本のアニメ・マンガ調、クリーンな線画、明るいデジタル彩色、表情豊か、ビジネス書の読みやすさ、白と青と緑を基調にした清潔な画面。ステップ図解は禁止。
◆【絶対最優先】キャラクター外見: 高橋ミナは添付の高橋ミナ.pngと100%同一の外見、佐伯レンは添付の佐伯レン.pngと100%同一の外見、真田ユイは添付の真田ユイ.pngと100%同一の外見で描画。
◆【補足情報】服装: ren_mentor
◆【コマ構成】テンプレ6
◆【ストーリー】
1コマ目: レンが二人に微笑み、背景に円形の矢印。 セリフ: ［レン］の吹き出しに「今日の正解を使い、今日の正解を握りしめすぎない。」 ナレーション: ［四角枠］AI時代に必要なのは、中心と柔軟さ。 オノマトペ: なし","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""レン"",""text"":""今日の正解を使い、今日の正解を握りしめすぎない。""},{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""AI時代に必要なのは、中心と柔軟さ。""}]",ren_mentor
37,テンプレ7,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】現代ビジネス成長マンガ。日本のアニメ・マンガ調、クリーンな線画、明るいデジタル彩色、表情豊か、ビジネス書の読みやすさ、白と青と緑を基調にした清潔な画面。ステップ図解は禁止。
◆【絶対最優先】キャラクター外見: 高橋ミナは添付の高橋ミナ.pngと100%同一の外見、佐伯レンは添付の佐伯レン.pngと100%同一の外見、真田ユイは添付の真田ユイ.pngと100%同一の外見で描画。
◆【補足情報】服装: yui_office
◆【コマ構成】テンプレ7
◆【ストーリー】
1コマ目: ミナとユイがそれぞれのPCに向かい、作業が進み始める。 セリフ: ［ユイ］の吹き出しに「AI選びで止まらず、AIで作る側へ。」 ナレーション: ［四角枠］一周回って、答えはシンプルになった。 オノマトペ: なし","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""ユイ"",""text"":""AI選びで止まらず、AIで作る側へ。""},{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""一周回って、答えはシンプルになった。""}]",yui_office
38,テンプレ1,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】現代ビジネス成長マンガ。日本のアニメ・マンガ調、クリーンな線画、明るいデジタル彩色、表情豊か、ビジネス書の読みやすさ、白と青と緑を基調にした清潔な画面。ステップ図解は禁止。
◆【絶対最優先】キャラクター外見: 高橋ミナは添付の高橋ミナ.pngと100%同一の外見、佐伯レンは添付の佐伯レン.pngと100%同一の外見、真田ユイは添付の真田ユイ.pngと100%同一の外見で描画。
◆【補足情報】服装: mina_work;ren_mentor;yui_office
◆【コマ構成】テンプレ1
◆【ストーリー】
1コマ目: 3人が明るいオフィスで前を向くクライマックス。 セリフ: ［ミナ］の吹き出しに「いまはChatGPTだけでいい。でも、変化には備える。」 ナレーション: ［四角枠］これがChatGPT 5.5時代の結論。 オノマトペ: なし","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""ミナ"",""text"":""いまはChatGPTだけでいい。でも、変化には備える。""},{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""これがChatGPT 5.5時代の結論。""}]",mina_work;ren_mentor;yui_office
39,テキストページ,"◆【テキストページ】著者紹介
Yuichi
AI活用、電子書籍制作、コンテンツ制作、業務改善をテーマに、生成AIを実務に取り入れる方法を研究・実践している。",[],
40,テキストページ,"◆【テキストページ】書籍紹介
書名: ChatGPT 5.5時代の結論 マンガ版
副題: 一周回って、いまはChatGPTだけでいい
著者: Yuichi
発行日: 2026年5月7日
発行: YN Factory",[],
