ページ番号,使用するコマ割りテンプレ,漫画作成のプロンプト
"50","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 天野凛は添付のamano_rin_20260324_134234.pngと100%同一の外見で描画、桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 凛はライトグレーのジャケットにブルーのインナー、黒のスラックス。美咲は白いブラウスにネイビーのタイトスカート、首元にパールのネックレス
◆【コマ構成】テンプレ5: 上・中・下の3段構成、読み順は上→中→下
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 勉強会の後。凛が美咲に追加の話。ホワイトボードに「時間の再投資先」と書かれている。背景にストライプ模様。 セリフ: ［凛］の吹き出しに「空いた時間の使い方が鍵」 オノマトペ: なし
2コマ目 (中段): 凛がホワイトボードに3つの投資先を書いている。「(1)休息・健康 (2)創造的な仕事 (3)スキルアップ」。背景に半円模様。 セリフ: ［凛］の吹き出しに「3つの再投資先があるわ」 オノマトペ: なし
3コマ目 (下段): 美咲が目を輝かせてメモしている。背景にフラッシュエフェクト。 セリフ: ［美咲］の吹き出しに「休息も投資なんですね」 オノマトペ: ぱぁっ"
"51","テンプレ7","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 天野凛は添付のamano_rin_20260324_134234.pngと100%同一の外見で描画、桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 凛はライトグレーのジャケットにブルーのインナー、黒のスラックス。美咲は白いブラウスにネイビーのタイトスカート、首元にパールのネックレス
◆【コマ構成】テンプレ7: 上段左右2コマ＋下段1コマ、読み順は上段右側→上段左側→下段
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段右側): 凛が「休息・健康」について説明。ヨガをする女性のイラストが背景に。背景にドット模様。 セリフ: ［凛］の吹き出しに「まず休息で体を回復させる」 オノマトペ: なし
2コマ目 (上段左側): 美咲が自分の疲れた目をこすっている。最近の残業を思い出している。背景に水玉模様。 セリフ: ［美咲］の吹き出しに「確かに休めてなかった」 オノマトペ: なし
3コマ目 (下段): 凛が微笑みながら語る。背景にグラデーション。 セリフ: ［凛］の吹き出しに「疲れた脳では良い仕事はできない」 オノマトペ: なし"
"52","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 天野凛は添付のamano_rin_20260324_134234.pngと100%同一の外見で描画、桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 凛はライトグレーのジャケットにブルーのインナー、黒のスラックス。美咲は白いブラウスにネイビーのタイトスカート、首元にパールのネックレス
◆【コマ構成】テンプレ5: 上・中・下の3段構成、読み順は上→中→下
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 凛が「創造的な仕事」について説明。ホワイトボードに企画書やアイデアのイラスト。背景にストライプ模様。 セリフ: ［凛］の吹き出しに「2つ目は創造的な仕事」 オノマトペ: なし
2コマ目 (中段): 美咲が想像している。自分が新しい企画を提案している姿がイメージ雲の中に。背景に水玉模様。 セリフ: ［美咲］の吹き出しに「新しい企画を考える時間！」 オノマトペ: ぱぁっ
3コマ目 (下段): 凛が頷いている。背景にグラデーション。 セリフ: ［凛］の吹き出しに「AIには思いつけない発想よ」 オノマトペ: なし"
"53","テンプレ3","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 天野凛は添付のamano_rin_20260324_134234.pngと100%同一の外見で描画、桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 凛はライトグレーのジャケットにブルーのインナー、黒のスラックス。美咲は白いブラウスにネイビーのタイトスカート、首元にパールのネックレス
◆【コマ構成】テンプレ3: 上下2分割（上段小→下段大）、読み順は上段→下段
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段・小): 凛が3つ目のポイントを示す。背景にドット模様。 セリフ: ［凛］の吹き出しに「3つ目はスキルアップ」 オノマトペ: なし
2コマ目 (下段・大): 凛がタブレットで教育給付金の情報を見せている。「教育訓練給付金 最大80%支給」という画面。美咲が驚いて画面に顔を近づけている。背景にフラッシュエフェクト。 セリフ: ［凛］の吹き出しに「給付金で最大80%戻るわ」 オノマトペ: ガーン"
"54","テンプレ6","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 美咲は白いブラウスにネイビーのタイトスカート、首元にパールのネックレス
◆【コマ構成】テンプレ6: 上段1コマ＋下段左右2コマ、読み順は上段→下段右側→下段左側
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 美咲がスマホで教育訓練給付金の詳細を調べている。真剣な表情。背景にストライプ模様。 セリフ: ［美咲］の吹き出しに「本当だ、給付金がある」 オノマトペ: なし
2コマ目 (下段右側): 美咲がオンライン学習サイトを閲覧。「データ分析入門」「プログラミング基礎」などのコースが並ぶ。背景に水玉模様。 セリフ: ［美咲］の吹き出しに「こんな講座があるんだ」 オノマトペ: なし
3コマ目 (下段左側): 美咲が嬉しそうにガッツポーズ。AIで浮いた時間で学べることへの喜び。背景にフラッシュエフェクト。 セリフ: ［美咲］の吹き出しに「空いた時間で勉強できる！」 オノマトペ: パァァ"
"55","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画、高橋誠一は添付のtakahashi_seiichi_20260324_134230.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 美咲は白いブラウスにネイビーのタイトスカート、首元にパールのネックレス。高橋はチャコールグレーのスーツにネイビーのネクタイ、胸ポケットにペン
◆【コマ構成】テンプレ5: 上・中・下の3段構成、読み順は上→中→下
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 翌日のオフィス。美咲が定時前に仕事を終わらせている。周囲はまだ忙しそう。背景にストライプ模様。 セリフ: ［美咲］の吹き出しに「今日も定時に終わった」 オノマトペ: なし
2コマ目 (中段): 高橋が残業しながら美咲が帰るのを見ている。複雑な表情。背景にドット模様。 セリフ: ［高橋］の吹き出しに「最近あいつ早いな…」 オノマトペ: なし
3コマ目 (下段): 美咲がオフィスを出て夕暮れの空を見上げている。清々しい表情。まだ明るい空。背景にグラデーション。 セリフ: ［美咲］の吹き出しに「この時間に帰れるなんて」 オノマトペ: ぱぁっ"
"56","テンプレ2","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 美咲はカジュアルな服装（自宅）、パーカーとジーンズ
◆【コマ構成】テンプレ2: 上下に均等2分割、読み順は上段→下段
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 美咲が自宅でオンライン講座を受講中。PCに動画講座が映っている。ノートを取りながら集中。背景にドット模様。 セリフ: ［美咲］の吹き出しに「データ分析、面白い」 オノマトペ: なし
2コマ目 (下段): 美咲がオンライン講座の修了証を画面に表示させてガッツポーズ。達成感。背景にフラッシュエフェクト。 セリフ: ［美咲］の吹き出しに「1つ目の講座クリア！」 オノマトペ: パァァ"
"57","テンプレ7","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画、天野凛は添付のamano_rin_20260324_134234.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 美咲は白いブラウスにネイビーのタイトスカート、首元にパールのネックレス。凛はライトグレーのジャケットにブルーのインナー、黒のスラックス
◆【コマ構成】テンプレ7: 上段左右2コマ＋下段1コマ、読み順は上段右側→上段左側→下段
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段右側): 休憩室で美咲が凛に報告。嬉しそうに修了証を見せている。背景にドット模様。 セリフ: ［美咲］の吹き出しに「講座を1つ終えました！」 オノマトペ: なし
2コマ目 (上段左側): 凛が嬉しそうに拍手している。背景に水玉模様。 セリフ: ［凛］の吹き出しに「すごいわ、美咲」 オノマトペ: ぱぁっ
3コマ目 (下段): 二人が並んでオフィスの窓から外を眺めている。夕暮れの空。美咲の成長を感じる温かいシーン。背景にグラデーション。 セリフ: ［凛］の吹き出しに「AIで空いた時間の投資の成果ね」 オノマトペ: なし"
"58","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 美咲は白いブラウスにネイビーのタイトスカート、首元にパールのネックレス
◆【コマ構成】テンプレ5: 上・中・下の3段構成、読み順は上→中→下
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 美咲が新しいスキルを活かしてデータ分析レポートを作成。AIツールと自分のスキルを組み合わせ。背景にストライプ模様。 セリフ: ［美咲］の吹き出しに「学んだことが活きてる」 オノマトペ: なし
2コマ目 (中段): 美咲のPC画面にきれいなデータ分析グラフ。AIが下準備し美咲が分析・考察を加えている。背景に半円模様。 セリフ: ［美咲］の吹き出しに「AIの下準備＋私の分析」 オノマトペ: なし
3コマ目 (下段): 美咲が完成したレポートを印刷。自信に満ちた笑顔。背景にフラッシュエフェクト。 セリフ: ［美咲］の吹き出しに「これが1人＋AIの力」 オノマトペ: パァァ"
"59","テンプレ6","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画、高橋誠一は添付のtakahashi_seiichi_20260324_134230.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 美咲は白いブラウスにネイビーのタイトスカート、首元にパールのネックレス。高橋はチャコールグレーのスーツにネイビーのネクタイ、胸ポケットにペン
◆【コマ構成】テンプレ6: 上段1コマ＋下段左右2コマ、読み順は上段→下段右側→下段左側
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 美咲がデータ分析レポートを上司に提出。上司が感心した表情で見ている。背景にストライプ模様。 セリフ: なし オノマトペ: なし
2コマ目 (下段右側): 高橋が遠くからその光景を見ている。美咲の成長に驚いている表情。背景にドット模様。 セリフ: ［高橋］の吹き出しに「（あのレベルの分析を…）」 オノマトペ: ビクッ
3コマ目 (下段左側): 高橋が一人でデスクに戻り考え込んでいる。自分のやり方への疑問が芽生えている。背景にグラデーション。 セリフ: ［高橋］の吹き出しに「…俺のやり方は古いのか」 オノマトペ: なし"
"60","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 天野凛は添付のamano_rin_20260324_134234.pngと100%同一の外見で描画、桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 凛はライトグレーのジャケットにブルーのインナー、黒のスラックス。美咲は白いブラウスにネイビーのタイトスカート、首元にパールのネックレス
◆【コマ構成】テンプレ5: 上・中・下の3段構成、読み順は上→中→下
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 凛が美咲と一緒にランチ。凛が話している。背景にストライプ模様。 セリフ: ［凛］の吹き出しに「時間の使い方が変わったでしょ」 オノマトペ: なし
2コマ目 (中段): 美咲が頷きながら答えている。以前と今のタイムスケジュールを比較するイメージ。背景に半円模様。 セリフ: ［美咲］の吹き出しに「残業が週0になりました」 オノマトペ: なし
3コマ目 (下段): 凛が微笑む。背景にフラッシュエフェクト。 セリフ: ［凛］の吹き出しに「それが労働からの解放よ」 オノマトペ: ぱぁっ"
"61","テンプレ4","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 美咲は白いブラウスにネイビーのタイトスカート、首元にパールのネックレス
◆【コマ構成】テンプレ4: 上下2分割（上段大→下段小）、読み順は上段→下段
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段・大): 美咲の1日のタイムラインが視覚化。左半分が「Before（AI前）」で仕事と残業で埋まっている。右半分が「After（AI後）」で午前に仕事完了、午後は創造的業務とスキルアップ。背景にストライプ模様。 セリフ: なし オノマトペ: なし
2コマ目 (下段・小): 美咲が笑顔で帰り支度。時計は17時。背景にフラッシュエフェクト。 セリフ: ［美咲］の吹き出しに「時間は作るものだった」 オノマトペ: なし"
"62","テンプレ1","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 美咲は白いブラウスにネイビーのタイトスカート、首元にパールのネックレス
◆【コマ構成】テンプレ1: ページ全体を使った1コマ
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (全面): 第3章の締めくくり。美咲が夕暮れのオフィスビルを背景にカフェのテラスでオンライン講座を受講。ノートPCとコーヒーカップ。穏やかで充実した表情。「労働からの解放」と「時間の再投資」を体現するシーン。背景にオレンジ色のグラデーション。 セリフ: ［美咲］の吹き出しに「自分の未来に投資する時間」 オノマトペ: なし"
"63","テンプレ1","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画、高橋誠一は添付のtakahashi_seiichi_20260324_134230.pngと100%同一の外見で描画、天野凛は添付のamano_rin_20260324_134234.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 美咲は白いブラウスにネイビーのタイトスカート、首元にパールのネックレス。高橋はチャコールグレーのスーツにネイビーのネクタイ、胸ポケットにペン。凛はライトグレーのジャケットにブルーのインナー、黒のスラックス
◆【コマ構成】テンプレ1: ページ全体を使った1コマ
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (全面): 第4章タイトルページ。「第4章 今日から始めるAI共生アクションプラン」の文字スペース。美咲が明るい表情でノートPCを開いている。高橋が興味を持った表情で後ろに。凛が腕を組んで微笑む。背景にチェックリストやステップ図のイメージ。背景にグラデーション。 セリフ: なし オノマトペ: なし"
"64","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 美咲は白いブラウスにネイビーのタイトスカート、首元にパールのネックレス
◆【コマ構成】テンプレ5: 上・中・下の3段構成、読み順は上→中→下
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 朝のオフィス。美咲がデスクで企画書の最終確認。自信に満ちた表情。背景にストライプ模様。 セリフ: ［美咲］の吹き出しに「企画書の最終チェック完了」 オノマトペ: なし
2コマ目 (中段): 美咲が部長のデスクに企画書を提出。部長が目を通し始める。背景にドット模様。 セリフ: ［美咲］の吹き出しに「部長、企画書です」 オノマトペ: なし
3コマ目 (下段): 部長が企画書を読んで感心した表情。背景にフラッシュエフェクト。 セリフ: ［美咲］の吹き出しに「（ドキドキ…）」 オノマトペ: なし"
"65","テンプレ3","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 美咲は白いブラウスにネイビーのタイトスカート、首元にパールのネックレス
◆【コマ構成】テンプレ3: 上下2分割（上段小→下段大）、読み順は上段→下段
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段・小): 部長が企画書を読み終え、美咲を見上げている。感心した表情。背景にドット模様。 セリフ: なし オノマトペ: なし
2コマ目 (下段・大): 部長が立ち上がり美咲に「素晴らしい企画だ」と言っている。美咲が嬉しさを噛みしめている。周囲の社員も注目。集中線で美咲にフォーカス。背景にフラッシュエフェクト。 セリフ: ［美咲］の吹き出しに「ありがとうございます！」 オノマトペ: パァァ"
"66","テンプレ7","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画、高橋誠一は添付のtakahashi_seiichi_20260324_134230.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 美咲は白いブラウスにネイビーのタイトスカート、首元にパールのネックレス。高橋はチャコールグレーのスーツにネイビーのネクタイ、胸ポケットにペン
◆【コマ構成】テンプレ7: 上段左右2コマ＋下段1コマ、読み順は上段右側→上段左側→下段
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段右側): 美咲が高橋のデスクに行き、嬉しそうに報告。背景にドット模様。 セリフ: ［美咲］の吹き出しに「企画書が通りました！」 オノマトペ: なし
2コマ目 (上段左側): 高橋が少し驚いた表情で美咲を見ている。背景に半円模様。 セリフ: ［高橋］の吹き出しに「ほう…あの企画がか」 オノマトペ: なし
3コマ目 (下段): 美咲が真剣な表情で高橋に話しかけている。手にはAIの有料プランの画面を見せている。背景にストライプ模様。 セリフ: ［美咲］の吹き出しに「AI月3000円でメール時間半減」 オノマトペ: なし"
"67","テンプレ4","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 高橋誠一は添付のtakahashi_seiichi_20260324_134230.pngと100%同一の外見で描画、桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 高橋はチャコールグレーのスーツにネイビーのネクタイ、胸ポケットにペン。美咲は白いブラウスにネイビーのタイトスカート、首元にパールのネックレス
◆【コマ構成】テンプレ4: 上下2分割（上段大→下段小）、読み順は上段→下段
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段・大): 高橋が美咲のスマホ画面を覗き込んでいる。AIツールの画面が表示。高橋の表情が少し柔らかくなっている。背景にストライプ模様。 セリフ: ［高橋］の吹き出しに「月3000円でそんなに変わるのか」 オノマトペ: なし
2コマ目 (下段・小): 美咲が力強く頷いている。自信のある表情。背景にフラッシュエフェクト。 セリフ: ［美咲］の吹き出しに「はい、実際に変わりました」 オノマトペ: なし"
