year,born,no,name,raw_name,sire,bms,sex,coat,birth,farm,farm_sk,total_man,unit_man,trainer,height,girth,cannon,weight,club_no,src_note
2024,2023,60,クルミネイトの23,クルミネイトの23,ロードカナロア,,牡,,,,ノーザン,,12.5,奥村 豊,157.5,172.5,21.5,437,,クラブ7/1一覧に無し(生月日・母父・提供牧場はnetkeibaで補完)
2024,2023,61,ココファンタジアの23,ココファンタジアの23,サートゥルナーリア,ステイゴールド,牡,黒鹿,2023-04-04,ノーザンＦ,ノーザン,,12.5,須貝 尚介,153.5,169,20.4,433,22,
2024,2023,62,ミリッサの23,ミリッサの23,サートゥルナーリア,ダイワメジャー,メス,栗,2023-03-04,ノーザンＦ,ノーザン,,10,杉山 晴紀,155,172.5,19.7,419,24,
2024,2023,63,リカビトスの23,リカビトスの23,サートゥルナーリア,ディープブリランテ,メス,青鹿,2023-03-10,ノーザンＦ,ノーザン,,10,吉岡 辰弥,153,179.5,19.8,439,25,
2024,2023,64,ベルディーヴァの23,ベルディーヴァの23,ドレフォン,ダイワメジャー,牡,黒鹿,2023-05-02,ノーザンＦ,ノーザン,,11,斉藤 崇史,159.5,176.5,21,452,28,
2024,2023,65,エリティエールの23,エリティエールの23,ドレフォン,ディープインパクト,メス,鹿,2023-03-22,ノーザンＦ,ノーザン,,7.5,高橋 亮,155.5,170.5,20.3,432,31,
2024,2023,66,マルシュロレーヌの23,マルシュロレーヌの23,ドレフォン,オルフェーヴル,メス,栗,2023-04-05,ノーザンＦ,ノーザン,,17.5,矢作 芳人,149,172,19.6,404,33,
2024,2023,67,ブランシェクールの23,ブランシェクールの23,ドレフォン,ダイワメジャー,メス,鹿,2023-04-09,ノーザンＦ,ノーザン,,8,武 幸四郎,153,174.5,20.2,444,34,
2024,2023,68,オーロトラジェの23,オーロトラジェの23,レイデオロ,,牡,,,,ノーザン,,7.5,西園 翔太,155,171,20,405,,クラブ7/1一覧に無し(生月日・母父・提供牧場はnetkeibaで補完)
2024,2023,69,ヴィルデローゼの23,ヴィルデローゼの23,レイデオロ,エンパイアメーカー,メス,黒鹿,2023-03-24,ノーザンＦ,ノーザン,,7,茶木 太樹,154,176,19.2,443,43,
2024,2023,70,リャスナの23,リャスナの23,ナダル,ディープインパクト,牡,栗,2023-03-23,ノーザンＦ,ノーザン,,12.5,高野 友和,155,169.5,20.8,420,45,
2024,2023,71,ベルプラージュの23,ベルプラージュの23,ナダル,キングカメハメハ,メス,栗,2023-04-11,追分Ｆ,追分,,7.5,安田 翔伍,153,181,19.8,481,48,
2024,2023,72,ブルーメンクローネの23,ブルーメンクローネの23,サトノダイヤモンド,キングカメハメハ,牡,鹿,2023-02-11,ノーザンＦ,ノーザン,,7.5,小林 真也,152,172.5,20.8,458,52,
2024,2023,73,トゥリフォーの23,トゥリフォーの23,サトノダイヤモンド,,メス,,,,ノーザン,,6,高柳 大輔,155,172,20.2,418,,クラブ7/1一覧に無し(生月日・母父・提供牧場はnetkeibaで補完)
2024,2023,74,パッシングスルーの23,パッシングスルーの23,アルアイン,ルーラーシップ,牡,鹿,2023-02-24,ノーザンＦ,ノーザン,,10,中内田 充正,155,174,20.8,450,49,
2024,2023,75,クルークハイトの23,クルークハイトの23,クリソベリル,クロフネ,牡,栗,2023-01-20,ノーザンＦ,ノーザン,,10,福永 祐一,154.5,180,20.8,476,35,
2024,2023,76,ヒカルアモーレの23,ヒカルアモーレの23,シルバーステート,クロフネ,メス,黒鹿,2023-04-22,ノーザンＦ,ノーザン,,6,中村 直也,154,171,19.8,422,56,
2024,2023,77,マルケッサの23,マルケッサの23,シルバーステート,オルフェーヴル,メス,青鹿,2023-04-22,ノーザンＦ,ノーザン,,12.5,松永 幹夫,153,173,19,419,57,
2024,2023,78,スペクトロライトの23,スペクトロライトの23,ニューイヤーズデイ,ディープインパクト,メス,鹿,2023-01-18,ノーザンＦ,ノーザン,,9,杉山 佳明,155.5,176.5,20,453,59,
2024,2023,79,グリューヴァインの23,グリューヴァインの23,モーリス,ゴールドアリュール,メス,栗,2023-03-16,ノーザンＦ,ノーザン,,7.5,大久保 龍志,157,182.5,20.3,474,63,
2024,2023,80,ティールグリーンの23,ティールグリーンの23,リアルスティール,Scat Daddy,牡,鹿,2023-02-11,ノーザンＦ,ノーザン,,10,高野 友和,159.5,177,21.2,472,64,
2024,2023,81,コルコバードの23,コルコバードの23,リオンディーズ,ステイゴールド,牡,鹿,2023-01-27,ノーザンＦ,ノーザン,,10,田中 克典,162,175,20.5,450,67,
2024,2023,82,スウィートショットの23,スウィートショットの23,アドマイヤマーズ,,牡,,,,浜本牧場,,11,清水 久詞,152.5,173,20.3,434,,クラブ7/1一覧に無し(生月日・母父・提供牧場はnetkeibaで補完)
2024,2023,83,アドヴェントスの23,アドヴェントスの23,サトノクラウン,ジャングルポケット,メス,鹿,2023-01-19,ノーザンＦ,ノーザン,,5,小栗 実,153.5,170,19.5,456,72,
2024,2023,84,リリカルホワイトの23,リリカルホワイトの23,シスキン,ダイワメジャー,牡,黒鹿,2023-03-17,ノーザンＦ,ノーザン,,8,石坂 公一,160.5,180,21.1,516,74,
2024,2023,85,プルメリアスターの23,プルメリアスターの23,ハービンジャー,ゼンノロブロイ,牡,鹿,2023-03-26,ノーザンＦ,ノーザン,,12.5,池添 学,154,172,20,448,77,
2024,2023,86,エールデュレーヴの23,エールデュレーヴの23,ブリックスアンドモルタル,ディープインパクト,メス,黒鹿,2023-04-18,ノーザンＦ,ノーザン,,7.5,渡辺 薫彦,155,172,19.5,411,79,
2024,2023,87,ムーングロウの23,ムーングロウの23,ミッキーアイル,Nayef,メス,鹿,2023-04-13,ノーザンＦ,ノーザン,,7.5,武英 智,153,173,19,413,81,
2024,2023,88,ティンバレスの23,ティンバレスの23,アジアエクスプレス,ウォーエンブレム,メス,鹿,2023-02-20,ノーザンＦ,ノーザン,,6,寺島 良,157.5,182,19.2,510,82,
2024,2023,89,レオパルディナの23,レオパルディナの23,オルフェーヴル,スニッツェル,牡,栗,2023-01-27,ノーザンＦ,ノーザン,,10,上村 洋行,157,170,20,451,85,
2024,2023,90,レディオブパーシャの23,レディオブパーシャの23,Dark Angel,Shamardal,牡,芦,2023-03-11,ノーザンＦ,ノーザン,,15,池添 学,151,175,20,441,95,
2024,2023,91,ヴォーセルの23,ヴォーセルの23,Saxon Warrior,Le Havre,メス,栗,2023-02-21,ノーザンＦ,ノーザン,,10,長谷川 浩大,155,175,19.8,434,97,
2024,2023,92,エトワールⅢの23,エトワールⅢの23,Wootton Bassett,War Front,メス,鹿,2023-03-05,ノーザンＦ,ノーザン,,12.5,高野 友和,156,176.5,19.9,476,99,
2024,2023,93,ジルズパレスの23,ジルズパレスの23,クリソベリル,Tale of the Cat,牡,鹿,2023-04-15,ノーザンＦ,ノーザン,,25,門別or南関,155,172,20.8,435,37,
2024,2023,94,ペニーウェディングの23,ペニーウェディングの23,クリソベリル,Broken Vow,メス,栗,2023-03-17,ノーザンＦ,ノーザン,,20,門別or南関,153,172.5,20.5,441,38,
2024,2023,95,バイラオーラの23,バイラオーラの23,ニューイヤーズデイ,トワイニング,メス,栗,2023-02-06,ノーザンＦ,ノーザン,,20,門別or南関,148.5,171,18.6,430,60,
2024,2023,96,シシリアンブリーズの23,シシリアンブリーズの23,マインドユアビスケッツ,,メス,,,,ノーザン,,18,門別or南関,153,169,19.4,400,,クラブ7/1一覧に無し(生月日・母父・提供牧場はnetkeibaで補完)
