year,born,no,name,reg_name,horse_id,sire,sex,birth,month,farm,farm_src,dam,dam_age,total_man,unit_man,weight,height,girth,cannon,kuchi,n_foals,trainer_planned,trainer,district,starts,wins,prize_jra,prize_nar,prize,ret,main_wins,graded,status
2020,2019,79,ブリトマルティスの19,ラブリュス (Labrys),2019100582,アジアエクスプレス,牡,2020-03-25,3,ノーザンＦ,クラブ提供牧場,ブリトマルティス,15.0,1600.0,4.0,450.0,155.0,172.0,20.0,400,6.0,寺島,安部幸夫,愛知,14,1,612.0,7.0,619.0,0.386875,21'2歳未勝利-->,0,ok
2020,2019,80,ラフォルジュルネの19,カルネドボヤージュ (Carnets de Voyage),2019104608,エイシンフラッシュ,牡,2020-03-07,3,白老Ｆ,クラブ提供牧場,ラフォルジュルネ,12.0,2000.0,5.0,467.0,157.5,177.0,21.0,400,4.0,杉山,田島寿一,川崎,14,1,70.0,51.0,121.0,0.0605,3歳以上C4ー3-->,0,ok
2020,2019,81,レインボーソングの19,,,サトノアラジン,メス,2020-03-05,3,ノーザンＦ,クラブ提供牧場,レインボーソング,7.0,1200.0,3.0,401.0,157.0,171.0,20.0,400,1.0,牧田,,,,,,,0,0.0,,0,
2020,2019,82,コンヴィクションⅡの19,クレエンシア (Creencia),2019105192,ジャスタウェイ,メス,2020-01-31,1,ノーザンＦ,クラブ提供牧場,コンヴィクションⅡ,8.0,1800.0,4.5,413.0,150.0,175.0,19.0,400,2.0,斉藤,斉藤崇史,栗東,5,0,358.0,0.0,358.0,0.1988888888888889,-->,0,ok_fixup
2020,2019,83,ユールフェストの19,ジェノランケーブ,2019104605,シルバーステート,牡,2020-05-08,5,ノーザンＦ,クラブ提供牧場,ユールフェスト,10.0,1800.0,4.5,406.0,146.5,169.0,19.1,400,4.0,四位,(栗東),,0,0,0.0,0.0,0,0.0,-->,0,ok
2020,2019,84,イマーキュレイトキャットの19,イングレーヴ (Engrave),2019104652,ダノンシャンティ,メス,2020-02-15,2,社台Ｆ,クラブ提供牧場,イマーキュレイトキャット,11.0,1400.0,3.5,458.0,157.0,175.0,20.2,400,4.0,武 英智,武英智,栗東,3,0,0.0,0.0,0,0.0,-->,0,ok
2020,2019,85,シンハリーズの19,スリーパーダ (Sri Pada),2019105237,ミッキーアイル,メス,2020-02-28,2,ノーザンＦ,クラブ提供牧場,シンハリーズ,17.0,3000.0,7.5,411.0,152.5,171.5,19.2,400,10.0,斉藤,斉藤崇史,栗東,18,3,6518.0,0.0,6518.0,2.1726666666666667,23'水無月S(3勝クラス)22'北摂特別(2勝クラス)-->,0,ok
2020,2019,86,シャレードスマイルの19,スマイルアプローズ (Smile Applause),2019105221,リオンディーズ,牡,2020-03-23,3,ノーザンＦ,クラブ提供牧場,シャレードスマイル,6.0,2000.0,5.0,435.0,151.0,171.5,20.8,400,2.0,橋田,藤ヶ崎一,愛知,6,0,0.0,3.0,3.0,0.0015,-->,0,ok
2020,2019,87,タリサの19,ダグザ (Dagda),2019105279,Shalaa,牡,2020-04-09,4,ノーザンＦ,クラブ提供牧場,タリサ,6.0,2400.0,6.0,431.0,151.5,173.0,20.1,400,1.0,安田 隆行,村上実,岩手,84,5,180.0,623.0,803.0,0.33458333333333334,B2C1-->,0,ok
2020,2019,88,オーラレガーレの19,フィリオデルソル (Figlio del Sol),2019101169,クリエイターⅡ,牡,2020-04-14,4,ノーザンＦ,クラブ提供牧場,オーラレガーレ,11.0,1400.0,14.0,420.0,154.5,170.0,20.0,100,5.0,地方,森泰斗,船橋,30,7,0.0,4106.0,4106.0,2.932857142857143,21'JRA認定ウィナーズチャレンジ3(OP)21'JRA認定フレッシュチャレンジ(新馬)-->,0,ok
2020,2019,89,アンソロジーの19,プライルード (Praelude),2019105057,ラブリーデイ,牡,2020-04-12,4,ノーザンＦ,クラブ提供牧場,アンソロジー,15.0,1400.0,14.0,448.0,150.0,175.5,20.3,100,9.0,地方,藤田輝信,大井,29,8,0.0,10101.0,10101.0,7.215,22'優駿スプリント(G)22'アフター5スター賞(G)-->,0,ok
2020,2019,90,レッドソンブレロの19,スカーレットピース (Scarlet Piece),2019105543,アジアエクスプレス,メス,2020-04-26,4,ノーザンＦ,クラブ提供牧場,レッドソンブレロ,7.0,1000.0,10.0,443.0,147.0,172.0,19.5,100,4.0,地方,村上実,岩手,20,4,0.0,827.0,827.0,0.827,21'JRA認定フレッシュチャレンジ(新馬)B1-->,0,ok
2020,2019,91,パールズシャインの19,パールズウィッシュ (Pearl's Wish),2019104584,マジェスティックウォリアー,メス,2020-03-17,3,ノーザンＦ,クラブ提供牧場,パールズシャイン,5.0,800.0,8.0,404.0,152.0,170.0,18.6,100,1.0,地方,佐藤裕太,船橋,20,1,0.0,480.0,480.0,0.6,特選-->,0,ok
2020,2019,92,ギャラリートークの19,アートクリティック (Art Critic),2019101172,ロゴタイプ,メス,2020-04-07,4,ノーザンＦ,クラブ提供牧場,ギャラリートーク,17.0,700.0,7.0,412.0,156.5,176.0,19.3,100,12.0,地方,錦見勇夫,愛知,35,1,0.0,491.0,491.0,0.7014285714285714,迦陵頻伽賞-->,0,ok
2021,2020,1,ナスケンアイリスの2020,プロテア (Protea),2020104206,ロードカナロア,牡,2020-02-17,2,桜井牧場,クラブ提供牧場,ナスケンアイリス,13.0,4800.0,12.0,426.0,154.0,179.5,20.3,400,9.0,手塚貴久 ,田中守,高知,34,7,1930.0,1126.0,3056.0,0.6366666666666667,25'4歳以上1勝クラスBー3-->,0,ok
2021,2020,2,コケレールの2020,スティルディマーレ (Still di Mare),2020103366,ロードカナロア,牡,2020-02-19,2,ノーザンＦ,クラブ提供牧場,コケレール,16.0,6000.0,15.0,483.0,160.0,182.0,22.1,400,8.0,国枝栄 ,田中譲二,高知,21,3,2330.0,121.0,2451.0,0.4085,23'3歳以上1勝クラス23'3歳未勝利-->,0,ok
2021,2020,4,シーザリオの2020,テンペスト (Tempest),2020103416,ロードカナロア,メス,2020-02-04,2,ノーザンＦ,クラブ提供牧場,シーザリオ,18.0,7000.0,17.5,443.0,154.0,173.5,19.5,400,12.0,国枝栄 ,国枝栄,美浦,8,1,1845.0,0.0,1845.0,0.26357142857142857,23'3歳未勝利-->,0,ok
2021,2020,9,バウンスシャッセの2020,レヴォルタード (Revoltade),2020103524,エピファネイア,牡,2020-03-16,3,ノーザンＦ,クラブ提供牧場,バウンスシャッセ,9.0,8000.0,20.0,476.0,158.5,176.5,21.1,400,3.0,手塚貴久 ,今津勝之,愛知,22,2,2193.0,0.0,2193.0,0.274125,23'3歳以上1勝クラス22'2歳未勝利-->,0,ok
2021,2020,12,ステファニーズキトゥンの2020,バロンゾラーレ (Ballonzolare),2020103437,ドゥラメンテ,メス,2020-02-14,2,ノーザンＦ,クラブ提供牧場,ステファニーズキトゥン,11.0,3600.0,9.0,473.0,162.0,175.5,20.1,400,4.0,久保田貴士 ,久保田貴,美浦,5,0,355.0,0.0,355.0,0.09861111111111111,-->,0,ok
2021,2020,19,メジロシャレードの2020,レイクトロシュナ (Lake Tolochenaz),2020103793,ドレフォン,メス,2020-02-13,2,レイクヴィラＦ,クラブ提供牧場,メジロシャレード,14.0,2600.0,6.5,500.0,161.0,182.0,21.0,400,8.0,萩原清 ,萩原清,美浦,2,0,0.0,0.0,0,0.0,-->,0,ok
2021,2020,32,パルティトゥーラの2020,タスティエーラ (Tastiera),2020103532,サトノクラウン,牡,2020-03-22,3,ノーザンＦ,クラブ提供牧場,パルティトゥーラ,6.0,2800.0,7.0,478.0,158.0,176.0,21.0,400,1.0,堀宣行 ,堀宣行,美浦,15,4,65897.0,0.0,65897.0,23.534642857142856,23'日本ダービー(G1)25'クイーンエリザベス2世C(G1)-->,1,ok
2021,2020,33,マルティンスタークの2020,サヴァリア (Savaria),2020103628,ジャスタウェイ,メス,2020-04-08,4,ノーザンＦ,クラブ提供牧場,マルティンスターク,15.0,2000.0,5.0,439.0,151.5,175.0,19.5,400,9.0,小島茂之 ,宗形竹見,大井,24,1,303.0,222.0,525.0,0.2625,C2二-->,0,ok
2021,2020,40,スーブレットの2020,ラリーレイド (Rally Raid),2020103452,マジェスティックウォリアー,牡,2020-01-29,1,ノーザンＦ,クラブ提供牧場,スーブレット,5.0,2400.0,6.0,462.0,153.5,179.5,20.0,400,1.0,萩原清 ,萩原清,美浦,3,0,55.0,0.0,55.0,0.022916666666666665,-->,0,ok
2021,2020,44,アヴェンチュラの2020,トラヴォルジェンテ (Travolgente),2020103192,ロードカナロア,牡,2020-03-30,3,ノーザンＦ,クラブ提供牧場,アヴェンチュラ,12.0,8000.0,20.0,489.0,160.0,181.0,21.3,400,7.0,安田隆行 ,三宅直之,兵庫,54,1,0.0,293.0,293.0,0.036625,C3二-->,0,ok
2021,2020,49,ハヴユーゴーンアウェイの2020,サンジュリオ,2020103784,ハーツクライ,メス,2020-03-08,3,レイクヴィラＦ,クラブ提供牧場,ハヴユーゴーンアウェイ,9.0,4000.0,10.0,465.0,157.0,178.5,20.0,400,2.0,斉藤崇史 ,斉藤崇史,栗東,0,0,0.0,0.0,0,0.0,-->,0,ok
2021,2020,50,インナーレルムの2020,ハイアーレルム (Higher Realm),2020103243,ハーツクライ,メス,2020-04-14,4,ノーザンＦ,クラブ提供牧場,インナーレルム,12.0,4000.0,10.0,464.0,160.0,180.0,19.7,400,4.0,安田隆行 ,安田隆行,栗東,6,0,165.0,0.0,165.0,0.04125,-->,0,ok
2021,2020,51,クルミナルの2020,プレドミナル (Predominar),2020103343,エピファネイア,牡,2020-04-17,4,ノーザンＦ,クラブ提供牧場,クルミナル,8.0,8000.0,20.0,439.0,151.5,171.0,20.4,400,4.0,藤原英昭 ,藤原英昭,栗東,3,0,390.0,0.0,390.0,0.04875,-->,0,ok
2021,2020,52,エールデュレーヴの2020,オクタグラム (Octagram),2020103290,エピファネイア,牡,2020-05-07,5,ノーザンＦ,クラブ提供牧場,エールデュレーヴ,7.0,5000.0,12.5,434.0,153.0,173.0,21.5,400,2.0,友道康夫 ,櫻田康二,岩手,20,0,0.0,21.0,21.0,0.0042,-->,0,ok
2021,2020,54,トータルヒートの2020,サーマルソアリング (Thermal Soaring),2020102688,ドゥラメンテ,メス,2020-03-03,3,白老Ｆ,クラブ提供牧場,トータルヒート,9.0,3000.0,7.5,469.0,154.5,176.0,21.0,400,3.0,藤原英昭 ,藤原英昭,栗東,20,4,7046.0,750.0,7796.0,2.5986666666666665,23'トルマリンS(3勝クラス)23'3歳以上2勝クラス-->,0,ok
2021,2020,57,ディオジェーヌの2020,ディオファントス (Diophantus),2020103491,モーリス,牡,2020-04-28,4,ノーザンＦ,クラブ提供牧場,ディオジェーヌ,10.0,3200.0,8.0,438.0,154.0,174.0,20.8,400,4.0,斉藤崇史 ,千葉博次,岩手,54,2,593.0,353.0,946.0,0.295625,C2一C2七組-->,0,ok
2021,2020,65,サンブルエミューズの2020,ラヴェル (Ravel),2020103390,キタサンブラック,メス,2020-02-14,2,ノーザンＦ,クラブ提供牧場,サンブルエミューズ,10.0,3000.0,7.5,469.0,161.0,183.0,19.8,400,4.0,矢作芳人 ,矢作芳人,栗東,17,3,16594.0,0.0,16594.0,5.531333333333333,24'チャレンジC(G3)22'アルテミスS(G3)-->,1,ok
2021,2020,69,アウェイクの2020,ブライトサイン (Bright Sign),2020103191,ハービンジャー,メス,2020-02-29,2,ノーザンＦ,クラブ提供牧場,アウェイク,7.0,2000.0,5.0,437.0,154.0,173.5,20.1,400,2.0,須貝尚介 ,茶木太樹,栗東,17,1,707.0,0.0,707.0,0.3535,22'2歳未勝利-->,0,ok
2021,2020,71,ジュモーの2020,シュタイナー (Steiner),2020103423,ルーラーシップ,牡,2020-03-27,3,ノーザンＦ,クラブ提供牧場,ジュモー,14.0,4000.0,10.0,420.0,152.0,166.5,20.5,400,8.0,池江泰寿 ,三宅直之,兵庫,78,1,0.0,289.0,289.0,0.07225,鎖鋳刀サリィデビュー1周年記念-->,0,ok
2021,2020,72,フォルテピアノの2020,ストリンジェンド (Stringendo),2020102702,キンシャサノキセキ,牡,2020-02-05,2,ノーザンＦ,クラブ提供牧場,フォルテピアノ,17.0,2200.0,5.5,456.0,156.0,173.5,20.0,400,10.0,音無秀孝 ,加藤公太,栗東,35,2,6363.0,0.0,6363.0,2.892272727272727,23'3歳以上1勝クラス22'2歳未勝利-->,0,ok
2021,2020,76,エスティタートの2020,ヴィヴィッシモ (Vivisimo),2020102637,ジャスタウェイ,牡,2020-03-04,3,白老Ｆ,クラブ提供牧場,エスティタート,7.0,2800.0,7.0,422.0,149.0,169.0,19.5,400,1.0,松永幹夫 ,松永幹夫,栗東,18,1,1763.0,0.0,1763.0,0.6296428571428572,23'3歳未勝利-->,0,ok
2021,2020,78,ピンクアリエスの2020,ラスハンメル (Ras Hammel),2020103554,シルバーステート,牡,2020-04-20,4,ノーザンＦ,クラブ提供牧場,ピンクアリエス,13.0,3600.0,9.0,477.0,157.5,178.0,22.0,400,9.0,松永幹夫 ,松永幹夫,栗東,16,2,3263.0,0.0,3263.0,0.9063888888888889,24'4歳以上1勝クラス22'2歳未勝利-->,0,ok
2021,2020,79,ラテアートの2020,クロスリーフ (Cross Leaf),2020101155,シルバーステート,メス,2020-04-05,4,坂東牧場,クラブ提供牧場,ラテアート,12.0,2000.0,5.0,444.0,153.5,173.5,21.0,400,6.0,池江泰寿 ,加藤幸保,笠松,27,0,110.0,67.0,177.0,0.0885,-->,0,ok
2021,2020,86,シンハリーズの2020,ジャミーレ (Jamileh),2020103412,リアルインパクト,メス,2020-03-02,3,ノーザンＦ,クラブ提供牧場,シンハリーズ,18.0,3200.0,8.0,437.0,156.0,174.0,19.5,400,12.0,斉藤崇史 ,斉藤崇史,栗東,7,2,2053.0,0.0,2053.0,0.6415625,24'4歳以上1勝クラス24'4歳以上1勝クラス-->,0,ok
2021,2020,87,グローバルビューティの2020,パルクリチュード (Pulchritude),2020103361,Gun Runner,メス,2020-05-21,5,ノーザンＦ,クラブ提供牧場,グローバルビューティ,6.0,2600.0,6.5,401.0,150.0,165.5,19.5,400,1.0,松永幹夫 ,松永幹夫,栗東,21,3,7302.0,0.0,7302.0,2.8084615384615383,25'遠州灘特別(2勝クラス)25'4歳以上1勝クラス-->,0,ok
2021,2020,3,ラドラーダの2020,ラディアンシア (Radiancia),2020103671,ロードカナロア,メス,2020-01-28,1,ノーザンＦ,クラブ提供牧場,ラドラーダ,14.0,7000.0,17.5,454.0,154.0,174.0,20.0,400,7.0,栗田徹 ,栗田徹,美浦,0,0,0.0,0.0,0,0.0,-->,0,ok
2021,2020,5,アドマイヤリードの2020,キュムラス (Cumulus),2020103213,ロードカナロア,メス,2020-03-22,3,ノーザンＦ,クラブ提供牧場,アドマイヤリード,7.0,5000.0,12.5,423.0,150.0,173.0,19.9,400,1.0,宮田敬介 ,池上昌和,美浦,3,0,0.0,0.0,0,0.0,-->,0,ok
2021,2020,6,クルージンミジーの2020,ファンネルマーク (Funnel Mark),2020103344,ハーツクライ,牡,2020-05-13,5,ノーザンＦ,クラブ提供牧場,クルージンミジー,11.0,3400.0,8.5,477.0,151.0,174.5,21.5,400,6.0,古賀慎明 ,伊藤滋規,船橋,22,1,140.0,196.0,336.0,0.0988235294117647,3歳 150万-->,0,ok
2021,2020,7,マイハッピーフェイスの2020,レディエンフェイス (Radiant Face),2020103617,ハーツクライ,メス,2020-04-10,4,ノーザンＦ,クラブ提供牧場,マイハッピーフェイス,10.0,3000.0,7.5,471.0,159.5,179.5,21.4,400,5.0,加藤征弘 ,加藤征弘,美浦,7,0,735.0,0.0,735.0,0.245,-->,0,ok
2021,2020,8,ローガンサファイアの2020,ゴールドシーン (Gold Sheen),2020103727,エピファネイア,牡,2020-02-29,2,ノーザンＦ,クラブ提供牧場,ローガンサファイア,10.0,5000.0,12.5,445.0,153.0,169.5,21.0,400,4.0,林徹 ,林徹,美浦,18,1,2581.0,0.0,2581.0,0.5162,23'3歳未勝利-->,0,ok
2021,2020,10,プルメリアスターの2020,ココクレーター (Koko Crater),2020103590,エピファネイア,メス,2020-04-05,4,ノーザンＦ,クラブ提供牧場,プルメリアスター,8.0,3600.0,9.0,407.0,152.0,168.5,19.5,400,2.0,木村哲也 ,浅利英明,美浦,16,3,4929.0,0.0,4929.0,1.3691666666666666,24'4歳以上2勝クラス23'3歳以上1勝クラス-->,0,ok
2021,2020,11,モアザンセイクリッドの2020,ドゥレッツァ (Durezza),2020103650,ドゥラメンテ,牡,2020-04-24,4,ノーザンＦ,クラブ提供牧場,モアザンセイクリッド,11.0,4000.0,10.0,428.0,154.5,174.0,20.5,400,5.0,尾関知人 ,尾関知人,美浦,13,5,47217.0,0.0,47217.0,11.80425,23'菊花賞(G1)23'日本海S(3勝クラス)-->,1,ok
2021,2020,13,ブリガアルタの2020,マルグアレイス (Marguareis),2020103580,モーリス,牡,2020-02-14,2,ノーザンＦ,クラブ提供牧場,ブリガアルタ,7.0,3000.0,7.5,458.0,154.0,182.0,20.5,400,1.0,高橋文雅 ,関本浩司,岩手,7,0,0.0,31.0,31.0,0.010333333333333333,-->,0,ok
2021,2020,14,ルージュバックの2020,フレーヴァード (Flavored),2020103693,モーリス,牡,2020-02-21,2,ノーザンＦ,クラブ提供牧場,ルージュバック,8.0,6000.0,15.0,441.0,152.0,175.5,19.1,400,2.0,大竹正博 ,大竹正博,美浦,13,3,4387.0,0.0,4387.0,0.7311666666666666,23'2003メモリアルシンボリクリスエスC(2勝クラス)23'3歳以上1勝クラス-->,0,ok
2021,2020,15,ケイティーズハートの2020,ペリファーニア (Perifania),2020103364,モーリス,メス,2020-03-25,3,ノーザンＦ,クラブ提供牧場,ケイティーズハート,11.0,5600.0,14.0,476.0,152.0,178.0,19.6,400,5.0,鹿戸雄一 ,鹿戸雄一,美浦,13,3,10030.0,0.0,10030.0,1.7910714285714286,25'高尾特別(2勝クラス)24'4歳以上1勝クラス-->,0,ok
2021,2020,16,シュピッツェの2020,エルフォルク (Erfolg),2020102877,モーリス,メス,2020-04-02,4,社台F,クラブ提供牧場,シュピッツェ,11.0,2400.0,6.0,403.0,155.0,171.0,18.6,400,5.0,中舘英二 ,北村欣也,佐賀,18,0,0.0,52.0,52.0,0.021666666666666667,-->,0,ok
2021,2020,17,エンジェルフォールの2020,グランサバナ (Gran Sabana),2020103289,ドレフォン,牡,2020-04-26,4,ノーザンＦ,クラブ提供牧場,エンジェルフォール,11.0,3000.0,7.5,434.0,151.5,173.0,20.6,400,7.0,田村康仁 ,田村康仁,美浦,17,3,3906.0,0.0,3906.0,1.302,24'鎌ケ谷特別(2勝クラス)23'3歳以上1勝クラス-->,0,ok
2021,2020,18,バイラオーラの2020,ソレア (Solea),2020102690,ドレフォン,メス,2020-01-24,1,ノーザンＦ,クラブ提供牧場,バイラオーラ,14.0,2000.0,5.0,431.0,149.5,171.0,18.6,400,8.0,和田正一郎 ,保利良平,兵庫,38,5,208.0,1611.0,1819.0,0.9095,トルマリンダッシュC1四 五六 イ-->,0,ok
2021,2020,20,プンタステラの2020,スティールウィル (Steel Will),2020103594,リアルスティール,牡,2020-03-18,3,ノーザンＦ,クラブ提供牧場,プンタステラ,10.0,3000.0,7.5,454.0,159.0,177.0,20.8,400,6.0,奥村武 ,秋山直之,川崎,33,6,0.0,1262.0,1262.0,0.4206666666666667,馬い!卵はサンサンエッグ馬い!盛岡早生ふじリンゴ発売記念-->,0,ok
2021,2020,21,エクストラペトルの2020,アンスリウム (Anthurium),2020102636,リアルスティール,メス,2020-01-22,1,白老Ｆ,クラブ提供牧場,エクストラペトル,8.0,2000.0,5.0,468.0,156.0,182.0,19.8,400,2.0,加藤征弘 ,加藤征弘,美浦,15,2,3345.0,0.0,3345.0,1.6725,24'4歳以上1勝クラス23'3歳未勝利-->,0,ok
2021,2020,22,マイティースルーの2020,フェブランシェ (Fee Blanche),2020103616,リアルスティール,メス,2020-01-23,1,ノーザンＦ,クラブ提供牧場,マイティースルー,14.0,2400.0,6.0,518.0,160.5,183.0,21.0,400,9.0,黒岩陽一 ,藤田輝信,大井,18,6,3977.0,7335.0,11312.0,4.713333333333333,25'スパーキングレディーC((G3)24'東京シンデレラマイル(G)-->,1,ok
2021,2020,23,ワシントンレガシーの2020,ハリケーンリッジ (Hurricane Ridge),2020103736,リアルスティール,メス,2020-02-04,2,ノーザンＦ,クラブ提供牧場,ワシントンレガシー,6.0,2200.0,5.5,438.0,153.0,173.0,19.5,400,1.0,大和田成 ,大和田成,美浦,15,2,2908.0,0.0,2908.0,1.3218181818181818,24'3歳以上1勝クラス23'3歳未勝利-->,0,ok
2021,2020,24,ロスヴァイセの2020,スキルヴィング (Skilfing),2020103722,キタサンブラック,牡,2020-03-25,3,ノーザンＦ,クラブ提供牧場,ロスヴァイセ,9.0,3400.0,8.5,506.0,162.0,182.0,21.9,400,3.0,木村哲也 ,木村哲也,美浦,5,3,7402.0,0.0,7402.0,2.177058823529412,23'青葉賞(G2)23'ゆりかもめ賞(1勝クラス)-->,1,ok
2021,2020,25,シンハディーパの2020,ディバイングレース (Divine Grace),2020103410,キタサンブラック,メス,2020-03-17,3,ノーザンＦ,クラブ提供牧場,シンハディーパ,10.0,2800.0,7.0,420.0,154.5,172.5,19.7,400,5.0,蛯名正義？,蛯名正義,美浦,19,1,1592.0,0.0,1592.0,0.5685714285714286,23'3歳未勝利-->,0,ok
2021,2020,26,ヒカルアモーレの2020,ルクスグローリア (Lux Gloria),2020102695,サトノダイヤモンド,牡,2020-04-11,4,白老Ｆ,クラブ提供牧場,ヒカルアモーレ,16.0,4000.0,10.0,465.0,157.5,171.0,20.5,400,9.0,宮田敬介 ,宮田敬介,美浦,1,0,280.0,0.0,280.0,0.07,-->,0,ok
2021,2020,27,エンシェントヒルの2020,ウォーカーカップ (Walker Cup),2020103288,サトノダイヤモンド,メス,2020-02-02,2,ノーザンＦ,クラブ提供牧場,エンシェントヒル,19.0,2000.0,5.0,458.0,161.5,181.5,20.4,400,9.0,伊藤大士 ,迫田清美,愛知,31,1,0.0,159.0,159.0,0.0795,C13組-->,0,ok
2021,2020,28,アドマイヤアロマの2020,フラグランツァ (Fragranza),2020103203,ハービンジャー,牡,2020-01-29,1,ノーザンＦ,クラブ提供牧場,アドマイヤアロマ,9.0,2800.0,7.0,441.0,151.0,176.5,20.7,400,1.0,戸田博文 ,宗形竹見,大井,24,5,220.0,950.0,1170.0,0.41785714285714287,C2五 六C216 17-->,0,ok
2021,2020,29,フェルミオンの2020,フェルミディラック (Fermi Dirac),2020103567,ハービンジャー,メス,2020-04-04,4,ノーザンＦ,クラブ提供牧場,フェルミオン,14.0,2200.0,5.5,463.0,154.0,176.5,20.3,400,9.0,勢司和浩 ,勢司和浩,美浦,4,0,55.0,0.0,55.0,0.025,-->,0,ok
2021,2020,30,ココファンタジアの2020,ファンタジスタ (Fantasista),2020102651,ルーラーシップ,牡,2020-02-15,2,白老Ｆ,クラブ提供牧場,ココファンタジア,7.0,3200.0,8.0,469.0,152.0,174.0,19.8,400,1.0,宮田敬介 ,今津博之,愛知,24,1,303.0,138.0,441.0,0.1378125,C23組-->,0,ok
2021,2020,31,クローバーリーフの2020,イルディヴィーノ (Il Divino),2020103349,キンシャサノキセキ,牡,2020-04-13,4,ノーザンＦ,クラブ提供牧場,クローバーリーフ,12.0,2400.0,6.0,473.0,159.0,179.0,20.8,400,6.0,稲垣幸雄 ,稲垣幸雄,美浦,15,2,2030.0,0.0,2030.0,0.8458333333333333,25'障害3歳以上未勝利22'2歳新馬-->,0,ok
2021,2020,34,ポロンナルワの2020,ラクサパーナ (Laxapana),2020103614,ダイワメジャー,メス,2020-05-08,5,ノーザンＦ,クラブ提供牧場,ポロンナルワ,12.0,3000.0,7.5,426.0,148.5,172.5,20.0,400,9.0,矢野英一 ,矢野英一,美浦,16,1,1421.0,0.0,1421.0,0.4736666666666667,23'3歳未勝利-->,0,ok
2021,2020,35,ビットレートの2020,クエイヴァー (Quaver),2020103546,ヘニーヒューズ,メス,2020-01-29,1,ノーザンＦ,クラブ提供牧場,ビットレート,8.0,2200.0,5.5,415.0,150.0,171.0,19.5,400,2.0,小西一男 ,瀬戸幸一,岩手,15,0,55.0,30.0,85.0,0.038636363636363635,-->,0,ok
2021,2020,36,カイゼリンの2020,エーリチェ (Erice),2020103301,リオンディーズ,メス,2020-01-29,1,ノーザンＦ,クラブ提供牧場,カイゼリン,15.0,2200.0,5.5,478.0,153.5,176.0,19.6,400,9.0,田中博康 ,千葉直人,美浦,11,4,243.0,180.0,423.0,0.19227272727272726,楽天競馬×楽天モバイル賞C2四組-->,0,ok
2021,2020,37,ユールフェストの2020,オルフェスト (Or Fest),2020102718,オルフェーヴル,メス,2020-05-12,5,白老Ｆ,クラブ提供牧場,ユールフェスト,11.0,2200.0,5.5,395.0,149.5,168.5,18.4,400,5.0,池上昌和 ,池上昌和,美浦,16,2,2128.0,0.0,2128.0,0.9672727272727273,24'4歳以上1勝クラス23'3歳未勝利-->,0,ok
2021,2020,38,レオパルディナの2020,パンテーラネーラ (Pantera Nera),2020102727,サトノアラジン,牡,2020-02-09,2,白老Ｆ,クラブ提供牧場,レオパルディナ,8.0,2000.0,5.0,449.0,153.5,171.5,20.0,400,2.0,中舘英二 ,千葉博次,岩手,15,2,0.0,92.0,92.0,0.046,C2C2-->,0,ok
2021,2020,39,アールブリュットの2020,アールブリュットの2020,2020103234,ブラックタイド,メス,2020-02-22,2,ノーザンＦ,クラブ提供牧場,アールブリュット,8.0,2400.0,6.0,435.0,152.0,174.0,19.5,400,2.0,木村哲也 ,木村哲也,美浦,0,0,0.0,0.0,0,0.0,-->,0,ok
2021,2020,41,アドヴェントスの2020,ラトレイア (Latreia),2020102626,ミッキーアイル,メス,2020-02-02,2,白老Ｆ,クラブ提供牧場,アドヴェントス,7.0,2000.0,5.0,421.0,151.5,169.5,18.6,400,1.0,高柳瑞樹 ,高柳瑞樹,美浦,2,0,0.0,0.0,0,0.0,-->,0,ok
2021,2020,42,フォトコールの2020,ブレガーロード (Bregagh Road),2020103569,Quality Road,牡,2020-04-03,4,ノーザンＦ,クラブ提供牧場,フォトコール,9.0,8000.0,20.0,436.0,153.5,173.0,19.6,400,2.0,木村哲也 ,岩戸孝樹,美浦,9,2,55.0,70.0,125.0,0.015625,C2十組C2五組-->,0,ok
2021,2020,43,ウィープノーモアの2020,キープスマイリング (Keep Smiling),2020103248,Quality Road,メス,2020-01-31,1,ノーザンＦ,クラブ提供牧場,ウィープノーモア,7.0,3000.0,7.5,512.0,163.0,182.0,21.8,400,1.0,武井亮 ,武井亮,美浦,10,2,1750.0,0.0,1750.0,0.5833333333333334,23'3歳以上1勝クラス23'3歳未勝利-->,0,ok
2021,2020,45,アディクティドの2020,アルアリング,2020103201,ロードカナロア,メス,2020-02-03,2,ノーザンＦ,クラブ提供牧場,アディクティド,14.0,4400.0,11.0,479.0,156.0,176.0,19.5,400,7.0,高野友和 ,高野友和,栗東,0,0,0.0,0.0,0,0.0,-->,0,ok
2021,2020,46,フロアクラフトの2020,ポルカリズム (Polka Rhythm),2020103577,ロードカナロア,メス,2020-04-07,4,ノーザンＦ,クラブ提供牧場,フロアクラフト,10.0,4400.0,11.0,431.0,157.0,173.5,19.2,400,4.0,中内田充正 ,中内田充,栗東,18,4,7549.0,0.0,7549.0,1.715681818181818,26'若潮S(3勝クラス)24'御宿特別(2勝クラス)-->,0,ok
2021,2020,47,ワイの2020,ロードマンハイム (Lord Mannheim),2020100177,ロードカナロア,メス,2020-05-13,5,追分Ｆ,クラブ提供牧場,ワイ,12.0,4000.0,10.0,433.0,152.5,177.0,19.6,400,7.0,武幸四郎 ,友道康夫,栗東,24,2,4760.0,0.0,4760.0,1.19,24'合馬特別(1勝クラス)23'3歳未勝利-->,0,ok_fixup
