"ページ番号","使用するコマ割りテンプレ","漫画作成のプロンプト","コマ別テキストJSON"
"42","テンプレ4","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ4: 上大下小
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・大): ミサキがスマホで社内チャットグループを開いている。知らないプロジェクト名や新人の名前が並ぶ。 セリフ: なし ナレーション: ［四角枠］社内のチャットグループ。以前は毎日覗いていたが、最近は通知をオフにしていた。たまに開くと、知らないプロジェクト名が並んでいる。知らない新人の名前がある。自分がいた席に、もう別の人が座っている——そんな想像が浮かぶ。 オノマトペ: なし
2コマ目 (下・小): ミサキの不安そうな顔のアップ。 セリフ: ［ミサキ（心の声）］の吹き出しに「…私の居場所、まだあるのかな」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""社内のチャットグループ。以前は毎日覗いていたが、最近は通知をオフにしていた。たまに開くと、知らないプロジェクト名が並んでいる。知らない新人の名前がある。自分がいた席に、もう別の人が座っている——そんな想像が浮かぶ。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ミサキ（心の声）"", ""text"": ""…私の居場所、まだあるのかな""}]"
"43","テンプレ3","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【絶対最優先】キャラクター外見: ケンタは添付のケンタ.pngと100%同一の外見で描画
◆【絶対最優先】キャラクター外見: ひなたは添付のひなた_赤ちゃん期.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【補足情報】服装: ケンタ: グレーのTシャツにネイビーのスウェットパンツ
◆【コマ構成】テンプレ3: 上小下大
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・小): 休日のケンタがひなたのおむつを替えている。笑顔。 セリフ: なし ナレーション: ［四角枠］ケンタは協力的な夫だ。休日は率先しておむつを替えるし、お風呂だって入れてくれる。〝大変だったら言ってね〟と、いつも気にかけてくれる。でも、現実は単純じゃない。 オノマトペ: なし
2コマ目 (下・大): 夜のマンション外観。時計が22時を指す。 セリフ: なし ナレーション: ［四角枠］ケンタの会社は繁忙期に入っていた。帰宅は22時、23時が当たり前。朝は7時に家を出る。平日の育児は、ほぼミサキ一人だった。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""ケンタは協力的な夫だ。休日は率先しておむつを替えるし、お風呂だって入れてくれる。〝大変だったら言ってね〟と、いつも気にかけてくれる。でも、現実は単純じゃない。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""ケンタの会社は繁忙期に入っていた。帰宅は22時、23時が当たり前。朝は7時に家を出る。平日の育児は、ほぼミサキ一人だった。""}]"
"44","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【絶対最優先】キャラクター外見: ひなたは添付のひなた_赤ちゃん期.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: 薄いピンクのパジャマ
◆【コマ構成】テンプレ5: 上中下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 深夜2時。暗い部屋にひなたの泣き声が響く。ミサキが眠い目をこすりながら起き上がる。 セリフ: なし ナレーション: ［四角枠］ひなたの夜泣き。深夜2時。暗い部屋に響く泣き声。 オノマトペ: おぎゃー おぎゃー
2コマ目 (中段): ミサキがひなたを抱き上げて背中をとんとんしている。でも泣き止まない。 セリフ: ［ミサキ（ささやき）］の吹き出しに「お願い…寝て…」 ナレーション: ［四角枠］抱き上げる。あやす。背中をとんとんする。泣き止まない。 オノマトペ: トントン
3コマ目 (下段): 30分後。ようやくひなたが寝息を立て始める。ミサキがそっとベッドに置く。 セリフ: なし ナレーション: ［四角枠］30分、1時間。ようやく寝息を立て始める。そっとベッドに置く。 オノマトペ: スヤスヤ","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""ひなたの夜泣き。深夜2時。暗い部屋に響く泣き声。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ミサキ（ささやき）"", ""text"": ""お願い…寝て…""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""抱き上げる。あやす。背中をとんとんする。泣き止まない。""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""30分、1時間。ようやく寝息を立て始める。そっとベッドに置く。""}]"
"45","テンプレ4","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【絶対最優先】キャラクター外見: ひなたは添付のひなた_赤ちゃん期.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: 薄いピンクのパジャマ
◆【コマ構成】テンプレ4: 上大下小
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・大): ベッドに置いた瞬間、またひなたが泣き出す。ミサキが絶望した表情。 セリフ: ［ミサキ］の吹き出しに「……っ」 ナレーション: ［四角枠］——また泣く。 オノマトペ: おぎゃー！
2コマ目 (下・小): ミサキが天井を見上げている。目の下にくま。疲れ切った表情。 セリフ: なし ナレーション: ［四角枠］ミサキは天井を見上げた。目の下にくまができているのは、もう何週間も前からだ。ケンタの実家は大阪。ミサキの実家は北海道。どちらも頼れる距離じゃない。〝ちょっと見ててもらう〟ができない。〝30分だけ休ませて〟と言える相手がいない。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""……っ""}, {""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""——また泣く。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""ミサキは天井を見上げた。目の下にくまができているのは、もう何週間も前からだ。ケンタの実家は大阪。ミサキの実家は北海道。どちらも頼れる距離じゃない。〝ちょっと見ててもらう〟ができない。〝30分だけ休ませて〟と言える相手がいない。""}]"
"46","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ5: 上中下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 支援センターの室内。ミサキとママ友が椅子に座って話している。 セリフ: ［ママ友］の吹き出しに「うちは実家が近いから助かっててさ〜。お母さんが週3で来てくれるの」 ナレーション: ［四角枠］ある日、近くの支援センターでママ友と話した。 オノマトペ: なし
2コマ目 (中段): ミサキが羨ましそうな表情。 セリフ: ［ミサキ］の吹き出しに「いいなぁ…」 ナレーション: なし オノマトペ: なし
3コマ目 (下段): ママ友が聞く。ミサキが笑顔で答える。 セリフ: ［ママ友］の吹き出しに「佐藤さんは？ ご実家は？」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ママ友"", ""text"": ""うちは実家が近いから助かっててさ〜。お母さんが週3で来てくれるの""}, {""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""ある日、近くの支援センターでママ友と話した。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""いいなぁ…""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""ママ友"", ""text"": ""佐藤さんは？ ご実家は？""}]"
"47","テンプレ6","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ6: 上1コマ+下左右2コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上): ミサキが答える。少し苦しそうな笑顔。 セリフ: ［ミサキ］の吹き出しに「北海道で…ちょっと遠くて」 ナレーション: なし オノマトペ: なし
2コマ目 (下左): ママ友が驚く。 セリフ: ［ママ友］の吹き出しに「えー、大変じゃない？」 ナレーション: なし オノマトペ: なし
3コマ目 (下右): ミサキが笑顔で返す。 セリフ: ［ミサキ］の吹き出しに「まあ、なんとか」 ナレーション: ［四角枠］笑顔で答えた。でも〝なんとか〟なんかなっていない。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""北海道で…ちょっと遠くて""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ママ友"", ""text"": ""えー、大変じゃない？""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""まあ、なんとか""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""笑顔で答えた。でも〝なんとか〟なんかなっていない。""}]"
"48","テンプレ2","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ2: 上下2分割
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上): 帰り道。ベビーカーを押しながら歩くミサキ。目に涙が浮かんでいる。 セリフ: なし ナレーション: ［四角枠］帰り道、ベビーカーを押しながら涙が出そうになった。みんな同じように大変だと思っていた。でも、条件はみんな違う。 オノマトペ: なし
2コマ目 (下): ミサキの心象。実家が近い人、夫が時短勤務の人、経済的にゆとりがある人のイメージが浮かぶ。 セリフ: なし ナレーション: ［四角枠］実家が近い人。夫が時短勤務の人。経済的にゆとりがある人。比べても仕方がない。わかっている。わかっているのに。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""帰り道、ベビーカーを押しながら涙が出そうになった。みんな同じように大変だと思っていた。でも、条件はみんな違う。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""実家が近い人。夫が時短勤務の人。経済的にゆとりがある人。比べても仕方がない。わかっている。わかっているのに。""}]"
"49","テンプレ3","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【絶対最優先】キャラクター外見: ひなたは添付のひなた_赤ちゃん期.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: 薄いピンクのパジャマ
◆【コマ構成】テンプレ3: 上小下大
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・小): 暗い部屋で授乳中のミサキ。ひなたがおっぱいに吸いついている。 セリフ: なし ナレーション: ［四角枠］夜中の授乳。ひなたがおっぱいに吸いつく。暗い部屋の中で、スマホの画面だけが白く光る。 オノマトペ: なし
2コマ目 (下・大): ミサキが片手でスマホをスクロール。検索画面に〝育児中 在宅ワーク おすすめ〟。検索結果に〝データ入力——時給800円〜〟〝アンケートモニター——月5,000円程度〟〝内職——封入作業、シール貼り〟 セリフ: なし ナレーション: ［四角枠］ミサキは片手でスクロールしていた。〝育児中　在宅ワーク　おすすめ〟検索結果が並ぶ。〝データ入力——時給800円〜〟〝アンケートモニター——月5,000円程度〟〝内職——封入作業、シール貼り〟 オノマトペ: スクロール","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""夜中の授乳。ひなたがおっぱいに吸いつく。暗い部屋の中で、スマホの画面だけが白く光る。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""ミサキは片手でスクロールしていた。〝育児中　在宅ワーク　おすすめ〟検索結果が並ぶ。〝データ入力——時給800円〜〟〝アンケートモニター——月5,000円程度〟〝内職——封入作業、シール貼り〟""}]"
"50","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: 薄いピンクのパジャマ
◆【コマ構成】テンプレ5: 上中下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキがスマホを見ながら計算している表情。 セリフ: ［ミサキ（心の声）］の吹き出しに「時給800円で…保育園に預けなくても…」 ナレーション: ［四角枠］スクロールする。スクロールする。計算する。1日3時間として月6万円。いや、集中できる時間はもっと少ない。 オノマトペ: なし
2コマ目 (中段): ミサキが暗い表情。 セリフ: ［ミサキ（心の声）］の吹き出しに「…これじゃ何も変わらない」 ナレーション: ［四角枠］事務職の経験しかない。特別な資格もない。プログラミングなんてやったことない。デザインも、ライティングも、何一つ〝専門〟と言えるものがない。 オノマトペ: なし
3コマ目 (下段): ミサキがスマホの画面を閉じる。暗闇。 セリフ: ［ミサキ（心の声）］の吹き出しに「事務しかやったことない私に、何ができるの…」 ナレーション: ［四角枠］画面を閉じた。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ（心の声）"", ""text"": ""時給800円で…保育園に預けなくても…""}, {""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""スクロールする。スクロールする。計算する。1日3時間として月6万円。いや、集中できる時間はもっと少ない。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ミサキ（心の声）"", ""text"": ""…これじゃ何も変わらない""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""事務職の経験しかない。特別な資格もない。プログラミングなんてやったことない。デザインも、ライティングも、何一つ〝専門〟と言えるものがない。""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""ミサキ（心の声）"", ""text"": ""事務しかやったことない私に、何ができるの…""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""画面を閉じた。""}]"
"51","テンプレ4","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【絶対最優先】キャラクター外見: ひなたは添付のひなた_赤ちゃん期.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: 薄いピンクのパジャマ
◆【コマ構成】テンプレ4: 上大下小
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・大): ミサキがひなたの寝顔を見つめている。涙が頬を伝っている。ひなたの長いまつげ、ふっくらした頬、安心しきった表情。 セリフ: ［ミサキ（ささやき）］の吹き出しに「…ごめんね。ママ、何もできなくて」 ナレーション: ［四角枠］ひなたが飲み終わって、うとうとし始める。そっとベッドに寝かせる。今度は泣かなかった。小さな寝顔を見つめる。長いまつげ。ふっくらした頬。安心しきった表情。涙がこぼれた。 オノマトペ: なし
2コマ目 (下・小): ミサキが涙を拭いてそっと布団に入る。暗い部屋。 セリフ: なし ナレーション: ［四角枠］この子のために強くなりたい。この子に胸を張れる自分でいたい。でも今は、どうしたらいいかわからない。ミサキは涙を拭いて、そっと布団に入った。明日もまた、同じ一日が始まる。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ（ささやき）"", ""text"": ""…ごめんね。ママ、何もできなくて""}, {""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""ひなたが飲み終わって、うとうとし始める。そっとベッドに寝かせる。今度は泣かなかった。小さな寝顔を見つめる。長いまつげ。ふっくらした頬。安心しきった表情。涙がこぼれた。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""この子のために強くなりたい。この子に胸を張れる自分でいたい。でも今は、どうしたらいいかわからない。ミサキは涙を拭いて、そっと布団に入った。明日もまた、同じ一日が始まる。""}]"
"52","テンプレ1","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【絶対最優先】キャラクター外見: ひなたは添付のひなた_赤ちゃん期.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: 薄いピンクのパジャマ
◆【コマ構成】テンプレ1: 全面1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (全面): 暗い部屋で布団に入ったミサキ。隣にひなたが安らかに眠っている。ミサキは目を開けたまま天井を見つめている。涙の跡が残る頬。 セリフ: なし ナレーション: ［四角枠］第2話「保育園落ちた」——おわり オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""第2話「保育園落ちた」——おわり""}]"
"53","テキストページ","◆【テキストページ】このページは画像生成不要。EPUB製本時にテキストとして直接レンダリングする。
◆【コラム原文】
コラム②：育休制度の〝誰も幸せにならない〟構造

——キャリアコンサルタントの視点から

ミサキの物語を読んで、〝大変だな〟と感じた方もいれば、〝でも残された側だって大変だよ〟と感じた方もいるかもしれません。実はその両方が正しい。そして、どちらも悪くない。悪いのは制度設計です。

法改正で企業の義務は増えた。でも現場は？

2025年4月の育児・介護休業法改正により、企業にはこれまで以上に子育て中の社員への配慮が求められるようになりました。テレワークの努力義務、短時間勤務の拡充、子の看護休暇の拡大——。法律上、会社は〝対応しなければならない〟ことが確実に増えています。

理念は正しい。しかし、法律が変わっても、現場の人員が増えるわけではありません。

育休の構造的な欠陥——〝誰がカバーするのか〟問題

育休は本来、〝復帰する意思がある人〟に認められる制度です。でも現実には、育児休業給付金を受け取りながら、最初から復帰するつもりがない人も一定数存在します。

そしてここに、構造的な問題があります。

育休期間は、産休を含めると約1年から最長2年。しかもいつ終わるか確定しない——保育園に入れれば1年で復帰するかもしれないし、入れなければ2年に延びるかもしれない。

この条件で〝期間限定の欠員補充〟を募集したとして、応募が集まるでしょうか？ 逆の立場で考えてみてください。〝1年で終わるかもしれないし、2年になるかもしれません〟——そんな求人に応募したいですか？

結果、補充は困難。残された社員が業務をカバーするしかない。でも、給料が上がるわけではない。評価されるわけでもない。ただ、負担だけが増える。

そして育休取得者が復帰せずに退職する。残された側はこう思います——〝復帰するって言ったから、みんなでカバーしたのに〟〝最初からそう言ってくれれば、普通に欠員補充できたのに〟と。

誰も悪くない。でも、全員が損をしている。

権利の裏側にある、見えないしわ寄せ

育休は労働者の権利です。それは間違いない。しかし今の制度設計は、権利の保障ばかりが先行し、その権利が行使されたときに発生する周囲へのしわ寄せを正面から扱っていません。

大企業なら、部署間の異動や一時的な人員配置で対応できるかもしれません。でも、日本の企業の99.7%は中小企業です。5人、10人の職場で1人が長期離脱したら、残された人たちの負担は計り知れない。そこに法律だけが〝対応しなさい〟と言う。

これは、育休を取る人の問題でも、カバーする人の問題でもありません。制度を作る側が、現場のリアリティを見ていないのが問題なのです。

ミサキも、同僚も、被害者である

第1話で給湯室から聞こえた声を覚えていますか。〝また産休か…しわ寄せこっちに来るんだよね〟——。

あの同僚を責めることは簡単です。でも、その人もまた、制度の欠陥によって余計な負担を押しつけられた被害者です。

ミサキは制度に守られなかった。同僚は制度のしわ寄せを受けた。どちらも、個人の力ではどうしようもない構造の中にいます。

だからこそ、ミサキはこの先、〝制度が変わるのを待つ〟のではない道を選んでいくことになります。それは制度を否定する話ではありません。制度は変わるべきです。でも、変わるのを待っている間にも、人生は進んでいく。

自分の力で選択肢を作ること。それもまた、一つの答えです。","[]"
"54","テンプレ1","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ1: 全面1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (全面): 【タイトルページ】ダイニングテーブルに向かうミサキの後ろ姿。テーブルの上に白い便箋とボールペン。窓から差し込む朝の光。静かで緊張した雰囲気。 セリフ: なし ナレーション: ［四角枠］第3話 退職届 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""第3話 退職届""}]"
