year,born,no,name,dam,dam_age,n_foals,kutai,sire,bms,sex,coat,birth,trainer,farm,total_man,unit_yen,height,girth,cannon,weight,ikusei,note,hyoka,boyu
2021,2020,22,マイティースルーの2020,マイティースルー,14,9,,リアルスティール,クロフネ,メス,芦,2020-01-23,黒岩陽一 ,ノーザンＦ,2400,60000,160.5,183,21,518,ＮＦ空港,,,
2021,2020,23,ワシントンレガシーの2020,ワシントンレガシー,6,1,初仔,リアルスティール,クロフネ,メス,鹿,2020-02-04,大和田成 ,ノーザンＦ,2200,55000,153,173,19.5,438,ＮＦ空港,,,
2021,2020,24,ロスヴァイセの2020,ロスヴァイセ,9,3,,キタサンブラック,シンボリクリスエス,牡,黒鹿,2020-03-25,木村哲也 ,ノーザンＦ,3400,85000,162,182,21.9,506,ＮＦ空港,左飛節OCD除去手術（2020/11/20）、さく癖,,
2021,2020,25,シンハディーパの2020,シンハディーパ,10,5,,キタサンブラック,ウォーエンブレム,メス,青鹿,2020-03-17,蛯名正義？,ノーザンＦ,2800,70000,154.5,172.5,19.7,420,ＮＦ空港,,,
2021,2020,26,ヒカルアモーレの2020,ヒカルアモーレ,16,9,,サトノダイヤモンド,クロフネ,牡,鹿,2020-04-11,宮田敬介 ,白老Ｆ,4000,100000,157.5,171,20.5,465,ＮＦ早来,,,
2021,2020,27,エンシェントヒルの2020,エンシェントヒル,19,9,,サトノダイヤモンド,エンドスウィープ,メス,鹿,2020-02-02,伊藤大士 ,ノーザンＦ,2000,50000,161.5,181.5,20.4,458,ＮＦ空港,,,
2021,2020,28,アドマイヤアロマの2020,アドマイヤアロマ,9,1,初仔,ハービンジャー,ネオユニヴァース,牡,鹿,2020-01-29,戸田博文 ,ノーザンＦ,2800,70000,151,176.5,20.7,441,ＮＦ早来,,,
2021,2020,29,フェルミオンの2020,フェルミオン,14,9,,ハービンジャー,アグネスタキオン,メス,鹿,2020-04-04,勢司和浩 ,ノーザンＦ,2200,55000,154,176.5,20.3,463,ＮＦ早来,,,
2021,2020,30,ココファンタジアの2020,ココファンタジア,7,1,初仔,ルーラーシップ,ステイゴールド,牡,鹿,2020-02-15,宮田敬介 ,白老Ｆ,3200,80000,152,174,19.8,469,ＮＦ空港,,,
2021,2020,31,クローバーリーフの2020,クローバーリーフ,12,6,,キンシャサノキセキ,タニノギムレット,牡,鹿,2020-04-13,稲垣幸雄 ,ノーザンＦ,2400,60000,159,179,20.8,473,ＮＦ空港,,,
2021,2020,34,ポロンナルワの2020,ポロンナルワ,12,9,,ダイワメジャー,Rahy,メス,栗,2020-05-08,矢野英一 ,ノーザンＦ,3000,75000,148.5,172.5,20,426,ＮＦ空港,,,
2021,2020,35,ビットレートの2020,ビットレート,8,2,,ヘニーヒューズ,スペシャルウィーク,メス,栗,2020-01-29,小西一男 ,ノーザンＦ,2200,55000,150,171,19.5,415,ＮＦ早来,,,
2021,2020,36,カイゼリンの2020,カイゼリン,15,9,,リオンディーズ,アドマイヤベガ,メス,黒鹿,2020-01-29,田中博康 ,ノーザンＦ,2200,55000,153.5,176,19.6,478,ＮＦ空港,左前球節骨片摘出手術（2020/12/24）,,
2021,2020,37,ユールフェストの2020,ユールフェスト,11,5,,オルフェーヴル,More Than Ready,メス,鹿,2020-05-12,池上昌和 ,白老Ｆ,2200,55000,149.5,168.5,18.4,395,ＮＦ空港,,,
2021,2020,38,レオパルディナの2020,レオパルディナ,8,2,,サトノアラジン,スニッツェル,牡,黒鹿,2020-02-09,中舘英二 ,白老Ｆ,2000,50000,153.5,171.5,20,449,ＮＦ早来,,,
2021,2020,39,アールブリュットの2020,アールブリュット,8,2,,ブラックタイド,マクフィ,メス,鹿,2020-02-22,木村哲也 ,ノーザンＦ,2400,60000,152,174,19.5,435,ＮＦ早来,,,
2021,2020,41,アドヴェントスの2020,アドヴェントス,7,1,初仔,ミッキーアイル,ジャングルポケット,メス,栗,2020-02-02,高柳瑞樹 ,白老Ｆ,2000,50000,151.5,169.5,18.6,421,ＮＦ早来,,,
2021,2020,42,フォトコールの2020,フォトコール,9,2,空胎後,Quality Road,Galileo,牡,鹿,2020-04-03,木村哲也 ,ノーザンＦ,8000,200000,153.5,173,19.6,436,ＮＦ空港,,,
2021,2020,43,ウィープノーモアの2020,ウィープノーモア,7,1,初仔,Quality Road,Mineshaft,メス,鹿,2020-01-31,武井亮 ,ノーザンＦ,3000,75000,163,182,21.8,512,ＮＦ早来,,,
2021,2020,45,アディクティドの2020,アディクティド,14,7,空胎後,ロードカナロア,ディクタット,メス,芦,2020-02-03,高野友和 ,ノーザンＦ,4400,110000,156,176,19.5,479,ＮＦ空港,,,
2021,2020,46,フロアクラフトの2020,フロアクラフト,10,4,,ロードカナロア,フジキセキ,メス,黒鹿,2020-04-07,中内田充正 ,ノーザンＦ,4400,110000,157,173.5,19.2,431,ＮＦ空港,,,
2021,2020,47,ワイの2020,ワイ,12,7,,ロードカナロア,Galileo,メス,鹿,2020-05-13,武幸四郎 ,追分F,4000,100000,152.5,177,19.6,433,追分Ｆリリーバレー,,,
2021,2020,48,ホットスウェルの2020,ホットスウェル,15,9,,ハーツクライ,Fusaichi Pegasus,牡,栗,2020-05-16,牧田和弥 ,ノーザンＦ,2800,70000,151.5,166,18.5,403,ＮＦ早来,,,
2021,2020,53,レイリオンの2020,レイリオン,7,1,初仔,エピファネイア,ダイワメジャー,メス,鹿,2020-01-27,安田翔伍 ,ノーザンＦ,3400,85000,156,183,19.3,476,ＮＦ早来,,,
2021,2020,55,リーチングの2020,リーチング,11,7,,ドゥラメンテ,Dansili,メス,黒鹿,2020-04-26,杉山晴紀 ,ノーザンＦ,2400,60000,151.5,167.5,19.1,410,ＮＦ空港,右飛節OCD除去手術（2021/2/3）、さく癖 ,,
2021,2020,56,コルコバードの2020,コルコバード,7,1,初仔,モーリス,ステイゴールド,牡,鹿,2020-04-14,高野友和 ,ノーザンＦ,4000,100000,157,173,20.4,438,ＮＦ早来,,,
2021,2020,58,スペクトロライトの2020,スペクトロライト,10,4,,モーリス,ディープインパクト,メス,黒鹿,2020-01-28,石坂公一 ,ノーザンＦ,2400,60000,153.5,181,19.7,467,ＮＦ空港,,,
2021,2020,59,グランデアモーレの2020,グランデアモーレ,10,4,,モーリス,ネオユニヴァース,メス,鹿,2020-03-07,池添学 ,白老Ｆ,3400,85000,156.5,178,20,465,ＮＦ早来,,,
2021,2020,60,リリカルホワイトの2020,リリカルホワイト,7,1,初仔,ドレフォン,ダイワメジャー,牡,芦,2020-02-14,武幸四郎 ,白老Ｆ,3400,85000,159.5,176,20.3,478,ＮＦ早来,,,
2021,2020,61,ラフォルジュルネの2020,ラフォルジュルネ,13,6,,ドレフォン,スペシャルウィーク,牡,黒鹿,2020-02-29,平田修 ,白老Ｆ,3000,75000,156,177,20.7,446,ＮＦ早来,,,
2021,2020,62,ディアデラノビアの2020,ディアデラノビア,18,12,,ドレフォン,サンデーサイレンス,メス,栗,2020-03-31,森田直行 ,ノーザンＦ,2000,50000,152,164,19,387,ＮＦ空港,,,
2021,2020,63,ライジングクロスの2020,ライジングクロス,17,11,,リアルスティール,Cape Cross,メス,鹿,2020-02-12,松下武士 ,ノーザンＦ,2800,70000,151,173.5,19.3,438,ＮＦ空港,,,
2021,2020,64,ラカリフォルニーの2020,ラカリフォルニー,7,3,,キタサンブラック,Dutch Art,牡,鹿,2020-02-05,奥村豊 ,ノーザンＦ,2800,70000,156,181,21.5,456,ＮＦ空港,,,
2021,2020,66,プラチナブロンドの2020,プラチナブロンド,9,3,,サトノダイヤモンド,ジャングルポケット,牡,鹿,2020-04-26,橋口慎介 ,ノーザンＦ,3200,80000,147.5,166.5,20.2,407,ＮＦ空港,,,
2021,2020,67,ピースエンブレムの2020,ピースエンブレム,14,6,,サトノダイヤモンド,ウォーエンブレム,メス,鹿,2020-03-08,池添学 ,ノーザンＦ,2400,60000,154.5,176.5,19.7,460,ＮＦ早来,,,
2021,2020,68,エレガントマナーの2020,エレガントマナー,14,9,,ハービンジャー,シンボリクリスエス,牡,鹿,2020-03-27,藤岡健一 ,ノーザンＦ,3000,75000,152,173,20.5,418,ＮＦ空港,,,
2021,2020,70,ローズノーブルの2020,ローズノーブル,11,5,,ルーラーシップ,ディープインパクト,牡,青鹿,2020-03-03,池添学 ,ノーザンＦ,3600,90000,155,174.5,20.4,444,ＮＦ空港,,,
2021,2020,73,ピュアブリーゼの2020,ピュアブリーゼ,12,6,,キンシャサノキセキ,Monsun,メス,鹿,2020-01-14,茶木太樹 ,ノーザンＦ,1600,40000,149.5,173,19.6,425,ＮＦ空港,,,
2021,2020,74,グレイシアブルーの2020,グレイシアブルー,18,11,,サトノクラウン,サンデーサイレンス,牡,黒鹿,2020-02-12,清水久詞 ,ノーザンＦ,4000,100000,152,169.5,20.2,432,ＮＦ空港,,,
2021,2020,75,クレオールの2020,クレオール,8,2,,サトノクラウン,チチカステナンゴ,メス,鹿,2020-02-09,渡辺薫彦 ,ノーザンＦ,1400,35000,149,170.5,19.1,423,ＮＦ空港,,,
2021,2020,77,ココシュニックの2020,ココシュニック,15,10,,ジャスタウェイ,クロフネ,メス,芦,2020-01-30,大久保龍志 ,ノーザンＦ,2200,55000,153.5,176,19.8,489,ＮＦ空港,,,
2021,2020,80,シェルズレイの2020,シェルズレイ,17,12,,ダイワメジャー,クロフネ,メス,芦,2020-02-27,高野友和 ,ノーザンＦ,5000,125000,154.5,183,20.5,499,ＮＦ空港,,,
2021,2020,81,シャンドランジュの2020,シャンドランジュ,7,2,空胎後,ヘニーヒューズ,マンハッタンカフェ,牡,栗,2020-02-01,寺島良 ,ノーザンＦ,3000,75000,158,180,20,485,ＮＦ空港,,,
2021,2020,82,ホワイトミーティアの2020,ホワイトミーティア,9,5,,リオンディーズ,ゼンノロブロイ,メス,芦,2020-01-23,吉岡辰弥 ,ノーザンＦ,1800,45000,154.5,175,20,462,ＮＦ早来,,,
2021,2020,83,リリウムの2020,リリウム,15,12,,イスラボニータ,クロフネ,牡,芦,2020-01-31,平田修 ,白老Ｆ,2000,50000,161,183.5,22.2,586,ＮＦ空港,,,
2021,2020,84,グリューヴァインの2020,グリューヴァイン,8,2,,キズナ,ゴールドアリュール,メス,鹿,2020-03-17,橋田満 ,ノーザンＦ,2200,55000,151,168,20,370,ＮＦ空港,,,
2021,2020,85,カニョットの2020,カニョット,15,8,,スクリーンヒーロー,Sunray Spirit,メス,栗,2020-03-09,西園正都 ,白老Ｆ,1800,45000,154.5,175.5,18.6,451,ＮＦ空港,,,
2021,2020,88,キャヴァルドレの2020,キャヴァルドレ,6,1,初仔,War Front,Sunday Break,牡,鹿,2020-03-28,西村真幸 ,ノーザンＦ,5000,125000,157,176,20.6,470,ＮＦ早来,旋回癖,,
2021,2020,89,ブリトマルティスの2020,ブリトマルティス,16,8,,キンシャサノキセキ,スペシャルウィーク,メス,鹿,2020-04-27,,新冠橋本牧場,1400,140000,150,171.5,19.6,418,ＮＦ空港,,,
2021,2020,90,ライクザウインドの2020,ライクザウインド,20,14,,トゥザワールド,デインヒル,メス,黒鹿,2020-04-15,,ノーザンＦ,1400,140000,155,176.5,19.9,459,ＮＦ早来,,,
2021,2020,91,ネオフレグランスの2020,ネオフレグランス,6,1,初仔,ルーラーシップ,ネオユニヴァース,メス,黒鹿,2020-04-18,,白老Ｆ,1600,160000,146.5,165,18.3,378,ＮＦ空港,,,
2022,2021,1,ミリッサの2021,ミリッサ,7,1,,ロードカナロア,ダイワメジャー,牡,鹿,2021-03-01,高橋文雅,ノーザンＦ,5000,125000,143.5,164.5,19.9,387,ＮＦ早来,,,○
2022,2021,2,ジョプリンの2021,ジョプリン,7,1,,ロードカナロア,Soldier Hollow,メス,黒鹿,2022-01-15,木村哲也,レイクヴィラF＊,4000,100000,151.5,174,19.5,454,ＮＦ空港,,,
2022,2021,3,ヒルダズパッションの2021,ヒルダズパッション,14,9,,ロードカナロア,Canadian Frontier,メス,鹿,2021-02-28,手塚貴久,ノーザンＦ,6000,150000,161.5,178,21.3,485,ＮＦ空港,,,
2022,2021,4,グリューネワルトの2021,グリューネワルト,14,8,,ロードカナロア,スペシャルウィーク,メス,鹿,2021-03-08,林徹,ノーザンＦ,5000,125000,154,174,19,454,ＮＦ早来,,,
2022,2021,5,インクルードベティの2021,インクルードベティ,9,4,,ハーツクライ,Include,牡,黒鹿,2022-01-23,堀宣行,ノーザンF＊,7000,175000,152.5,175.5,20.8,482,ＮＦ早来,,,
2022,2021,6,サンブルエミューズの2021,サンブルエミューズ,11,5,,エピファネイア,ダイワメジャー,メス,鹿,2021-03-30,木村哲也,ノーザンＦ,7000,175000,152.5,173.5,20.1,450,ＮＦ空港,,,○
2022,2021,7,シャルールの2021,シャルール,9,3,,エピファネイア,ゼンノロブロイ,メス,黒鹿,2021-05-05,菊沢隆徳,白老Ｆ,4000,100000,154.5,173,19.4,440,ＮＦ空港,,,○
2022,2021,8,フィンレイズラッキーチャームの2021,フィンレイズラッキーチャーム,8,2,,キズナ,Twirling Candy,牡,鹿,2021-04-17,国枝栄,ノーザンＦ,5000,125000,151,173,20.8,429,ＮＦ早来,,,
2022,2021,9,ザズーの2021,ザズー,13,8,,キズナ,Tapit,メス,芦,2021-02-03,池上昌和,ノーザンＦ,3600,90000,156,175,19.2,410,ＮＦ早来,,,
2022,2021,10,ロスヴァイセの2021,ロスヴァイセ,10,4,,キズナ,シンボリクリスエス,メス,青鹿,2021-03-03,栗田徹,ノーザンＦ,3200,80000,150,173,19.9,421,ＮＦ空港,,,○
2022,2021,11,アールブリュットの2021,アールブリュット,9,3,,ドゥラメンテ,マクフィ,牡,鹿,2021-02-26,国枝栄,ノーザンＦ,6000,150000,159.5,180,20.2,466,ＮＦ空港,,,○
2022,2021,12,フロアクラフトの2021,フロアクラフト,11,5,,ドゥラメンテ,フジキセキ,メス,青鹿,2021-04-14,宮田敬介,ノーザンＦ,4000,100000,153,173.5,20.1,435,ＮＦ早来,,,○
2022,2021,13,マイハッピーフェイスの2021,マイハッピーフェイス,11,6,,ドゥラメンテ,Tiz Wonderful,メス,鹿,2021-04-15,加藤征弘,ノーザンＦ,2400,60000,158,173.5,20.5,440,ＮＦ早来,,,
2022,2021,14,ブルーメンブラットの2021,ブルーメンブラット,18,12,,モーリス,アドマイヤベガ,牡,黒鹿,2021-01-24,武井亮,ノーザンＦ,5000,125000,160,181.5,21.5,522,ＮＦ空港,,,○
2022,2021,15,リカビトスの2021,リカビトス,7,1,,モーリス,ディープブリランテ,牡,黒鹿,2021-02-27,奥村武,ノーザンＦ,3200,80000,150.5,176,20,418,ＮＦ空港,,,○
2022,2021,16,シャイントレイルの2021,シャイントレイル,7,1,,モーリス,ヴィクトワールピサ,牡,鹿,2021-03-22,尾関知人,ノーザンＦ,4000,100000,153,176,20.6,437,ＮＦ空港,,,○
2022,2021,17,ピュアブリーゼの2021,ピュアブリーゼ,13,7,,モーリス,Monsun,メス,鹿,2021-02-02,古賀慎明,ノーザンＦ,2400,60000,160,182.5,19.6,480,ＮＦ空港,,,○
2022,2021,18,タイムハンドラーの2021,タイムハンドラー,5,1,,モーリス,ディープブリランテ,メス,鹿,2021-02-06,栗田徹,追分Ｆ,2000,50000,149,172.5,18.6,403,追分Ｆリリーバレー,,,
2022,2021,19,ヴィータアレグリアの2021,ヴィータアレグリア,10,4,,ニューイヤーズデイ,ネオユニヴァース,牡,鹿,2021-04-08,高柳瑞樹,ノーザンＦ,3200,80000,154,177,20.1,440,ＮＦ空港,,,○
2022,2021,20,チアズメッセージの2021,チアズメッセージ,21,14,,ニューイヤーズデイ,サンデーサイレンス,牡,栗,2022-05-09,中舘英二,ノーザンF＊,3000,75000,151.5,173.5,20.5,439,ＮＦ空港,,,
2022,2021,21,スペクトロライトの2021,スペクトロライト,11,5,,ニューイヤーズデイ,ディープインパクト,メス,鹿,2021-01-26,田中剛,ノーザンＦ,2400,60000,153.5,173,19.8,433,ＮＦ早来,,,○
2022,2021,22,アンジュシャルマンの2021,アンジュシャルマン,7,2,,ニューイヤーズデイ,マンハッタンカフェ,メス,鹿,2021-02-03,伊藤大士,ノーザンＦ,2000,50000,153,175,19,441,ＮＦ空港,,,○
2022,2021,23,エスティタートの2021,エスティタート,8,2,,ブリックスアンドモルタル,ドリームジャーニー,メス,鹿,2021-02-24,奥村武,白老Ｆ,2000,50000,146,168,18.9,411,ＮＦ空港,,,○
2022,2021,24,パルティトゥーラの2021,パルティトゥーラ,7,2,,ブリックスアンドモルタル,マンハッタンカフェ,メス,鹿,2021-03-12,和田正一郎,ノーザンＦ,2800,70000,154,166,21,412,ＮＦ空港,,,○
2022,2021,25,フレジェールの2021,フレジェール,17,9,,ブリックスアンドモルタル,アグネスタキオン,メス,栗,2021-04-24,堀宣行,社台,2000,50000,151.5,173,20,390,社台Ｆ,,,
2022,2021,26,ケイティーズハートの2021,ケイティーズハート,12,6,,サトノクラウン,ハーツクライ,メス,鹿,2021-03-19,鹿戸雄一,ノーザンＦ,4000,100000,155.5,172.5,21.3,455,ＮＦ早来,,,○
2022,2021,27,プルメリアスターの2021,プルメリアスター,9,3,,ハービンジャー,ゼンノロブロイ,牡,鹿,2021-03-29,手塚貴久,ノーザンＦ,4000,100000,156,174.5,20,441,ＮＦ空港,,,○
2022,2021,29,ヒカルアモーレの2021,ヒカルアモーレ,17,10,,リアルインパクト,クロフネ,牡,芦,2021-05-07,戸田博文,ノーザンＦ,2400,60000,159,177,20.5,478,ＮＦ空港,,,
2022,2021,30,コケレールの2021,コケレール,17,10,,リアルインパクト,Zamindar,メス,栗,2021-02-23,小島茂之,ノーザンＦ,1800,45000,158.5,180.5,19.9,467,ＮＦ早来,,,
2022,2021,31,アイヴィベルの2021,アイヴィベル,8,2,,レイデオロ,Archarcharch,牡,鹿,2022-02-15,栗田徹,レイクヴィラF＊,4600,115000,157,182.5,21.2,485,ＮＦ空港,,,
2022,2021,32,マリアライトの2021,マリアライト,10,4,,レイデオロ,ディープインパクト,メス,黒鹿,2021-02-15,久保田貴士,ノーザンＦ,5000,125000,149.5,169.5,19.5,391,ＮＦ空港,,,○
2022,2021,33,スプリングゲイルの2021,スプリングゲイル,7,2,,ミッキーアイル,キンシャサノキセキ,牡,鹿,2021-05-07,武藤善則,ノーザンＦ,2400,60000,148,175,20,435,ＮＦ早来,,,
2022,2021,35,ミセスワタナベの2021,ミセスワタナベ,7,1,,オルフェーヴル,Tapizar,牡,栗,2021-03-09,木村哲也,ノーザンＦ,3000,75000,152,172,20.4,456,ＮＦ早来,,,
2022,2021,36,エンプレスティアラの2021,エンプレスティアラ,17,12,,シュヴァルグラン,クロフネ,牡,栗,2021-04-08,青木孝文,ノーザンＦ,2000,50000,160,175.5,21,445,ＮＦ早来,,,
2022,2021,37,ジンジャーパンチの2021,ジンジャーパンチ,18,12,,スワーヴリチャード,Awesome Again,牡,栗,2021-03-29,萩原清,ノーザンＦ,5000,125000,151.5,176,20.4,463,ＮＦ早来,,,
2022,2021,38,トップライナーⅡの2021,トップライナーⅡ,19,12,,スワーヴリチャード,サンダーガルチ,メス,栗,2021-04-25,大竹正博,ノーザンＦ,2400,60000,150,173.5,19,410,ＮＦ早来,,,
2022,2021,39,アンフィトリテⅡの2021,アンフィトリテⅡ,6,1,,ダイワメジャー,Sebring,牡,青鹿,2021-02-04,田中博康,ノーザンＦ,5000,125000,158,178,20.5,492,ＮＦ空港,,,
2022,2021,40,シンギングメリリーの2021,シンギングメリリー,6,3,,ダイワメジャー,Ghostzapper,メス,栗,2021-03-29,矢野英一,ノーザンＦ,2000,50000,157,178,21.1,486,ＮＦ空港,,,
2022,2021,41,シークレットスパイスの2021,シークレットスパイス,6,1,,リアルスティール,ディスクリートキャット,牡,鹿,2021-01-24,黒岩陽一,ノーザンＦ,4000,100000,159,172.5,20.5,433,ＮＦ早来,,,
2022,2021,42,モアザンセイクリッドの2021,モアザンセイクリッド,12,6,,リアルスティール,More Than Ready,メス,鹿,2021-05-05,勢司和浩,ノーザンＦ,2000,50000,156.5,170,18.7,400,ＮＦ早来,,,
2022,2021,43,ビットレートの2021,ビットレート,9,3,,ドレフォン,スペシャルウィーク,メス,栗,2021-01-19,萩原清,ノーザンＦ,2800,70000,156,180.5,20,489,ＮＦ空港,,,○
2022,2021,44,ウインジュビリーの2021,ウインジュビリー,13,7,,リオンディーズ,シンボリクリスエス,牡,青鹿,2021-01-21,鹿戸雄一,ノーザンＦ,3000,75000,157,173,21,448,ＮＦ空港,,,
2022,2021,45,コルコバードの2021,コルコバード,8,2,,ルーラーシップ,ステイゴールド,牡,黒鹿,2021-04-06,木村哲也,ノーザンＦ,3600,90000,154,173.5,20,444,ＮＦ空港,,,○
2022,2021,46,ピースエンブレムの2021,ピースエンブレム,15,7,,シルバーステート,ウォーエンブレム,牡,青鹿,2021-02-14,宮田敬介,ノーザンＦ,4400,110000,158.5,183,21.2,510,ＮＦ空港,,,○
2022,2021,47,ティンバレスの2021,ティンバレス,9,3,,ヘニーヒューズ,ウォーエンブレム,牡,鹿,2021-02-15,中川公成,ノーザンＦ,3000,75000,159,177,20.7,502,ＮＦ空港,,,○
2022,2021,48,バイラオーラの2021,バイラオーラ,15,9,,マインドユアビスケッツ,トワイニング,メス,栗,2021-01-30,辻哲英,ノーザンＦ,1600,40000,155,180,19,478,ＮＦ空港,,,○
2022,2021,49,ヒルダの2021,ヒルダ,8,2,,ミッキーロケット,ダイワメジャー,牡,鹿,2021-04-23,西田雄一郎,ノーザンＦ,2000,50000,145.5,167,19,413,ＮＦ空港,,,
2022,2021,50,キャントバイミーラヴの2021,キャントバイミーラヴ,5,1,,No Nay Never,War Front,メス,鹿,2022-02-07,田村康仁,レイクヴィラＦ,3000,75000,152.5,179,20,455,ＮＦ空港,,,
2022,2021,51,リラヴァティの2021,リラヴァティ,10,4,,ロードカナロア,ゼンノロブロイ,牡,黒鹿,2021-02-14,池添学,ノーザンＦ,7000,175000,152,169.5,19.4,426,ＮＦ空港,,,○
2022,2021,52,エリティエールの2021,エリティエール,7,1,,ロードカナロア,ディープインパクト,メス,鹿,2021-02-05,藤岡健一,ノーザンＦ,4000,100000,152,172,19.1,401,ＮＦ空港,,,○
2022,2021,53,バウンスシャッセの2021,バウンスシャッセ,10,4,,ロードカナロア,ゼンノロブロイ,メス,鹿,2021-03-16,安田隆行,ノーザンＦ,5000,125000,158,176.5,20.6,453,ＮＦ早来,,,○
2022,2021,54,トータルヒートの2021,トータルヒート,10,4,,ハーツクライ,Street Cry,牡,黒鹿,2021-02-21,藤原英昭,白老Ｆ,7000,175000,153,176,21.4,475,ＮＦ空港,,,○
2022,2021,55,リリサイドの2021,リリサイド,14,10,,ハーツクライ,American Post,牡,鹿,2021-03-28,藤原英昭,ノーザンＦ,10000,250000,152.5,171.5,20,442,ＮＦ空港,,,
2022,2021,56,アルアリングスターの2021,アルアリングスター,6,3,,ハーツクライ,Exchange Rate,メス,鹿,2021-04-08,斉藤崇史,ノーザンＦ,5000,125000,153,175,20,453,ＮＦ空港,,,
2022,2021,57,サトノオニキスの2021,サトノオニキス,8,2,,エピファネイア,ディープインパクト,牡,黒鹿,2021-02-13,池江泰寿,ノーザンＦ,5000,125000,156.5,177,20,442,ＮＦ早来,,,
2022,2021,58,レーヴドゥラメールの2021,レーヴドゥラメール,5,2,,エピファネイア,ロードカナロア,メス,芦,2021-01-12,須貝尚介,ノーザンＦ,4000,100000,150.5,172,20,425,ＮＦ早来,,,
2022,2021,59,シンハリーズの2021,シンハリーズ,19,13,,キズナ,Singspiel,牡,鹿,2021-03-29,池添学,ノーザンＦ,6000,150000,150,169,20.1,420,ＮＦ早来,,,
2022,2021,60,マンビアの2021,マンビア,13,8,,キズナ,アルデバランⅡ,メス,鹿,2022-04-03,西村真幸,ノーザンF＊,3000,75000,151,172,20.2,396,ＮＦ早来,,,
2022,2021,61,アディクティドの2021,アディクティド,15,8,,キズナ,ディクタット,メス,芦,2021-04-12,高野友和,ノーザンＦ,4000,100000,153.5,173,19,404,ＮＦ空港,,,
2022,2021,62,ディーパワンサの2021,ディーパワンサ,7,1,,ドゥラメンテ,ディープブリランテ,牡,鹿,2021-04-18,松下武士,ノーザンＦ,4000,100000,149,166,19.2,380,ＮＦ早来,,,○
2022,2021,63,ビートリックスキッドの2021,ビートリックスキッド,17,11,,ドゥラメンテ,Victory Note,メス,鹿,2021-02-01,西村真幸,追分Ｆ,3000,75000,151.5,174,19.2,453,追分Ｆリリーバレー,,,
2022,2021,64,ココシュニックの2021,ココシュニック,16,11,,ドゥラメンテ,クロフネ,メス,栗,2021-02-13,高野友和,ノーザンＦ,3200,80000,162,183,21,487,ＮＦ空港,,,
2022,2021,65,アドマイヤローザの2021,アドマイヤローザ,7,1,,モーリス,ハービンジャー,牡,鹿,2021-01-09,高野友和,ノーザンＦ,5000,125000,155,180,20.9,486,ＮＦ早来,,,
2022,2021,66,リスグラシューの2021,リスグラシュー,7,1,,モーリス,ハーツクライ,牡,鹿,2021-02-07,矢作芳人,ノーザンＦ,12000,300000,150.5,171.5,20.4,444,ＮＦ早来,,,○
2022,2021,67,ディアデラマドレの2021,ディアデラマドレ,11,5,,モーリス,キングカメハメハ,牡,鹿,2021-03-09,松永幹夫,ノーザンＦ,6000,150000,156,178.5,20.2,470,ＮＦ空港,,,○
2022,2021,68,ペルレンケッテの2021,ペルレンケッテ,13,7,,モーリス,ディープインパクト,牡,鹿,2021-04-14,武英智,ノーザンＦ,4000,100000,157,175.5,20.9,450,ＮＦ早来,,,○
2022,2021,69,レネットグルーヴの2021,レネットグルーヴ,11,5,,モーリス,キングカメハメハ,メス,鹿,2021-01-31,橋口慎介,ノーザンＦ,2400,60000,158.5,182,19.1,478,ＮＦ空港,,,
2022,2021,70,マルティンスタークの2021,マルティンスターク,16,10,,サトノダイヤモンド,シンボリクリスエス,メス,鹿,2021-03-28,松永幹夫,ノーザンＦ,2800,70000,150.5,169,18.9,410,ＮＦ空港,,,○
2022,2021,71,グリューヴァインの2021,グリューヴァイン,9,3,,ニューイヤーズデイ,ゴールドアリュール,牡,鹿,2021-03-20,牧田和弥,ノーザンＦ,3000,75000,155,179,21,468,ＮＦ空港,,,○
2022,2021,72,クルークハイトの2021,クルークハイト,7,1,,ニューイヤーズデイ,クロフネ,メス,黒鹿,2021-03-05,杉山晴紀,ノーザンＦ,2800,70000,157,177,20.4,454,ＮＦ空港,,,○
2022,2021,73,オーマイベイビーの2021,オーマイベイビー,10,6,,ブリックスアンドモルタル,ディープインパクト,牡,鹿,2021-03-25,奥村豊,ノーザンＦ,6000,150000,151,172.5,20.1,436,ＮＦ早来,,,○
2022,2021,74,ラプソディーアの2021,ラプソディーア,7,1,,ブリックスアンドモルタル,ディープブリランテ,メス,栗,2021-04-24,平田修,ノーザンＦ,2400,60000,147.5,170.5,18.7,394,ＮＦ早来,,,○
2022,2021,75,アロマドゥルセの2021,アロマドゥルセ,7,1,,ハービンジャー,ディープインパクト,牡,鹿,2021-03-07,渡辺薫彦,ノーザンＦ,3600,90000,153,173.5,20.7,442,ＮＦ早来,,,○
2022,2021,76,レイリオンの2021,レイリオン,8,2,,ハービンジャー,ダイワメジャー,メス,栗,2021-01-21,安田翔伍,ノーザンＦ,2800,70000,154,178,18.9,438,ＮＦ早来,,,○
2022,2021,77,ヴィートマルシェの2021,ヴィートマルシェ,19,12,,リアルインパクト,フレンチデピュティ,牡,鹿,2021-01-17,斉藤崇史,ノーザンＦ,5000,125000,156,175.5,20.2,469,ＮＦ空港,,,○
2022,2021,78,リッチダンサーの2021,リッチダンサー,21,16,,リアルインパクト,Halling,メス,鹿,2021-04-15,武幸四郎,ノーザンＦ,3000,75000,154,177,19.5,434,ＮＦ早来,,,
